fieldbeat_task_id,task_type,state,priority,client_key,created_at,updated_at
943,REQUERIMIENTO DEL CLIENTE,FINISHED,2,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,2021-01-29T14:31:52.827Z,2021-01-29T15:03:00.856Z
944,CORRECTIVA PROGRAMADA,FINISHED,2,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,2021-01-29T14:33:49.374Z,2021-01-29T15:00:42.086Z
951,CORRECTIVA NO PROGRAMADA,FINISHED,2,FIELD_BEAT_CLIENT|76.746.730-3|CLÍNICA SANATORIO ALEMÁN (ONCORAD),2021-02-04T17:56:03.735Z,2021-02-05T18:32:24.946Z
952,CORRECTIVA PROGRAMADA,FINISHED,2,FIELD_BEAT_CLIENT|61.606.500-9|HOSPITAL CARLOS VAN BUREN (SSVSA),2021-02-05T20:39:50.992Z,2021-02-05T20:43:48.889Z
953,CORRECTIVA NO PROGRAMADA,FINISHED,2,FIELD_BEAT_CLIENT|76.746.730-3|CLÍNICA SANATORIO ALEMÁN (ONCORAD),2021-02-06T17:10:04.916Z,2021-02-06T20:56:14.668Z
954,PREVENTIVA PROGRAMADA,FINISHED,2,FIELD_BEAT_CLIENT|61.607.901-8|SERVICIO DE SALUD DE MAGALLANES,2021-02-07T22:02:28.184Z,2021-02-07T22:29:48.440Z
955,CORRECTIVA PROGRAMADA,FINISHED,2,FIELD_BEAT_CLIENT|61.607.901-8|SERVICIO DE SALUD DE MAGALLANES,2021-02-10T12:03:18.819Z,2021-02-10T12:17:35.737Z
956,CORRECTIVA NO PROGRAMADA,FINISHED,2,FIELD_BEAT_CLIENT|76.746.730-3|CLÍNICA SANATORIO ALEMÁN (ONCORAD),2021-02-10T12:19:55.655Z,2021-02-10T12:44:46.934Z
957,CORRECTIVA NO PROGRAMADA,FINISHED,2,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,2021-02-10T13:59:38.289Z,2021-02-10T14:42:36.944Z
958,CORRECTIVA NO PROGRAMADA,FINISHED,2,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,2021-02-11T13:34:09.304Z,2021-02-11T16:11:46.596Z
959,INSTALACION - INTEGRACION,ARCHIVED,2,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,2021-02-12T21:50:35.616Z,2022-05-19T15:50:01.252Z
960,CORRECTIVA PROGRAMADA,FINISHED,2,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,2021-02-12T21:54:32.537Z,2021-02-12T22:02:07.364Z
961,PREVENTIVA PROGRAMADA,FINISHED,2,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,2021-02-13T11:15:59.298Z,2021-02-13T15:54:23.031Z
98,PRUEBAS DE ACEPTACION,SCHEDULED,2,FIELD_BEAT_CLIENT|61.606.500-9|HOSPITAL CARLOS VAN BUREN (SSVSA),2018-11-09T10:38:53.741Z,2018-11-09T11:27:36.830Z
96,CORRECTIVA PROGRAMADA,FINISHED,2,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,2018-11-07T20:12:23.762Z,2018-11-08T13:16:53.165Z
94,CORRECTIVA PROGRAMADA,FINISHED,2,FIELD_BEAT_CLIENT|76.746.730-3|CLÍNICA SANATORIO ALEMÁN (ONCORAD),2018-11-06T19:47:18.002Z,2018-11-07T19:26:05.513Z
92,CORRECTIVA NO PROGRAMADA,FINISHED,2,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,2018-11-05T12:17:28.188Z,2018-11-06T10:29:48.634Z
90,CORRECTIVA PROGRAMADA,FINISHED,2,FIELD_BEAT_CLIENT|61.606.500-9|HOSPITAL CARLOS VAN BUREN (SSVSA),2018-10-30T13:17:53.315Z,2018-10-30T20:05:47.156Z
89,CORRECTIVA NO PROGRAMADA,SCHEDULED,2,FIELD_BEAT_CLIENT||ACME,2018-10-29T19:44:02.611Z,2018-10-29T20:09:12.888Z
87,CORRECTIVA PROGRAMADA,FINISHED,2,FIELD_BEAT_CLIENT||UC CHRISTUS - CECA,2018-10-27T16:54:20.415Z,2018-10-27T16:59:26.135Z
85,CORRECTIVA PROGRAMADA,FINISHED,2,FIELD_BEAT_CLIENT|76.105.383-3|TORRE MÉDICA - RANCAGUA,2018-10-25T14:08:30.291Z,2018-10-25T15:28:04.170Z
83,CORRECTIVA PROGRAMADA,FINISHED,2,FIELD_BEAT_CLIENT||FUNDACION ARTURO LOPEZ PEREZ,2018-10-24T11:44:51.384Z,2018-10-24T11:49:17.372Z
81,CORRECTIVA NO PROGRAMADA,FINISHED,2,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,2018-10-23T16:31:59.262Z,2018-10-23T17:14:45.276Z
8,PREVENTIVA PROGRAMADA,FINISHED,2,FIELD_BEAT_CLIENT|76089058-8|EYG MEDICAL SYSTEMS LTDA.,2018-08-21T12:17:38.776Z,2018-08-21T12:53:07.472Z
78,CORRECTIVA PROGRAMADA,FINISHED,3,FIELD_BEAT_CLIENT||UC CHRISTUS - CECA,2018-10-20T21:24:56.695Z,2018-10-21T00:08:15.120Z
76,CORRECTIVA NO PROGRAMADA,FINISHED,2,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,2018-10-18T10:39:49.137Z,2018-10-18T11:16:48.516Z
74,CORRECTIVA PROGRAMADA,FINISHED,2,FIELD_BEAT_CLIENT|61.606.500-9|HOSPITAL CARLOS VAN BUREN (SSVSA),2018-10-16T14:37:42.930Z,2018-10-16T18:21:28.625Z
72,CORRECTIVA PROGRAMADA,FINISHED,2,FIELD_BEAT_CLIENT|96.770.100-9|CLINICA ALEMANA DE SANTIAGO,2018-10-10T15:28:54.703Z,2018-10-12T20:46:56.257Z
70,PREVENTIVA PROGRAMADA,FINISHED,2,FIELD_BEAT_CLIENT|96.606.750-0|CLÍNICA ALEMANA DE TEMUCO,2018-10-10T15:15:23.409Z,2018-10-26T21:00:58.153Z
69,ASISTENCIA REMOTA,FINISHED,2,FIELD_BEAT_CLIENT|61.606.500-9|HOSPITAL CARLOS VAN BUREN (SSVSA),2018-10-09T19:27:37.609Z,2018-10-09T19:35:35.651Z
67,CORRECTIVA PROGRAMADA,FINISHED,2,FIELD_BEAT_CLIENT|96.757.430-9|INRAD,2018-10-05T13:17:50.962Z,2018-10-05T16:37:53.749Z
65,CORRECTIVA PROGRAMADA,SCHEDULED,2,FIELD_BEAT_CLIENT|61.606.500-9|HOSPITAL CARLOS VAN BUREN (SSVSA),2018-10-03T12:45:47.315Z,2018-10-03T12:48:51.399Z
63,PREVENTIVA PROGRAMADA,FINISHED,2,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,2018-09-28T18:32:43.895Z,2018-10-11T00:03:01.729Z
61,ASISTENCIA REMOTA,FINISHED,2,FIELD_BEAT_CLIENT|96.770.100-9|CLINICA ALEMANA DE SANTIAGO,2018-09-28T16:56:11.225Z,2018-09-28T17:12:50.447Z
6,CORRECTIVA NO PROGRAMADA,FINISHED,2,FIELD_BEAT_CLIENT|76089058-8|EYG MEDICAL SYSTEMS LTDA.,2018-08-21T11:48:18.050Z,2018-08-21T12:32:44.824Z
58,CORRECTIVA PROGRAMADA,FINISHED,2,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,2018-09-25T13:53:36.764Z,2018-09-25T15:48:04.702Z
56,CORRECTIVA PROGRAMADA,SCHEDULED,2,FIELD_BEAT_CLIENT|61.606.500-9|HOSPITAL CARLOS VAN BUREN (SSVSA),2018-09-24T15:04:05.666Z,2018-09-24T15:45:43.796Z
54,CORRECTIVA NO PROGRAMADA,FINISHED,3,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,2018-09-24T12:19:03.246Z,2018-09-24T12:29:17.765Z
52,ASISTENCIA REMOTA,FINISHED,2,FIELD_BEAT_CLIENT|96.770.100-9|CLINICA ALEMANA DE SANTIAGO,2018-09-20T19:02:42.898Z,2018-09-20T19:09:12.398Z
50,INSTALACION - INTEGRACION,FINISHED,2,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,2018-09-14T15:17:26.085Z,2018-12-03T13:07:17.052Z
49,PREVENTIVA PROGRAMADA,SCHEDULED,2,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,2018-09-14T12:23:00.791Z,2019-08-05T15:24:31.778Z
47,CORRECTIVA PROGRAMADA,SCHEDULED,2,FIELD_BEAT_CLIENT|96.770.100-9|CLINICA ALEMANA DE SANTIAGO,2018-09-14T12:18:21.238Z,2019-02-18T18:08:13.840Z
45,CORRECTIVA PROGRAMADA,FINISHED,2,FIELD_BEAT_CLIENT|61.607.901-8|SERVICIO DE SALUD DE MAGALLANES,2018-09-14T12:08:02.182Z,2018-11-17T13:30:05.255Z
43,CORRECTIVA PROGRAMADA,FINISHED,2,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,2018-09-14T12:02:08.554Z,2018-09-21T00:05:56.311Z
41,ASISTENCIA REMOTA,FINISHED,3,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,2018-09-11T13:14:47.561Z,2018-09-11T13:22:17.921Z
4,CORRECTIVA PROGRAMADA,FINISHED,2,FIELD_BEAT_CLIENT|76089058-8|EYG MEDICAL SYSTEMS LTDA.,2018-08-21T11:47:12.525Z,2018-08-21T12:15:28.162Z
38,CORRECTIVA NO PROGRAMADA,FINISHED,2,FIELD_BEAT_CLIENT|61.606.500-9|HOSPITAL CARLOS VAN BUREN (SSVSA),2018-09-05T17:46:16.012Z,2018-09-05T18:39:33.134Z
36,PREVENTIVA PROGRAMADA,FINISHED,2,FIELD_BEAT_CLIENT|96.770.100-9|CLINICA ALEMANA DE SANTIAGO,2018-09-05T10:20:27.293Z,2018-09-10T12:14:43.260Z
34,CORRECTIVA PROGRAMADA,FINISHED,2,FIELD_BEAT_CLIENT|96.770.100-9|CLINICA ALEMANA DE SANTIAGO,2018-09-04T12:30:12.315Z,2018-09-04T17:52:32.451Z
32,CORRECTIVA PROGRAMADA,FINISHED,2,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,2018-08-31T11:34:53.346Z,2018-09-03T10:58:34.267Z
30,PREVENTIVA PROGRAMADA,FINISHED,2,FIELD_BEAT_CLIENT|61.605.000-1|INSTITUTO DE SALUD PUBLICA (ISP),2018-08-30T19:35:45.030Z,2018-09-05T16:07:04.387Z
99,PREVENTIVA PROGRAMADA,FINISHED,2,FIELD_BEAT_CLIENT|96.757.430-9|INRAD,2018-11-09T11:04:56.801Z,2018-11-09T15:20:33.076Z
97,CORRECTIVA PROGRAMADA,FINISHED,2,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,2018-11-09T10:36:54.546Z,2018-11-09T22:39:38.161Z
95,CORRECTIVA PROGRAMADA,FINISHED,2,FIELD_BEAT_CLIENT|96.757.430-9|INRAD,2018-11-07T19:29:55.020Z,2018-11-07T19:43:04.177Z
93,PREVENTIVA PROGRAMADA,FINISHED,2,FIELD_BEAT_CLIENT|76.746.730-3|CLÍNICA SANATORIO ALEMÁN (ONCORAD),2018-11-06T15:57:21.364Z,2018-11-07T19:19:54.074Z
91,CORRECTIVA PROGRAMADA,FINISHED,2,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,2018-10-30T21:31:17.650Z,2018-10-31T00:22:55.274Z
9,CORRECTIVA PROGRAMADA,FINISHED,2,FIELD_BEAT_CLIENT|76089058-8|EYG MEDICAL SYSTEMS LTDA.,2018-08-21T13:05:38.517Z,2018-08-21T16:28:10.149Z
88,CORRECTIVA NO PROGRAMADA,FINISHED,2,FIELD_BEAT_CLIENT|76.746.730-3|CLÍNICA SANATORIO ALEMÁN (ONCORAD),2018-10-29T14:42:03.719Z,2018-10-29T14:55:11.730Z
86,ASISTENCIA REMOTA,FINISHED,2,FIELD_BEAT_CLIENT||FUNDACION ARTURO LOPEZ PEREZ,2018-10-25T20:48:16.391Z,2018-10-25T20:50:18.254Z
84,CORRECTIVA PROGRAMADA,FINISHED,2,FIELD_BEAT_CLIENT|96.770.100-9|CLINICA ALEMANA DE SANTIAGO,2018-10-24T18:36:29.351Z,2018-10-25T10:38:40.971Z
82,CORRECTIVA NO PROGRAMADA,FINISHED,2,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,2018-10-23T21:30:54.801Z,2018-10-24T02:38:35.967Z
80,CORRECTIVA NO PROGRAMADA,FINISHED,2,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,2018-10-22T20:35:49.453Z,2018-10-22T21:16:07.141Z
79,CORRECTIVA NO PROGRAMADA,FINISHED,3,FIELD_BEAT_CLIENT||CLINICA ALEMANA DE SANTIAGO,2018-10-22T15:34:43.261Z,2018-10-22T16:02:46.707Z
77,CORRECTIVA PROGRAMADA,FINISHED,2,FIELD_BEAT_CLIENT|96.770.100-9|CLINICA ALEMANA DE SANTIAGO,2018-10-18T15:18:38.416Z,2018-10-18T17:39:03.691Z
75,CORRECTIVA NO PROGRAMADA,FINISHED,2,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,2018-10-17T11:10:56.500Z,2018-10-17T12:42:14.688Z
73,PREVENTIVA PROGRAMADA,FINISHED,2,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,2018-10-12T21:14:52.246Z,2018-10-16T11:57:12.243Z
71,PREVENTIVA PROGRAMADA,SCHEDULED,2,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,2018-10-10T15:19:12.133Z,2018-11-16T20:59:47.802Z
7,CORRECTIVA NO PROGRAMADA,FINISHED,2,FIELD_BEAT_CLIENT|76089058-8|EYG MEDICAL SYSTEMS LTDA.,2018-08-21T11:48:54.431Z,2018-08-21T12:11:43.342Z
68,CORRECTIVA NO PROGRAMADA,FINISHED,2,FIELD_BEAT_CLIENT|61.606.500-9|HOSPITAL CARLOS VAN BUREN (SSVSA),2018-10-09T11:26:26.850Z,2018-10-09T14:22:41.567Z
66,PREVENTIVA PROGRAMADA,FINISHED,2,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,2018-10-04T00:56:49.501Z,2018-10-04T01:01:20.682Z
64,CORRECTIVA PROGRAMADA,FINISHED,2,FIELD_BEAT_CLIENT|61.606.500-9|HOSPITAL CARLOS VAN BUREN (SSVSA),2018-10-01T21:21:48.261Z,2018-10-03T13:42:09.484Z
62,PREVENTIVA PROGRAMADA,SCHEDULED,2,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,2018-09-28T18:31:09.632Z,2018-10-04T10:31:03.520Z
60,ASISTENCIA REMOTA,FINISHED,3,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,2018-09-28T14:13:34.930Z,2018-09-28T14:23:25.768Z
59,CORRECTIVA PROGRAMADA,FINISHED,2,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,2018-09-26T11:05:10.425Z,2018-09-26T11:08:12.324Z
57,CORRECTIVA PROGRAMADA,FINISHED,2,FIELD_BEAT_CLIENT|61.606.500-9|HOSPITAL CARLOS VAN BUREN (SSVSA),2018-09-24T15:47:23.865Z,2018-09-24T15:58:30.388Z
55,CORRECTIVA PROGRAMADA,FINISHED,2,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,2018-09-24T13:13:18.822Z,2018-09-24T13:18:10.094Z
53,CORRECTIVA PROGRAMADA,FINISHED,2,FIELD_BEAT_CLIENT|96.770.100-9|CLINICA ALEMANA DE SANTIAGO,2018-09-21T19:31:23.548Z,2018-09-21T19:35:12.657Z
51,PRUEBAS DE ACEPTACION,FINISHED,2,FIELD_BEAT_CLIENT|61.606.500-9|HOSPITAL CARLOS VAN BUREN (SSVSA),2018-09-14T15:19:27.574Z,2018-10-06T19:09:24.511Z
5,CORRECTIVA PROGRAMADA,SCHEDULED,2,FIELD_BEAT_CLIENT|76089058-8|EYG MEDICAL SYSTEMS LTDA.,2018-08-21T11:47:43.532Z,2018-10-16T18:15:03.870Z
48,PREVENTIVA PROGRAMADA,FINISHED,2,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,2018-09-14T12:20:53.805Z,2018-10-26T14:41:06.905Z
46,CORRECTIVA PROGRAMADA,FINISHED,2,FIELD_BEAT_CLIENT|96.770.100-9|CLINICA ALEMANA DE SANTIAGO,2018-09-14T12:16:04.824Z,2018-10-01T11:14:52.983Z
44,CORRECTIVA PROGRAMADA,SCHEDULED,2,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,2018-09-14T12:03:56.291Z,2018-10-25T16:17:41.876Z
42,INSTALACION - INTEGRACION,FINISHED,2,FIELD_BEAT_CLIENT|61.606.500-9|HOSPITAL CARLOS VAN BUREN (SSVSA),2018-09-13T13:32:08.092Z,2018-09-14T13:40:14.142Z
40,ASISTENCIA REMOTA,FINISHED,2,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,2018-09-06T14:27:30.685Z,2018-09-06T15:26:44.173Z
39,CORRECTIVA NO PROGRAMADA,FINISHED,3,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,2018-09-05T21:54:46.369Z,2018-09-05T22:03:27.976Z
37,CORRECTIVA NO PROGRAMADA,SCHEDULED,2,FIELD_BEAT_CLIENT|96.770.100-9|CLINICA ALEMANA DE SANTIAGO,2018-09-05T14:07:30.574Z,2019-02-18T18:07:09.658Z
35,CORRECTIVA NO PROGRAMADA,FINISHED,2,FIELD_BEAT_CLIENT|96.757.430-9|INRAD,2018-09-04T19:07:51.475Z,2018-09-04T19:24:06.850Z
33,CORRECTIVA PROGRAMADA,FINISHED,2,FIELD_BEAT_CLIENT|61.606.500-9|HOSPITAL CARLOS VAN BUREN (SSVSA),2018-09-03T11:55:24.787Z,2018-09-03T14:12:58.036Z
31,CORRECTIVA PROGRAMADA,SCHEDULED,2,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,2018-08-31T11:32:14.412Z,2018-09-03T17:21:14.152Z
3,CORRECTIVA NO PROGRAMADA,SCHEDULED,2,FIELD_BEAT_CLIENT|76089058-8|EYG MEDICAL SYSTEMS LTDA.,2018-08-21T11:46:21.184Z,2018-10-16T18:13:37.589Z
29,PREVENTIVA PROGRAMADA,FINISHED,2,FIELD_BEAT_CLIENT|61.606.500-9|HOSPITAL CARLOS VAN BUREN (SSVSA),2018-08-30T16:43:48.851Z,2018-08-30T18:38:31.029Z
27,CORRECTIVA PROGRAMADA,SCHEDULED,2,FIELD_BEAT_CLIENT|96.770.100-9|CLINICA ALEMANA DE SANTIAGO,2018-08-29T18:52:25.319Z,2019-08-05T15:26:48.558Z
25,CORRECTIVA PROGRAMADA,FINISHED,2,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,2018-08-27T14:58:23.629Z,2018-08-27T15:05:03.914Z
23,ASISTENCIA REMOTA,FINISHED,2,FIELD_BEAT_CLIENT||Test,2018-08-23T21:00:57.293Z,2018-09-03T12:07:39.963Z
222,CORRECTIVA NO PROGRAMADA,FINISHED,2,FIELD_BEAT_CLIENT|76.746.730-3|CLÍNICA SANATORIO ALEMÁN (ONCORAD),2019-03-07T19:13:40.064Z,2019-03-08T21:12:57.519Z
220,CORRECTIVA NO PROGRAMADA,FINISHED,2,FIELD_BEAT_CLIENT|79.560.900-8|RADIO NUCLEAR,2019-03-06T20:00:06.118Z,2019-03-06T21:31:19.441Z
219,PREVENTIVA PROGRAMADA,FINISHED,2,FIELD_BEAT_CLIENT|76.746.730-3|CLÍNICA SANATORIO ALEMÁN (ONCORAD),2019-03-06T17:30:56.578Z,2019-03-07T16:19:42.007Z
217,CORRECTIVA PROGRAMADA,FINISHED,2,FIELD_BEAT_CLIENT||SERVICIO DE SALUD DE MAGALLANES,2019-03-05T19:01:17.029Z,2019-03-05T19:11:13.954Z
215,CORRECTIVA NO PROGRAMADA,FINISHED,2,FIELD_BEAT_CLIENT|61.606.500-9|HOSPITAL CARLOS VAN BUREN (SSVSA),2019-03-04T11:28:08.521Z,2019-03-04T12:05:09.067Z
213,CORRECTIVA PROGRAMADA,FINISHED,2,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,2019-03-02T11:54:15.056Z,2019-03-02T18:02:15.367Z
211,CORRECTIVA NO PROGRAMADA,FINISHED,2,FIELD_BEAT_CLIENT|76.746.730-3|CLÍNICA SANATORIO ALEMÁN (ONCORAD),2019-02-26T11:59:15.786Z,2019-02-26T12:54:01.485Z
21,ASISTENCIA REMOTA,FINISHED,2,FIELD_BEAT_CLIENT|76089058-8|EYG MEDICAL SYSTEMS LTDA.,2018-08-23T20:27:18.664Z,2018-08-23T20:47:20.050Z
207,PREVENTIVA PROGRAMADA,FINISHED,2,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,2019-02-22T14:09:28.841Z,2019-02-22T14:49:18.418Z
205,PREVENTIVA PROGRAMADA,FINISHED,2,FIELD_BEAT_CLIENT|96.770.100-9|CLINICA ALEMANA DE SANTIAGO,2019-02-21T17:26:42.929Z,2019-02-22T21:06:30.476Z
203,CORRECTIVA NO PROGRAMADA,FINISHED,2,FIELD_BEAT_CLIENT|96.770.100-9|CLINICA ALEMANA DE SANTIAGO,2019-02-18T13:10:00.877Z,2019-02-18T14:54:49.169Z
201,CORRECTIVA NO PROGRAMADA,FINISHED,2,FIELD_BEAT_CLIENT|79.560.900-8|RADIO NUCLEAR,2019-02-15T16:08:05.138Z,2019-02-18T14:11:18.771Z
20,PREVENTIVA PROGRAMADA,FINISHED,2,FIELD_BEAT_CLIENT|76089058-8|EYG MEDICAL SYSTEMS LTDA.,2018-08-23T20:13:37.130Z,2018-10-16T18:11:45.871Z
199,CORRECTIVA PROGRAMADA,FINISHED,2,FIELD_BEAT_CLIENT|76.105.383-3|TORRE MÉDICA - RANCAGUA,2019-02-13T12:13:24.989Z,2019-02-13T15:25:55.829Z
197,PREVENTIVA PROGRAMADA,FINISHED,2,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,2019-02-08T19:36:17.346Z,2019-02-08T23:10:49.634Z
195,CORRECTIVA PROGRAMADA,FINISHED,2,FIELD_BEAT_CLIENT|96.770.100-9|CLINICA ALEMANA DE SANTIAGO,2019-02-07T19:16:55.468Z,2019-02-07T21:08:02.662Z
193,CORRECTIVA PROGRAMADA,FINISHED,2,FIELD_BEAT_CLIENT||HOSPITAL CARLOS VAN BUREN (SSVSA),2019-02-02T17:16:53.280Z,2019-02-02T17:22:42.216Z
191,CORRECTIVA PROGRAMADA,FINISHED,2,FIELD_BEAT_CLIENT||ACME,2019-01-29T18:19:35.288Z,2019-02-19T10:27:34.016Z
19,PREVENTIVA PROGRAMADA,SCHEDULED,2,FIELD_BEAT_CLIENT|76089058-8|EYG MEDICAL SYSTEMS LTDA.,2018-08-23T18:26:14.808Z,2018-08-23T18:26:14.808Z
188,PREVENTIVA PROGRAMADA,FINISHED,2,FIELD_BEAT_CLIENT||ACME,2019-01-28T17:57:22.026Z,2019-01-28T18:00:23.497Z
186,CORRECTIVA PROGRAMADA,SCHEDULED,2,FIELD_BEAT_CLIENT||ACME,2019-01-28T15:26:58.883Z,2019-01-28T17:27:45.432Z
184,CORRECTIVA PROGRAMADA,FINISHED,3,FIELD_BEAT_CLIENT||SERVICIO DE SALUD DE MAGALLANES,2019-01-27T16:45:53.225Z,2019-01-27T22:41:36.875Z
182,CORRECTIVA PROGRAMADA,FINISHED,2,FIELD_BEAT_CLIENT|96.770.100-9|CLINICA ALEMANA DE SANTIAGO,2019-01-24T12:09:32.501Z,2019-01-25T01:35:46.797Z
180,CORRECTIVA PROGRAMADA,FINISHED,2,FIELD_BEAT_CLIENT|61.606.500-9|HOSPITAL CARLOS VAN BUREN (SSVSA),2019-01-21T11:58:47.633Z,2019-01-21T12:21:28.237Z
179,CORRECTIVA PROGRAMADA,FINISHED,2,FIELD_BEAT_CLIENT||CLINICA ALEMANA DE SANTIAGO,2019-01-21T11:39:40.179Z,2019-01-21T11:47:56.016Z
177,CORRECTIVA PROGRAMADA,FINISHED,2,FIELD_BEAT_CLIENT||SERVICIO DE SALUD DE MAGALLANES,2019-01-16T12:16:04.691Z,2019-01-16T19:48:33.308Z
175,CORRECTIVA NO PROGRAMADA,FINISHED,2,FIELD_BEAT_CLIENT|61.606.500-9|HOSPITAL CARLOS VAN BUREN (SSVSA),2019-01-15T12:06:33.337Z,2019-01-16T20:42:54.419Z
173,ASISTENCIA REMOTA,SCHEDULED,2,FIELD_BEAT_CLIENT||RADIO NUCLEAR,2019-01-14T21:28:30.568Z,2019-01-16T12:08:20.159Z
171,CORRECTIVA NO PROGRAMADA,FINISHED,2,FIELD_BEAT_CLIENT|61.606.500-9|HOSPITAL CARLOS VAN BUREN (SSVSA),2019-01-14T11:11:07.766Z,2019-01-14T11:47:50.270Z
17,CORRECTIVA PROGRAMADA,FINISHED,2,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,2018-08-23T15:41:19.982Z,2018-08-27T18:40:25.028Z
168,CORRECTIVA NO PROGRAMADA,FINISHED,2,FIELD_BEAT_CLIENT|61.606.500-9|HOSPITAL CARLOS VAN BUREN (SSVSA),2019-01-10T11:31:58.897Z,2019-01-10T14:29:45.685Z
166,CORRECTIVA NO PROGRAMADA,FINISHED,2,FIELD_BEAT_CLIENT|79.560.900-8|RADIO NUCLEAR,2019-01-08T20:52:32.241Z,2019-01-10T11:06:43.284Z
164,CORRECTIVA PROGRAMADA,SCHEDULED,2,FIELD_BEAT_CLIENT|96.606.750-0|CLÍNICA ALEMANA DE TEMUCO,2019-01-08T11:45:17.461Z,2019-01-11T16:48:12.346Z
162,CORRECTIVA PROGRAMADA,FINISHED,2,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,2019-01-08T11:40:35.046Z,2019-01-08T12:23:42.753Z
160,ASISTENCIA REMOTA,FINISHED,2,FIELD_BEAT_CLIENT||UC CHRISTUS - CECA,2019-01-04T23:01:43.424Z,2019-01-04T23:04:16.851Z
159,ASISTENCIA REMOTA,FINISHED,2,FIELD_BEAT_CLIENT||HOSPITAL CARLOS VAN BUREN (SSVSA),2019-01-04T22:46:15.736Z,2019-01-04T23:00:55.518Z
157,CORRECTIVA PROGRAMADA,FINISHED,2,FIELD_BEAT_CLIENT||HOSPITAL CARLOS VAN BUREN (SSVSA),2019-01-03T14:15:55.433Z,2019-01-03T15:37:44.893Z
155,CORRECTIVA NO PROGRAMADA,FINISHED,2,FIELD_BEAT_CLIENT||TORRE MÉDICA - RANCAGUA,2019-01-03T12:38:05.292Z,2019-01-03T15:07:46.797Z
153,ASISTENCIA REMOTA,FINISHED,2,FIELD_BEAT_CLIENT||FUNDACION ARTURO LOPEZ PEREZ,2018-12-28T18:43:54.462Z,2018-12-28T19:03:43.169Z
