bridge_id,zendesk_ticket_id,fieldbeat_task_id,link_method,confidence,created_at
20001502053|1364,20001502053,1364,fieldbeat_report_ticket_number,1,2026-08-06T07:10:55.306Z
117327|1368,117327,1368,fieldbeat_report_ticket_number,1,2026-08-06T07:10:55.306Z
779906|1369,779906,1369,fieldbeat_report_ticket_number,1,2026-08-06T07:10:55.306Z
9999|1370,9999,1370,fieldbeat_report_ticket_number,1,2026-08-06T07:10:55.306Z
148260|1371,148260,1371,fieldbeat_report_ticket_number,1,2026-08-06T07:10:55.306Z
517136|1372,517136,1372,fieldbeat_report_ticket_number,1,2026-08-06T07:10:55.306Z
830821|1373,830821,1373,fieldbeat_report_ticket_number,1,2026-08-06T07:10:55.306Z
540711|1374,540711,1374,fieldbeat_report_ticket_number,1,2026-08-06T07:10:55.306Z
425664|1375,425664,1375,fieldbeat_report_ticket_number,1,2026-08-06T07:10:55.306Z
665447|1376,665447,1376,fieldbeat_report_ticket_number,1,2026-08-06T07:10:55.306Z
636193|1378,636193,1378,fieldbeat_report_ticket_number,1,2026-08-06T07:10:55.306Z
172278|1380,172278,1380,fieldbeat_report_ticket_number,1,2026-08-06T07:10:55.306Z
648368|1381,648368,1381,fieldbeat_report_ticket_number,1,2026-08-06T07:10:55.306Z
937899|1382,937899,1382,fieldbeat_report_ticket_number,1,2026-08-06T07:10:55.306Z
704250|1385,704250,1385,fieldbeat_report_ticket_number,1,2026-08-06T07:10:55.306Z
399764|1386,399764,1386,fieldbeat_report_ticket_number,1,2026-08-06T07:10:55.306Z
793073|1389,793073,1389,fieldbeat_report_ticket_number,1,2026-08-06T07:10:55.306Z
9999|1392,9999,1392,fieldbeat_report_ticket_number,1,2026-08-06T07:10:55.306Z
767638|1394,767638,1394,fieldbeat_report_ticket_number,1,2026-08-06T07:10:55.306Z
9999|1396,9999,1396,fieldbeat_report_ticket_number,1,2026-08-06T07:10:55.306Z
9999|1397,9999,1397,fieldbeat_report_ticket_number,1,2026-08-06T07:10:55.306Z
704250|1398,704250,1398,fieldbeat_report_ticket_number,1,2026-08-06T07:10:55.306Z
937899|1399,937899,1399,fieldbeat_report_ticket_number,1,2026-08-06T07:10:55.306Z
964324|1400,964324,1400,fieldbeat_report_ticket_number,1,2026-08-06T07:10:55.306Z
749449|1401,749449,1401,fieldbeat_report_ticket_number,1,2026-08-06T07:10:55.306Z
605236|1402,605236,1402,fieldbeat_report_ticket_number,1,2026-08-06T07:10:55.306Z
555555|1403,555555,1403,fieldbeat_report_ticket_number,1,2026-08-06T07:10:55.306Z
9999|1404,9999,1404,fieldbeat_report_ticket_number,1,2026-08-06T07:10:55.306Z
777777|1405,777777,1405,fieldbeat_report_ticket_number,1,2026-08-06T07:10:55.306Z
777777|1406,777777,1406,fieldbeat_report_ticket_number,1,2026-08-06T07:10:55.306Z
140955|1407,140955,1407,fieldbeat_report_ticket_number,1,2026-08-06T07:10:55.306Z
0202|1410,0202,1410,fieldbeat_report_ticket_number,1,2026-08-06T07:10:55.306Z
442987|1411,442987,1411,fieldbeat_report_ticket_number,1,2026-08-06T07:10:55.306Z
286087|1414,286087,1414,fieldbeat_report_ticket_number,1,2026-08-06T07:10:55.306Z
0000|1415,0000,1415,fieldbeat_report_ticket_number,1,2026-08-06T07:10:55.306Z
630070|1416,630070,1416,fieldbeat_report_ticket_number,1,2026-08-06T07:10:55.306Z
341997|1418,341997,1418,fieldbeat_report_ticket_number,1,2026-08-06T07:10:55.306Z
824734|1420,824734,1420,fieldbeat_report_ticket_number,1,2026-08-06T07:10:55.306Z
706651|1422,706651,1422,fieldbeat_report_ticket_number,1,2026-08-06T07:10:55.306Z
0203|1423,0203,1423,fieldbeat_report_ticket_number,1,2026-08-06T07:10:55.306Z
777777|1424,777777,1424,fieldbeat_report_ticket_number,1,2026-08-06T07:10:55.306Z
368933|1426,368933,1426,fieldbeat_report_ticket_number,1,2026-08-06T07:10:55.306Z
368933|1427,368933,1427,fieldbeat_report_ticket_number,1,2026-08-06T07:10:55.306Z
777777|1428,777777,1428,fieldbeat_report_ticket_number,1,2026-08-06T07:10:55.306Z
722542|1429,722542,1429,fieldbeat_report_ticket_number,1,2026-08-06T07:10:55.306Z
792066|1430,792066,1430,fieldbeat_report_ticket_number,1,2026-08-06T07:10:55.306Z
777777|1431,777777,1431,fieldbeat_report_ticket_number,1,2026-08-06T07:10:55.306Z
824052|1435,824052,1435,fieldbeat_report_ticket_number,1,2026-08-06T07:10:55.306Z
100002|1436,100002,1436,fieldbeat_report_ticket_number,1,2026-08-06T07:10:55.306Z
758188|1437,758188,1437,fieldbeat_report_ticket_number,1,2026-08-06T07:10:55.306Z
415273|1438,415273,1438,fieldbeat_report_ticket_number,1,2026-08-06T07:10:55.306Z
488370|1439,488370,1439,fieldbeat_report_ticket_number,1,2026-08-06T07:10:55.306Z
0|1443,0,1443,fieldbeat_report_ticket_number,1,2026-08-06T07:10:55.306Z
563156|1444,563156,1444,fieldbeat_report_ticket_number,1,2026-08-06T07:10:55.306Z
320254|1445,320254,1445,fieldbeat_report_ticket_number,1,2026-08-06T07:10:55.306Z
9999|1446,9999,1446,fieldbeat_report_ticket_number,1,2026-08-06T07:10:55.306Z
212275|1447,212275,1447,fieldbeat_report_ticket_number,1,2026-08-06T07:10:55.306Z
0001|1448,0001,1448,fieldbeat_report_ticket_number,1,2026-08-06T07:10:55.306Z
458280|1449,458280,1449,fieldbeat_report_ticket_number,1,2026-08-06T07:10:55.306Z
928747|1450,928747,1450,fieldbeat_report_ticket_number,1,2026-08-06T07:10:55.306Z
116702|1451,116702,1451,fieldbeat_report_ticket_number,1,2026-08-06T07:10:55.306Z
392899|1453,392899,1453,fieldbeat_report_ticket_number,1,2026-08-06T07:10:55.306Z
392899|1455,392899,1455,fieldbeat_report_ticket_number,1,2026-08-06T07:10:55.306Z
116702|1457,116702,1457,fieldbeat_report_ticket_number,1,2026-08-06T07:10:55.306Z
116702|1458,116702,1458,fieldbeat_report_ticket_number,1,2026-08-06T07:10:55.306Z
9999|1459,9999,1459,fieldbeat_report_ticket_number,1,2026-08-06T07:10:55.306Z
9999|1461,9999,1461,fieldbeat_report_ticket_number,1,2026-08-06T07:10:55.306Z
436271|1463,436271,1463,fieldbeat_report_ticket_number,1,2026-08-06T07:10:55.306Z
563550|1465,563550,1465,fieldbeat_report_ticket_number,1,2026-08-06T07:10:55.306Z
120359|1468,120359,1468,fieldbeat_report_ticket_number,1,2026-08-06T07:10:55.306Z
453949|1469,453949,1469,fieldbeat_report_ticket_number,1,2026-08-06T07:10:55.306Z
727363|1470,727363,1470,fieldbeat_report_ticket_number,1,2026-08-06T07:10:55.306Z
494002|1471,494002,1471,fieldbeat_report_ticket_number,1,2026-08-06T07:10:55.306Z
010101|1472,010101,1472,fieldbeat_report_ticket_number,1,2026-08-06T07:10:55.306Z
524622|1473,524622,1473,fieldbeat_report_ticket_number,1,2026-08-06T07:10:55.306Z
138414|1474,138414,1474,fieldbeat_report_ticket_number,1,2026-08-06T07:10:55.306Z
730927|1475,730927,1475,fieldbeat_report_ticket_number,1,2026-08-06T07:10:55.306Z
444321|1477,444321,1477,fieldbeat_report_ticket_number,1,2026-08-06T07:10:55.306Z
868583|1479,868583,1479,fieldbeat_report_ticket_number,1,2026-08-06T07:10:55.306Z
234528|1481,234528,1481,fieldbeat_report_ticket_number,1,2026-08-06T07:10:55.306Z
863393|1484,863393,1484,fieldbeat_report_ticket_number,1,2026-08-06T07:10:55.306Z
0101|1485,0101,1485,fieldbeat_report_ticket_number,1,2026-08-06T07:10:55.306Z
583766|1486,583766,1486,fieldbeat_report_ticket_number,1,2026-08-06T07:10:55.306Z
