bridge_id,missing_zendesk_ticket_id,fieldbeat_task_id,task_type,state,client_key,created_at,link_method
45|2420,45,2420,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - SCA,2024-04-23T18:14:40.529Z,fieldbeat_report_ticket_number
9999|2433,9999,2433,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,2024-04-30T18:17:38.879Z,fieldbeat_report_ticket_number
394156|2437,394156,2437,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|61.608.404-6|Instituto Nacional del Cáncer (INC),2024-05-03T19:14:09.362Z,fieldbeat_report_ticket_number
173501|2438,173501,2438,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,2024-05-03T20:07:05.408Z,fieldbeat_report_ticket_number
42|2439,42,2439,REQUERIMIENTO DEL CLIENTE,FINISHED,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,2024-05-07T14:05:28.852Z,fieldbeat_report_ticket_number
38|2441,38,2441,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,2024-05-07T14:13:55.721Z,fieldbeat_report_ticket_number
144|2442,144,2442,CORRECTIVA NO PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|96.757.430-9|INRAD,2024-05-07T14:30:42.473Z,fieldbeat_report_ticket_number
143|2443,143,2443,CORRECTIVA NO PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|61.608.404-6|Instituto Nacional del Cáncer (INC),2024-05-07T15:54:50.366Z,fieldbeat_report_ticket_number
133|2448,133,2448,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|61.606.500-9|HOSPITAL CARLOS VAN BUREN (SSVSA),2024-05-10T19:05:11.954Z,fieldbeat_report_ticket_number
128|2455,128,2455,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - SCA,2024-05-13T21:26:17.702Z,fieldbeat_report_ticket_number
159|2458,159,2458,CORRECTIVA NO PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,2024-05-13T21:54:33.504Z,fieldbeat_report_ticket_number
711824|2460,711824,2460,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,2024-05-14T22:50:03.359Z,fieldbeat_report_ticket_number
148|2464,148,2464,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,2024-05-16T18:22:19.438Z,fieldbeat_report_ticket_number
168|2466,168,2466,CORRECTIVA NO PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - SCA,2024-05-17T16:32:42.960Z,fieldbeat_report_ticket_number
168|2467,168,2467,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,2024-05-17T20:40:16.630Z,fieldbeat_report_ticket_number
170|2468,170,2468,CORRECTIVA NO PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - SCA,2024-05-17T20:44:06.657Z,fieldbeat_report_ticket_number
180|2472,180,2472,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|61.608.404-6|Instituto Nacional del Cáncer (INC),2024-05-22T15:17:13.622Z,fieldbeat_report_ticket_number
173|2474,173,2474,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,2024-05-22T23:58:21.641Z,fieldbeat_report_ticket_number
181|2475,181,2475,CORRECTIVA NO PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - SCA,2024-05-23T02:11:32.455Z,fieldbeat_report_ticket_number
184|2477,184,2477,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - SCA,2024-05-28T22:53:52.084Z,fieldbeat_report_ticket_number
455550|2478,455550,2478,CORRECTIVA NO PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|61.606.500-9|HOSPITAL CARLOS VAN BUREN (SSVSA),2024-05-29T13:47:29.270Z,fieldbeat_report_ticket_number
181|2482,181,2482,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - SCA,2024-05-30T23:15:11.187Z,fieldbeat_report_ticket_number
198|2483,198,2483,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|61.608.404-6|Instituto Nacional del Cáncer (INC),2024-05-31T00:50:26.930Z,fieldbeat_report_ticket_number
194|2485,194,2485,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,2024-05-31T12:11:44.294Z,fieldbeat_report_ticket_number
199|2486,199,2486,CORRECTIVA NO PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,2024-05-31T13:10:02.978Z,fieldbeat_report_ticket_number
42|2490,42,2490,REQUERIMIENTO DEL CLIENTE,FINISHED,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,2024-06-04T17:35:28.802Z,fieldbeat_report_ticket_number
194|2491,194,2491,CORRECTIVA NO PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,2024-06-05T18:28:48.816Z,fieldbeat_report_ticket_number
211|2492,211,2492,CORRECTIVA NO PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - SCA,2024-06-05T23:43:19.852Z,fieldbeat_report_ticket_number
209|2494,209,2494,REQUERIMIENTO DEL CLIENTE,FINISHED,FIELD_BEAT_CLIENT|61.608.404-6|Instituto Nacional del Cáncer (INC),2024-06-06T19:16:01.552Z,fieldbeat_report_ticket_number
175|2500,175,2500,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,2024-06-10T22:45:10.900Z,fieldbeat_report_ticket_number
214|2501,214,2501,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,2024-06-10T22:50:33.836Z,fieldbeat_report_ticket_number
210|2504,210,2504,PREVENTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - SCA,2024-06-11T23:24:50.187Z,fieldbeat_report_ticket_number
217|2505,217,2505,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - SCA,2024-06-11T22:30:21.679Z,fieldbeat_report_ticket_number
223|2508,223,2508,CORRECTIVA NO PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|61.606.500-9|HOSPITAL CARLOS VAN BUREN (SSVSA),2024-06-13T14:09:56.563Z,fieldbeat_report_ticket_number
132|2509,132,2509,CORRECTIVA NO PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|61.606.500-9|HOSPITAL CARLOS VAN BUREN (SSVSA),2024-06-13T14:29:15.617Z,fieldbeat_report_ticket_number
234|2513,234,2513,CORRECTIVA NO PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - SCA,2024-06-17T17:53:27.183Z,fieldbeat_report_ticket_number
238|2514,238,2514,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|61.608.404-6|Instituto Nacional del Cáncer (INC),2024-06-18T13:48:46.379Z,fieldbeat_report_ticket_number
236|2516,236,2516,CORRECTIVA NO PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|61.607.901-8|SERVICIO DE SALUD DE MAGALLANES,2024-06-18T14:12:07.079Z,fieldbeat_report_ticket_number
227|2517,227,2517,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,2024-06-18T22:18:00.506Z,fieldbeat_report_ticket_number
227|2518,227,2518,CORRECTIVA NO PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,2024-06-19T19:46:58.992Z,fieldbeat_report_ticket_number
227|2527,227,2527,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,2024-06-24T23:28:05.690Z,fieldbeat_report_ticket_number
251|2528,251,2528,CORRECTIVA NO PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,2024-06-25T16:25:57.962Z,fieldbeat_report_ticket_number
217|2531,217,2531,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - SCA,2024-06-25T22:52:09.544Z,fieldbeat_report_ticket_number
248|2532,248,2532,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - SCA,2024-06-25T22:57:13.436Z,fieldbeat_report_ticket_number
262|2536,262,2536,REQUERIMIENTO DEL CLIENTE,FINISHED,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,2024-07-01T20:30:31.078Z,fieldbeat_report_ticket_number
258|2537,258,2537,ASISTENCIA REMOTA,FINISHED,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - SCA,2024-07-01T22:43:47.287Z,fieldbeat_report_ticket_number
163562|2539,163562,2539,CORRECTIVA NO PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,2024-07-02T15:29:53.401Z,fieldbeat_report_ticket_number
264|2544,264,2544,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|76.746.730-3|CLÍNICA SANATORIO ALEMÁN (ONCORAD),2024-07-05T13:25:42.519Z,fieldbeat_report_ticket_number
265|2545,265,2545,REQUERIMIENTO DEL CLIENTE,FINISHED,FIELD_BEAT_CLIENT|76.746.730-3|CLÍNICA SANATORIO ALEMÁN (ONCORAD),2024-07-05T14:01:24.919Z,fieldbeat_report_ticket_number
279|2547,279,2547,CORRECTIVA NO PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|61.606.500-9|HOSPITAL CARLOS VAN BUREN (SSVSA),2024-07-09T12:12:24.602Z,fieldbeat_report_ticket_number
247|2551,247,2551,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - SCA,2024-07-10T22:02:16.789Z,fieldbeat_report_ticket_number
175|2554,175,2554,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,2024-07-11T23:28:40.170Z,fieldbeat_report_ticket_number
172|2555,172,2555,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,2024-07-11T23:31:34.170Z,fieldbeat_report_ticket_number
288|2556,288,2556,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - SCA,2024-07-12T15:24:27.931Z,fieldbeat_report_ticket_number
301|2564,301,2564,PREVENTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,2024-07-18T20:59:44.650Z,fieldbeat_report_ticket_number
323|2566,323,2566,REQUERIMIENTO DEL CLIENTE,FINISHED,FIELD_BEAT_CLIENT|93.930.000-7|CLÍNICA LAS CONDES,2024-07-22T14:25:11.062Z,fieldbeat_report_ticket_number
320|2568,320,2568,CORRECTIVA NO PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - SCA,2024-07-22T20:25:27.277Z,fieldbeat_report_ticket_number
299|2570,299,2570,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,2024-07-23T23:40:24.907Z,fieldbeat_report_ticket_number
353|2576,353,2576,REQUERIMIENTO DEL CLIENTE,FINISHED,FIELD_BEAT_CLIENT||UC CHRISTUS - SCA,2024-07-29T19:15:06.967Z,fieldbeat_report_ticket_number
350|2577,350,2577,REQUERIMIENTO DEL CLIENTE,FINISHED,FIELD_BEAT_CLIENT|96.757.430-9|INRAD,2024-07-29T21:16:21.851Z,fieldbeat_report_ticket_number
249|2578,249,2578,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,2024-07-30T23:11:06.373Z,fieldbeat_report_ticket_number
364|2583,364,2583,REQUERIMIENTO DEL CLIENTE,FINISHED,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - SCA,2024-08-06T19:40:11.468Z,fieldbeat_report_ticket_number
274|2585,274,2585,PREVENTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - SCA,2024-08-07T23:41:11.846Z,fieldbeat_report_ticket_number
386|2587,386,2587,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,2024-08-08T16:07:13.098Z,fieldbeat_report_ticket_number
42|2633,42,2633,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,2024-08-30T21:48:40.896Z,fieldbeat_report_ticket_number
183|2635,183,2635,REQUERIMIENTO DEL CLIENTE,FINISHED,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,2024-08-30T21:58:08.267Z,fieldbeat_report_ticket_number
224|2647,224,2647,INSTALACION - INTEGRACION,FINISHED,FIELD_BEAT_CLIENT|61.607.901-8|SERVICIO DE SALUD DE MAGALLANES,2024-09-09T16:58:22.878Z,fieldbeat_report_ticket_number
475|2653,475,2653,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|93.930.000-7|CLÍNICA LAS CONDES,2024-09-12T14:34:30.814Z,fieldbeat_report_ticket_number
500|2670,500,2670,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|76.746.730-3|CLÍNICA SANATORIO ALEMÁN (ONCORAD),2024-10-02T18:04:43.952Z,fieldbeat_report_ticket_number
8649|2672,8649,2672,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|96.770.100-9|CLINICA ALEMANA DE SANTIAGO,2024-10-03T18:04:06.909Z,fieldbeat_report_ticket_number
495|2673,495,2673,REQUERIMIENTO DEL CLIENTE,FINISHED,FIELD_BEAT_CLIENT|96.757.430-9|INRAD,2024-10-03T18:31:29.963Z,fieldbeat_report_ticket_number
8653|2674,8653,2674,REQUERIMIENTO DEL CLIENTE,FINISHED,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - SCA,2024-10-04T14:45:11.836Z,fieldbeat_report_ticket_number
8657|2678,8657,2678,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|96.770.100-9|CLINICA ALEMANA DE SANTIAGO,2024-10-07T14:24:47.100Z,fieldbeat_report_ticket_number
8669|2684,8669,2684,CORRECTIVA NO PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|96.757.430-9|INRAD,2024-10-11T13:32:21.132Z,fieldbeat_report_ticket_number
8682|2693,8682,2693,CORRECTIVA NO PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|61.606.500-9|HOSPITAL CARLOS VAN BUREN (SSVSA),2024-10-17T10:24:01.124Z,fieldbeat_report_ticket_number
8657|2695,8657,2695,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|96.770.100-9|CLINICA ALEMANA DE SANTIAGO,2024-10-19T20:32:29.800Z,fieldbeat_report_ticket_number
8702|2705,8702,2705,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|76.746.730-3|CLÍNICA SANATORIO ALEMÁN (ONCORAD),2024-10-29T19:41:53.772Z,fieldbeat_report_ticket_number
6722|2709,6722,2709,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|96.770.100-9|CLINICA ALEMANA DE SANTIAGO,2024-11-04T20:48:36.877Z,fieldbeat_report_ticket_number
6723|2716,6723,2716,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,2024-11-06T21:31:57.198Z,fieldbeat_report_ticket_number
0000|2724,0000,2724,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|76.746.730-3|RADIO ONCOLOGÍA DEL SUR,2024-11-13T17:13:28.161Z,fieldbeat_report_ticket_number
8758|2755,8758,2755,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,2024-11-27T15:28:30.689Z,fieldbeat_report_ticket_number
8775|2762,8775,2762,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|76.746.730-3|RADIO ONCOLOGÍA DEL SUR,2024-11-29T22:29:13.085Z,fieldbeat_report_ticket_number
8764|2763,8764,2763,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|76.746.730-3|RADIO ONCOLOGÍA DEL SUR,2024-11-29T22:55:16.333Z,fieldbeat_report_ticket_number
8811|2785,8811,2785,CORRECTIVA NO PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|96.770.100-9|CLINICA ALEMANA DE SANTIAGO,2024-12-13T12:06:03.635Z,fieldbeat_report_ticket_number
8794|2787,8794,2787,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,2024-12-13T20:53:19.147Z,fieldbeat_report_ticket_number
8801|2789,8801,2789,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|76.746.730-3|RADIO ONCOLOGÍA DEL SUR,2024-12-13T21:46:10.755Z,fieldbeat_report_ticket_number
8814|2791,8814,2791,CORRECTIVA NO PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|61.606.500-9|HOSPITAL CARLOS VAN BUREN (SSVSA),2024-12-16T11:38:13.551Z,fieldbeat_report_ticket_number
8681|2795,8681,2795,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|61.606.500-9|HOSPITAL CARLOS VAN BUREN (SSVSA),2024-12-22T22:28:11.993Z,fieldbeat_report_ticket_number
8805|2800,8805,2800,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,2024-12-23T18:03:29.980Z,fieldbeat_report_ticket_number
8834|2811,8834,2811,REQUERIMIENTO DEL CLIENTE,FINISHED,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,2025-01-03T17:59:37.965Z,fieldbeat_report_ticket_number
8846|2818,8846,2818,REQUERIMIENTO DEL CLIENTE,FINISHED,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - SCA,2025-01-07T23:20:44.480Z,fieldbeat_report_ticket_number
8846|2819,8846,2819,REQUERIMIENTO DEL CLIENTE,FINISHED,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - SCA,2025-01-08T20:12:10.047Z,fieldbeat_report_ticket_number
8865|2825,8865,2825,CORRECTIVA NO PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|76.746.730-3|RADIO ONCOLOGÍA DEL SUR,2025-01-14T15:00:00.999Z,fieldbeat_report_ticket_number
8696|2826,8696,2826,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|76.746.730-3|CLÍNICA SANATORIO ALEMÁN (ONCORAD),2025-01-14T16:48:11.272Z,fieldbeat_report_ticket_number
8758|2834,8758,2834,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,2025-01-17T17:54:05.430Z,fieldbeat_report_ticket_number
8892|2844,8892,2844,ASISTENCIA REMOTA,FINISHED,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,2025-01-23T17:27:29.081Z,fieldbeat_report_ticket_number
8892|2846,8892,2846,ASISTENCIA REMOTA,FINISHED,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,2025-01-23T22:39:20.781Z,fieldbeat_report_ticket_number
000|2851,000,2851,CORRECTIVA NO PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|76.746.730-3|CLÍNICA SANATORIO ALEMÁN (ONCORAD),2025-01-27T17:07:48.250Z,fieldbeat_report_ticket_number
8901|2853,8901,2853,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,2025-01-27T18:05:10.813Z,fieldbeat_report_ticket_number
8904|2861,8904,2861,REQUERIMIENTO DEL CLIENTE,FINISHED,FIELD_BEAT_CLIENT|70.377.400-8|FUNDACION ARTURO LOPEZ PEREZ,2025-01-29T20:56:59.896Z,fieldbeat_report_ticket_number
8923|2869,8923,2869,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|61.608.404-6|Instituto Nacional del Cáncer (INC),2025-02-04T21:26:41.749Z,fieldbeat_report_ticket_number
8904|2871,8904,2871,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|70.377.400-8|FUNDACION ARTURO LOPEZ PEREZ,2025-02-05T13:12:40.446Z,fieldbeat_report_ticket_number
8817|2877,8817,2877,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|76.746.730-3|RADIO ONCOLOGÍA DEL SUR,2025-02-07T23:24:54.497Z,fieldbeat_report_ticket_number
8775|2878,8775,2878,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|76.746.730-3|RADIO ONCOLOGÍA DEL SUR,2025-02-07T23:40:22.181Z,fieldbeat_report_ticket_number
8943|2885,8943,2885,CORRECTIVA NO PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|76.746.730-3|RADIO ONCOLOGÍA DEL SUR,2025-02-14T15:27:26.447Z,fieldbeat_report_ticket_number
8954|2889,8954,2889,CORRECTIVA NO PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|61.606.500-9|HOSPITAL CARLOS VAN BUREN (SSVSA),2025-02-18T00:26:07.051Z,fieldbeat_report_ticket_number
8954|2890,8954,2890,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|61.606.500-9|HOSPITAL CARLOS VAN BUREN (SSVSA),2025-02-18T11:32:25.018Z,fieldbeat_report_ticket_number
8951|2891,8951,2891,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,2025-02-19T11:31:31.119Z,fieldbeat_report_ticket_number
8951|2894,8951,2894,CORRECTIVA NO PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,2025-02-20T15:21:02.636Z,fieldbeat_report_ticket_number
8821|2895,8821,2895,REQUERIMIENTO DEL CLIENTE,FINISHED,FIELD_BEAT_CLIENT|96.757.430-9|INRAD,2025-02-20T17:54:12.882Z,fieldbeat_report_ticket_number
8984|2916,8984,2916,CORRECTIVA NO PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|70.377.400-8|FUNDACION ARTURO LOPEZ PEREZ,2025-03-03T12:43:42.063Z,fieldbeat_report_ticket_number
8985|2920,8985,2920,,FINISHED,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,2025-03-04T15:17:20.028Z,fieldbeat_report_ticket_number
8821|2928,8821,2928,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|96.757.430-9|INRAD,2025-03-07T16:34:29.769Z,fieldbeat_report_ticket_number
8981|2929,8981,2929,REQUERIMIENTO DEL CLIENTE,FINISHED,FIELD_BEAT_CLIENT|96.757.430-9|INRAD,2025-03-07T18:02:31.562Z,fieldbeat_report_ticket_number
8985|2930,8985,2930,REQUERIMIENTO DEL CLIENTE,FINISHED,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,2025-03-13T14:25:10.861Z,fieldbeat_report_ticket_number
8999|2933,8999,2933,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,2025-03-13T23:57:35.341Z,fieldbeat_report_ticket_number
9016|2934,9016,2934,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,2025-03-14T13:12:05.995Z,fieldbeat_report_ticket_number
9006|2935,9006,2935,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - SCA,2025-03-14T20:41:40.630Z,fieldbeat_report_ticket_number
133|2936,133,2936,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|61.606.500-9|HOSPITAL CARLOS VAN BUREN (SSVSA),2025-03-15T22:48:43.862Z,fieldbeat_report_ticket_number
8996|2938,8996,2938,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,2025-03-17T11:26:59.474Z,fieldbeat_report_ticket_number
8936|2942,8936,2942,REQUERIMIENTO DEL CLIENTE,FINISHED,FIELD_BEAT_CLIENT|96.770.100-9|CLINICA ALEMANA DE SANTIAGO,2025-03-17T18:49:21.284Z,fieldbeat_report_ticket_number
9027|2944,9027,2944,CORRECTIVA NO PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|76.746.730-3|RADIO ONCOLOGÍA DEL SUR,2025-03-18T18:07:12.557Z,fieldbeat_report_ticket_number
8977|2945,8977,2945,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,2025-03-18T21:35:19.966Z,fieldbeat_report_ticket_number
9028|2946,9028,2946,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - SCA,2025-03-19T18:53:36.135Z,fieldbeat_report_ticket_number
9016|2947,9016,2947,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,2025-03-19T23:37:20.426Z,fieldbeat_report_ticket_number
9037|2954,9037,2954,CORRECTIVA NO PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - SCA,2025-03-24T15:56:23.313Z,fieldbeat_report_ticket_number
9003|2958,9003,2958,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|76.746.730-3|RADIO ONCOLOGÍA DEL SUR,2025-03-25T21:59:43.436Z,fieldbeat_report_ticket_number
8899|2959,8899,2959,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,2025-03-25T23:16:46.521Z,fieldbeat_report_ticket_number
44|2961,44,2961,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,2025-03-25T23:23:46.763Z,fieldbeat_report_ticket_number
