bridge_id,missing_zendesk_ticket_id,fieldbeat_task_id,task_type,state,client_key,created_at,link_method
9074|2969,9074,2969,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - SCA,2025-03-31T23:43:26.523Z,fieldbeat_report_ticket_number
9083|2970,9083,2970,CORRECTIVA NO PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|61.606.500-9|HOSPITAL CARLOS VAN BUREN (SSVSA),2025-04-02T10:50:39.123Z,fieldbeat_report_ticket_number
9071|2972,9071,2972,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|76.746.730-3|RADIO ONCOLOGÍA DEL SUR,2025-04-02T22:42:59.886Z,fieldbeat_report_ticket_number
9069|2974,9069,2974,REQUERIMIENTO DEL CLIENTE,FINISHED,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - SCA,2025-04-03T23:11:11.327Z,fieldbeat_report_ticket_number
9999|2982,9999,2982,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,2025-04-07T12:03:29.108Z,fieldbeat_report_ticket_number
9098|2986,9098,2986,REQUERIMIENTO DEL CLIENTE,FINISHED,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,2025-04-08T21:31:25.890Z,fieldbeat_report_ticket_number
9099|2987,9099,2987,REQUERIMIENTO DEL CLIENTE,FINISHED,FIELD_BEAT_CLIENT|96.757.430-9|INRAD,2025-04-10T18:09:24.030Z,fieldbeat_report_ticket_number
9111|2993,9111,2993,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|76.746.730-3|RADIO ONCOLOGÍA DEL SUR,2025-04-11T22:58:27.648Z,fieldbeat_report_ticket_number
9118|2997,9118,2997,REQUERIMIENTO DEL CLIENTE,FINISHED,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - SCA,2025-04-14T21:55:19.691Z,fieldbeat_report_ticket_number
42|2999,42,2999,PREVENTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,2025-04-15T22:23:20.341Z,fieldbeat_report_ticket_number
9096|3002,9096,3002,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,2025-04-16T22:52:35.197Z,fieldbeat_report_ticket_number
9133|3009,9133,3009,CORRECTIVA NO PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|96.770.100-9|CLINICA ALEMANA DE SANTIAGO,2025-04-21T16:56:10.417Z,fieldbeat_report_ticket_number
9123|3011,9123,3011,CORRECTIVA NO PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|61.606.500-9|HOSPITAL CARLOS VAN BUREN (SSVSA),2025-04-22T11:51:14.990Z,fieldbeat_report_ticket_number
9141|3018,9141,3018,CORRECTIVA NO PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,2025-04-23T18:01:30.023Z,fieldbeat_report_ticket_number
9131|3019,9131,3019,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|76.746.730-3|RADIO ONCOLOGÍA DEL SUR,2025-04-24T12:58:52.779Z,fieldbeat_report_ticket_number
9151|3024,9151,3024,CORRECTIVA NO PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,2025-04-25T22:31:17.876Z,fieldbeat_report_ticket_number
9150|3025,9150,3025,REQUERIMIENTO DEL CLIENTE,FINISHED,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - SCA,2025-04-25T22:49:02.540Z,fieldbeat_report_ticket_number
9154|3030,9154,3030,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|76.746.730-3|RADIO ONCOLOGÍA DEL SUR,2025-04-29T22:51:11.551Z,fieldbeat_report_ticket_number
000|3051,000,3051,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|96.770.100-9|CLINICA ALEMANA DE SANTIAGO,2025-05-12T12:11:33.495Z,fieldbeat_report_ticket_number
9264|3056,9264,3056,REQUERIMIENTO DEL CLIENTE,FINISHED,FIELD_BEAT_CLIENT|96.757.430-9|INRAD,2025-05-16T19:23:02.499Z,fieldbeat_report_ticket_number
0101|3061,0101,3061,REQUERIMIENTO DEL CLIENTE,FINISHED,FIELD_BEAT_CLIENT|96.770.100-9|CLINICA ALEMANA DE SANTIAGO,2025-05-19T12:49:58.605Z,fieldbeat_report_ticket_number
9216|3066,9216,3066,CORRECTIVA NO PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|61.607.901-8|SERVICIO DE SALUD DE MAGALLANES,2025-05-20T12:00:59.589Z,fieldbeat_report_ticket_number
9220|3077,9220,3077,REQUERIMIENTO DEL CLIENTE,FINISHED,FIELD_BEAT_CLIENT|96.770.100-9|CLINICA ALEMANA DE SANTIAGO,2025-05-23T22:20:25.972Z,fieldbeat_report_ticket_number
9220|3082,9220,3082,CORRECTIVA NO PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|96.770.100-9|CLINICA ALEMANA DE SANTIAGO,2025-05-27T23:09:31.280Z,fieldbeat_report_ticket_number
1000000000|3084,1000000000,3084,PREVENTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,2025-05-28T20:37:26.914Z,fieldbeat_report_ticket_number
9195|3085,9195,3085,PREVENTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,2025-05-28T20:39:56.747Z,fieldbeat_report_ticket_number
222|3092,222,3092,REQUERIMIENTO DEL CLIENTE,FINISHED,FIELD_BEAT_CLIENT|61.606.500-9|HOSPITAL CARLOS VAN BUREN (SSVSA),2025-06-02T12:02:36.501Z,fieldbeat_report_ticket_number
222|3093,222,3093,REQUERIMIENTO DEL CLIENTE,FINISHED,FIELD_BEAT_CLIENT|61.606.500-9|HOSPITAL CARLOS VAN BUREN (SSVSA),2025-06-02T12:25:26.272Z,fieldbeat_report_ticket_number
9100|3094,9100,3094,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|76.746.730-3|CLÍNICA SANATORIO ALEMÁN (ONCORAD),2025-06-02T12:43:25.533Z,fieldbeat_report_ticket_number
9074|3098,9074,3098,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - SCA,2025-06-02T23:23:15.591Z,fieldbeat_report_ticket_number
9236|3108,9236,3108,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|76.746.730-3|RADIO ONCOLOGÍA DEL SUR,2025-06-06T00:47:31.210Z,fieldbeat_report_ticket_number
9083|3115,9083,3115,CORRECTIVA NO PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|61.606.500-9|HOSPITAL CARLOS VAN BUREN (SSVSA),2025-06-09T11:59:43.517Z,fieldbeat_report_ticket_number
9083|3116,9083,3116,CORRECTIVA NO PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|61.606.500-9|HOSPITAL CARLOS VAN BUREN (SSVSA),2025-06-09T12:30:05.339Z,fieldbeat_report_ticket_number
9074|3118,9074,3118,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - SCA,2025-06-10T22:36:38.469Z,fieldbeat_report_ticket_number
9074|3120,9074,3120,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - SCA,2025-06-11T22:15:15.974Z,fieldbeat_report_ticket_number
9289|3139,9289,3139,CORRECTIVA NO PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,2025-06-25T23:24:22.218Z,fieldbeat_report_ticket_number
8775|3143,8775,3143,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|76.746.730-3|RADIO ONCOLOGÍA DEL SUR,2025-06-27T20:21:53.361Z,fieldbeat_report_ticket_number
9305|3146,9305,3146,REQUERIMIENTO DEL CLIENTE,FINISHED,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,2025-06-30T20:16:58.197Z,fieldbeat_report_ticket_number
9291|3152,9291,3152,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - SCA,2025-07-01T22:47:22.901Z,fieldbeat_report_ticket_number
9313|3155,9313,3155,REQUERIMIENTO DEL CLIENTE,FINISHED,FIELD_BEAT_CLIENT||CLINICA ALEMANA DE SANTIAGO,2025-07-03T00:02:09.324Z,fieldbeat_report_ticket_number
9234|3156,9234,3156,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|76.746.730-3|RADIO ONCOLOGÍA DEL SUR,2025-07-03T00:27:06.691Z,fieldbeat_report_ticket_number
9317|3161,9317,3161,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|76.746.730-3|RADIO ONCOLOGÍA DEL SUR,2025-07-04T22:36:37.213Z,fieldbeat_report_ticket_number
8990|3167,8990,3167,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,2025-07-08T20:42:35.306Z,fieldbeat_report_ticket_number
9336|3168,9336,3168,REQUERIMIENTO DEL CLIENTE,FINISHED,FIELD_BEAT_CLIENT|96.757.430-9|INRAD,2025-07-09T15:37:18.828Z,fieldbeat_report_ticket_number
9344|3172,9344,3172,CORRECTIVA NO PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|61.608.404-6|Instituto Nacional del Cáncer (INC),2025-07-10T17:29:43.587Z,fieldbeat_report_ticket_number
9329|3174,9329,3174,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|61.608.404-6|Instituto Nacional del Cáncer (INC),2025-07-11T00:37:04.857Z,fieldbeat_report_ticket_number
9345|3175,9345,3175,REQUERIMIENTO DEL CLIENTE,FINISHED,FIELD_BEAT_CLIENT|61.608.404-6|Instituto Nacional del Cáncer (INC),2025-07-11T14:28:35.133Z,fieldbeat_report_ticket_number
9334|3176,9334,3176,REQUERIMIENTO DEL CLIENTE,FINISHED,FIELD_BEAT_CLIENT|96.770.100-9|CLINICA ALEMANA DE SANTIAGO,2025-07-11T15:40:43.703Z,fieldbeat_report_ticket_number
9346|3177,9346,3177,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|61.608.404-6|Instituto Nacional del Cáncer (INC),2025-07-11T17:29:47.543Z,fieldbeat_report_ticket_number
9347|3180,9347,3180,REQUERIMIENTO DEL CLIENTE,FINISHED,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,2025-07-11T21:40:27.712Z,fieldbeat_report_ticket_number
9362|3187,9362,3187,REQUERIMIENTO DEL CLIENTE,FINISHED,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,2025-07-17T14:59:11.942Z,fieldbeat_report_ticket_number
9346|3189,9346,3189,CORRECTIVA NO PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|61.608.404-6|Instituto Nacional del Cáncer (INC),2025-07-17T16:04:20.473Z,fieldbeat_report_ticket_number
9363|3191,9363,3191,CORRECTIVA NO PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|96.770.100-9|CLINICA ALEMANA DE SANTIAGO,2025-07-17T20:09:08.432Z,fieldbeat_report_ticket_number
0|3192,0,3192,PREVENTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|93.930.000-7|CLÍNICA LAS CONDES,2025-07-17T20:41:03.763Z,fieldbeat_report_ticket_number
9371|3197,9371,3197,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|61.608.404-6|Instituto Nacional del Cáncer (INC),2025-07-21T12:42:21.070Z,fieldbeat_report_ticket_number
9053|3200,9053,3200,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|93.930.000-7|CLÍNICA LAS CONDES,2025-07-23T22:16:31.104Z,fieldbeat_report_ticket_number
9295|3204,9295,3204,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|61.607.901-8|SERVICIO DE SALUD DE MAGALLANES,2025-07-25T01:29:53.002Z,fieldbeat_report_ticket_number
9272|3206,9272,3206,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|61.606.500-9|HOSPITAL CARLOS VAN BUREN (SSVSA),2025-07-25T20:31:38.210Z,fieldbeat_report_ticket_number
9377|3211,9377,3211,CORRECTIVA NO PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|61.608.404-6|Instituto Nacional del Cáncer (INC),2025-07-29T16:09:49.540Z,fieldbeat_report_ticket_number
9386|3213,9386,3213,REQUERIMIENTO DEL CLIENTE,FINISHED,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,2025-07-29T16:34:07.007Z,fieldbeat_report_ticket_number
9386|3216,9386,3216,REQUERIMIENTO DEL CLIENTE,FINISHED,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,2025-07-30T21:50:02.746Z,fieldbeat_report_ticket_number
9400|3218,9400,3218,CORRECTIVA NO PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,2025-07-31T23:34:56.008Z,fieldbeat_report_ticket_number
9400|3221,9400,3221,CORRECTIVA NO PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,2025-08-01T21:09:11.265Z,fieldbeat_report_ticket_number
9404|3224,9404,3224,CORRECTIVA NO PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|61.607.901-8|SERVICIO DE SALUD DE MAGALLANES,2025-08-04T14:18:02.734Z,fieldbeat_report_ticket_number
9416|3229,9416,3229,REQUERIMIENTO DEL CLIENTE,FINISHED,FIELD_BEAT_CLIENT|96.770.100-9|CLINICA ALEMANA DE SANTIAGO,2025-08-05T22:44:03.945Z,fieldbeat_report_ticket_number
9400|3232,9400,3232,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,2025-08-06T12:30:55.234Z,fieldbeat_report_ticket_number
9388|3234,9388,3234,REQUERIMIENTO DEL CLIENTE,FINISHED,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - SCA,2025-08-06T18:45:16.670Z,fieldbeat_report_ticket_number
9417|3235,9417,3235,CORRECTIVA NO PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|96.770.100-9|CLINICA ALEMANA DE SANTIAGO,2025-08-06T19:28:02.151Z,fieldbeat_report_ticket_number
9421|3236,9421,3236,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|61.606.500-9|HOSPITAL CARLOS VAN BUREN (SSVSA),2025-08-07T12:36:33.160Z,fieldbeat_report_ticket_number
9418|3238,9418,3238,CORRECTIVA NO PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|96.770.100-9|CLINICA ALEMANA DE SANTIAGO,2025-08-08T23:03:53.948Z,fieldbeat_report_ticket_number
9424|3239,9424,3239,REQUERIMIENTO DEL CLIENTE,FINISHED,FIELD_BEAT_CLIENT|96.770.100-9|CLINICA ALEMANA DE SANTIAGO,2025-08-08T23:55:54.484Z,fieldbeat_report_ticket_number
9388|3245,9388,3245,REQUERIMIENTO DEL CLIENTE,FINISHED,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - SCA,2025-08-14T22:26:26.778Z,fieldbeat_report_ticket_number
9407|3250,9407,3250,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|96.770.100-9|CLINICA ALEMANA DE SANTIAGO,2025-08-18T15:03:31.510Z,fieldbeat_report_ticket_number
9374|3254,9374,3254,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|76.746.730-3|RADIO ONCOLOGÍA DEL SUR,2025-08-19T23:43:50.037Z,fieldbeat_report_ticket_number
9213|3255,9213,3255,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|76.746.730-3|RADIO ONCOLOGÍA DEL SUR,2025-08-19T23:56:45.621Z,fieldbeat_report_ticket_number
9293|3256,9293,3256,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,2025-08-20T01:12:36.834Z,fieldbeat_report_ticket_number
9441|3258,9441,3258,CORRECTIVA NO PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,2025-08-21T14:00:52.497Z,fieldbeat_report_ticket_number
9332|3263,9332,3263,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|96.770.100-9|CLINICA ALEMANA DE SANTIAGO,2025-08-21T23:37:45.259Z,fieldbeat_report_ticket_number
9438|3267,9438,3267,CORRECTIVA NO PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|61.606.500-9|HOSPITAL CARLOS VAN BUREN (SSVSA),2025-08-22T16:44:55.250Z,fieldbeat_report_ticket_number
9293|3270,9293,3270,CORRECTIVA NO PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,2025-08-25T18:12:59.767Z,fieldbeat_report_ticket_number
9464|3271,9464,3271,CORRECTIVA NO PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|76.746.730-3|CLÍNICA SANATORIO ALEMÁN (ONCORAD),2025-08-26T20:27:52.341Z,fieldbeat_report_ticket_number
9407|3273,9407,3273,CORRECTIVA NO PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|96.770.100-9|CLINICA ALEMANA DE SANTIAGO,2025-08-27T17:28:51.112Z,fieldbeat_report_ticket_number
9235|3276,9235,3276,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|76.746.730-3|RADIO ONCOLOGÍA DEL SUR,2025-09-01T14:40:17.802Z,fieldbeat_report_ticket_number
9422|3277,9422,3277,REQUERIMIENTO DEL CLIENTE,FINISHED,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - SCA,2025-09-01T23:05:58.697Z,fieldbeat_report_ticket_number
9470|3279,9470,3279,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|96.770.100-9|CLINICA ALEMANA DE SANTIAGO,2025-09-03T20:33:34.114Z,fieldbeat_report_ticket_number
9494|3280,9494,3280,CORRECTIVA NO PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,2025-09-04T17:08:37.566Z,fieldbeat_report_ticket_number
9477|3293,9477,3293,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|93.930.000-7|CLÍNICA LAS CONDES,2025-09-09T16:45:40.707Z,fieldbeat_report_ticket_number
9513|3298,9513,3298,CORRECTIVA NO PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|76.746.730-3|RADIO ONCOLOGÍA DEL SUR,2025-09-12T16:32:03.023Z,fieldbeat_report_ticket_number
9504|3303,9504,3303,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - SCA,2025-09-23T22:05:47.973Z,fieldbeat_report_ticket_number
9539|3305,9539,3305,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,2025-09-24T22:01:42.220Z,fieldbeat_report_ticket_number
9454|3306,9454,3306,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|61.606.500-9|HOSPITAL CARLOS VAN BUREN (SSVSA),2025-09-25T21:55:29.917Z,fieldbeat_report_ticket_number
9478|3318,9478,3318,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|76.746.730-3|CLÍNICA SANATORIO ALEMÁN (ONCORAD),2025-10-06T11:28:08.314Z,fieldbeat_report_ticket_number
9562|3324,9562,3324,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|96.770.100-9|CLINICA ALEMANA DE SANTIAGO,2025-10-10T16:28:17.602Z,fieldbeat_report_ticket_number
9571|3327,9571,3327,REQUERIMIENTO DEL CLIENTE,FINISHED,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,2025-10-10T21:43:49.709Z,fieldbeat_report_ticket_number
9574|3334,9574,3334,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|96.770.100-9|CLINICA ALEMANA DE SANTIAGO,2025-10-13T16:16:40.690Z,fieldbeat_report_ticket_number
9578|3335,9578,3335,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|96.770.100-9|CLINICA ALEMANA DE SANTIAGO,2025-10-13T16:23:44.110Z,fieldbeat_report_ticket_number
9573|3336,9573,3336,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|96.770.100-9|CLINICA ALEMANA DE SANTIAGO,2025-10-13T16:28:47.901Z,fieldbeat_report_ticket_number
9584|3337,9584,3337,CORRECTIVA NO PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|61.608.404-6|Instituto Nacional del Cáncer (INC),2025-10-13T16:40:57.798Z,fieldbeat_report_ticket_number
9586|3338,9586,3338,REQUERIMIENTO DEL CLIENTE,FINISHED,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - SCA,2025-10-13T16:52:50.525Z,fieldbeat_report_ticket_number
9586|3339,9586,3339,CORRECTIVA NO PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|96.770.100-9|CLINICA ALEMANA DE SANTIAGO,2025-10-14T16:35:56.486Z,fieldbeat_report_ticket_number
9587|3340,9587,3340,REQUERIMIENTO DEL CLIENTE,FINISHED,FIELD_BEAT_CLIENT|96.770.100-9|CLINICA ALEMANA DE SANTIAGO,2025-10-14T17:42:21.907Z,fieldbeat_report_ticket_number
9424|3342,9424,3342,REQUERIMIENTO DEL CLIENTE,FINISHED,FIELD_BEAT_CLIENT|96.770.100-9|CLINICA ALEMANA DE SANTIAGO,2025-10-15T17:44:43.276Z,fieldbeat_report_ticket_number
9591|3343,9591,3343,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|61.608.404-6|Instituto Nacional del Cáncer (INC),2025-10-16T00:20:11.506Z,fieldbeat_report_ticket_number
9594|3344,9594,3344,CORRECTIVA NO PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|61.608.404-6|Instituto Nacional del Cáncer (INC),2025-10-16T12:16:32.574Z,fieldbeat_report_ticket_number
9601|3345,9601,3345,CORRECTIVA NO PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|61.608.404-6|Instituto Nacional del Cáncer (INC),2025-10-17T20:03:57.888Z,fieldbeat_report_ticket_number
9542|3347,9542,3347,CORRECTIVA NO PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|61.607.901-8|SERVICIO DE SALUD DE MAGALLANES,2025-10-20T13:07:28.981Z,fieldbeat_report_ticket_number
8824|3349,8824,3349,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|76.746.730-3|RADIO ONCOLOGÍA DEL SUR,2025-10-20T22:02:32.564Z,fieldbeat_report_ticket_number
9542|3363,9542,3363,REQUERIMIENTO DEL CLIENTE,FINISHED,FIELD_BEAT_CLIENT|61.606.500-9|HOSPITAL CARLOS VAN BUREN (SSVSA),2025-10-29T14:13:19.270Z,fieldbeat_report_ticket_number
9645|3365,9645,3365,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - SCA,2025-11-04T22:06:36.230Z,fieldbeat_report_ticket_number
9648|3366,9648,3366,REQUERIMIENTO DEL CLIENTE,FINISHED,FIELD_BEAT_CLIENT|61.606.500-9|HOSPITAL CARLOS VAN BUREN (SSVSA),2025-11-05T18:08:21.450Z,fieldbeat_report_ticket_number
9655|3370,9655,3370,CORRECTIVA NO PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|61.608.404-6|Instituto Nacional del Cáncer (INC),2025-11-07T13:06:41.695Z,fieldbeat_report_ticket_number
222|3371,222,3371,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|61.606.500-9|HOSPITAL CARLOS VAN BUREN (SSVSA),2025-11-07T21:44:28.941Z,fieldbeat_report_ticket_number
9577|3375,9577,3375,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|96.757.430-9|INRAD,2025-11-11T15:22:29.242Z,fieldbeat_report_ticket_number
9533|3376,9533,3376,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|93.930.000-7|CLÍNICA LAS CONDES,2025-11-11T16:53:23.154Z,fieldbeat_report_ticket_number
9667|3382,9667,3382,REQUERIMIENTO DEL CLIENTE,FINISHED,FIELD_BEAT_CLIENT|93.930.000-7|CLÍNICA LAS CONDES,2025-11-14T18:29:44.978Z,fieldbeat_report_ticket_number
9635|3384,9635,3384,CORRECTIVA PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,2025-11-14T21:42:00.923Z,fieldbeat_report_ticket_number
9674|3391,9674,3391,CORRECTIVA NO PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,2025-11-18T18:06:07.952Z,fieldbeat_report_ticket_number
99999|3395,99999,3395,PUESTA EN MARCHA,FINISHED,FIELD_BEAT_CLIENT|96.843.010-6|Tecnoimagen S.A.,2025-11-20T19:36:26.149Z,fieldbeat_report_ticket_number
9683|3402,9683,3402,CORRECTIVA NO PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|96.770.100-9|CLINICA ALEMANA DE SANTIAGO,2025-11-25T14:28:01.709Z,fieldbeat_report_ticket_number
9704|3406,9704,3406,CORRECTIVA NO PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|61.608.404-6|Instituto Nacional del Cáncer (INC),2025-11-27T16:02:17.030Z,fieldbeat_report_ticket_number
0000|3410,0000,3410,PUESTA EN MARCHA,FINISHED,FIELD_BEAT_CLIENT|61.606.500-9|HOSPITAL CARLOS VAN BUREN (SSVSA),2025-12-01T11:58:39.128Z,fieldbeat_report_ticket_number
9714|3412,9714,3412,REQUERIMIENTO DEL CLIENTE,FINISHED,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,2025-12-03T16:13:19.398Z,fieldbeat_report_ticket_number
9712|3413,9712,3413,REQUERIMIENTO DEL CLIENTE,FINISHED,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - SCA,2025-12-03T19:02:24.688Z,fieldbeat_report_ticket_number
9720|3414,9720,3414,CORRECTIVA NO PROGRAMADA,FINISHED,FIELD_BEAT_CLIENT|76.746.730-3|CLÍNICA SANATORIO ALEMÁN (ONCORAD),2025-12-03T22:19:39.711Z,fieldbeat_report_ticket_number
9722|3416,9722,3416,ASISTENCIA REMOTA,FINISHED,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - SCA,2025-12-04T12:54:35.856Z,fieldbeat_report_ticket_number
