dolibarr_ref,dolibarr_label,first_observed_event_date,last_observed_event_date,observed_event_count,valid_interval_count,avg_interval_days,median_interval_days,selected_model,model_family,model_reason,estimated_life_days,estimated_life_months,estimated_life_p10_days,estimated_life_p50_days,estimated_life_p90_days,credible_interval_low_days,credible_interval_high_days,machine_weight,cohort_weight,cohort_source,n_events,n_intervals,n_censored_observations,replacement_rate_per_year,manufacturer_life_months,manufacturer_life_source,observed_vs_manufacturer_ratio,predicted_next_replacement_date,prediction_status,comparison_to_manufacturer,model_confidence_score,model_confidence_label,model_confidence_factors,statistical_notes,estimate_status,lifecycle_confidence_score,lifecycle_confidence_label,lifecycle_confidence_factors,min_interval_days,max_interval_days,stddev_interval_days,p25_interval_days,p75_interval_days,estimated_life_method,after_hours_ratio,notes
1538261,"FRU KIT, FLIGHT TUBE DRIVE",2021-05-21T04:00:00.000Z,2026-02-04T13:20:00.000Z,5,1,736,347.58,GAMMA_POISSON_RATE_MODEL,RATE_MODEL_ESTIMATE,Solo 1 intervalo(s) propio(s) y sin cohorte disponible - se usa la tasa de reemplazo observada (Gamma-Poisson) en vez de una mediana de muy pocos datos. Basado en 5 evento(s) sobre 57 meses de exposición observada - intervalo creíble aproximado (normal sobre el posterior Gamma).,347.58,11.42,,347.58,,228.29,728.01,,,,5,1,0,1.05,,NO_DATA,,2027-01-18T03:15:12.000Z,RATE_MODEL_ESTIMATE,NO_MANUFACTURER_DATA,26,Insuficiente,1 intervalo(s) válidos (+5) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | 57 meses de cobertura (+12) | sin intervalos suficientes (+0) | sin cohorte disponible (+0) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo RATE_MODEL_ESTIMATE (+3) | n=1 intervalos (<10) (-10) | n=1 intervalos (<3) (-20),,RATE_MODEL_ESTIMATE,26,Insuficiente,1 intervalo(s) válidos (+5) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | 57 meses de cobertura (+12) | sin intervalos suficientes (+0) | sin cohorte disponible (+0) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo RATE_MODEL_ESTIMATE (+3) | n=1 intervalos (<10) (-10) | n=1 intervalos (<3) (-20),736,736,,,,GAMMA_POISSON_RATE_MODEL,0.67,
1531145,"Assy, Fan 70x70x15mm",2021-07-24T12:00:00.000Z,2026-05-29T12:30:00.000Z,5,0,,,NONE,INSUFFICIENT_DATA,Sin eventos observados para esta combinación.,,,,,,,,,,,5,0,0,,,NO_DATA,,,INSUFFICIENT_DATA,NO_MANUFACTURER_DATA,18,Insuficiente,0 intervalo(s) válidos (+0) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | 58 meses de cobertura (+12) | sin intervalos suficientes (+0) | sin cohorte disponible (+0) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo INSUFFICIENT_DATA (+0) | n=0 intervalos (<10) (-10) | n=0 intervalos (<3) (-20),,INSUFFICIENT_DATA,18,Insuficiente,0 intervalo(s) válidos (+0) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | 58 meses de cobertura (+12) | sin intervalos suficientes (+0) | sin cohorte disponible (+0) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo INSUFFICIENT_DATA (+0) | n=0 intervalos (<10) (-10) | n=0 intervalos (<3) (-20),,,,,,NONE,0.36,
1551103,"MOD KIT, DISC SPRING GANTRY (fco)",2023-02-03T11:00:00.000Z,2024-04-18T23:00:00.000Z,5,0,,,NONE,INSUFFICIENT_DATA,Sin eventos observados para esta combinación.,,,,,,,,,,,5,0,0,,,NO_DATA,,,INSUFFICIENT_DATA,NO_MANUFACTURER_DATA,14,Insuficiente,0 intervalo(s) válidos (+0) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | 14 meses de cobertura (+8) | sin intervalos suficientes (+0) | sin cohorte disponible (+0) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo INSUFFICIENT_DATA (+0) | n=0 intervalos (<10) (-10) | n=0 intervalos (<3) (-20),,INSUFFICIENT_DATA,14,Insuficiente,0 intervalo(s) válidos (+0) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | 14 meses de cobertura (+8) | sin intervalos suficientes (+0) | sin cohorte disponible (+0) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo INSUFFICIENT_DATA (+0) | n=0 intervalos (<10) (-10) | n=0 intervalos (<3) (-20),,,,,,NONE,0.75,
1011030,"Lens, Collimator",2023-05-27T13:00:00.000Z,2025-11-17T14:51:00.000Z,5,0,,,NONE,INSUFFICIENT_DATA,Sin eventos observados para esta combinación.,,,,,,,,,,,5,0,0,,,NO_DATA,,,INSUFFICIENT_DATA,NO_MANUFACTURER_DATA,18,Insuficiente,0 intervalo(s) válidos (+0) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | 30 meses de cobertura (+12) | sin intervalos suficientes (+0) | sin cohorte disponible (+0) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo INSUFFICIENT_DATA (+0) | n=0 intervalos (<10) (-10) | n=0 intervalos (<3) (-20),,INSUFFICIENT_DATA,18,Insuficiente,0 intervalo(s) válidos (+0) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | 30 meses de cobertura (+12) | sin intervalos suficientes (+0) | sin cohorte disponible (+0) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo INSUFFICIENT_DATA (+0) | n=0 intervalos (<10) (-10) | n=0 intervalos (<3) (-20),,,,,,NONE,0.18,
1541744,"FRU KIT, HAND HELD CONTROLLER",2024-01-22T03:00:00.000Z,2024-11-27T13:30:00.000Z,5,3,129.33,128.26,BAYESIAN_WEIBULL_GRID,DIRECT_HISTORY_ENOUGH,Suficiente historial propio (n=3 intervalos): se ajustó un Weibull bayesiano estable.,128.26,4.21,62.18,128.26,208.63,62.18,208.63,,,,5,3,0,2.85,,NO_DATA,,2025-04-04T19:44:24.000Z,DIRECT_HISTORY_ENOUGH,NO_MANUFACTURER_DATA,56,Baja,3 intervalo(s) válidos (+10) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | 10 meses de cobertura (+4) | coeficiente de variación 0.30 (+6) | sin cohorte disponible (+0) | hay datos de uso/contrato/horario (+8) | STABLE (+8) | estimación de tipo DIRECT_HISTORY_ENOUGH (+6) | n=3 intervalos (<10) (-10),"Grid 60x120 (shape x scale), 3 intervalo(s) usados, sin prior externo (uniforme).",DIRECT_HISTORY_ENOUGH,56,Baja,3 intervalo(s) válidos (+10) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | 10 meses de cobertura (+4) | coeficiente de variación 0.30 (+6) | sin cohorte disponible (+0) | hay datos de uso/contrato/horario (+8) | STABLE (+8) | estimación de tipo DIRECT_HISTORY_ENOUGH (+6) | n=3 intervalos (<10) (-10),91,169,,,,BAYESIAN_WEIBULL_GRID,0.65,
1549950,"HHC kit,Synergy/Infinity",2024-06-25T22:51:00.000Z,2025-11-07T13:05:00.000Z,5,1,319,144.13,GAMMA_POISSON_RATE_MODEL,RATE_MODEL_ESTIMATE,Solo 1 intervalo(s) propio(s) y sin cohorte disponible - se usa la tasa de reemplazo observada (Gamma-Poisson) en vez de una mediana de muy pocos datos. Basado en 5 evento(s) sobre 16 meses de exposición observada - intervalo creíble aproximado (normal sobre el posterior Gamma).,144.13,4.73,,144.13,,94.67,301.89,,,,5,1,0,2.53,,NO_DATA,,2026-03-31T16:12:12.000Z,RATE_MODEL_ESTIMATE,NO_MANUFACTURER_DATA,22,Insuficiente,1 intervalo(s) válidos (+5) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | 16 meses de cobertura (+8) | sin intervalos suficientes (+0) | sin cohorte disponible (+0) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo RATE_MODEL_ESTIMATE (+3) | n=1 intervalos (<10) (-10) | n=1 intervalos (<3) (-20),,RATE_MODEL_ESTIMATE,22,Insuficiente,1 intervalo(s) válidos (+5) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | 16 meses de cobertura (+8) | sin intervalos suficientes (+0) | sin cohorte disponible (+0) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo RATE_MODEL_ESTIMATE (+3) | n=1 intervalos (<10) (-10) | n=1 intervalos (<3) (-20),319,319,,,,GAMMA_POISSON_RATE_MODEL,0.4,
1565835,"KIT, SPARES, DIAPHRAGM BRAKE",2025-05-20T17:26:00.000Z,2026-06-02T16:27:00.000Z,5,1,207,123.86,GAMMA_POISSON_RATE_MODEL,RATE_MODEL_ESTIMATE,Solo 1 intervalo(s) propio(s) y sin cohorte disponible - se usa la tasa de reemplazo observada (Gamma-Poisson) en vez de una mediana de muy pocos datos. Basado en 5 evento(s) sobre 12 meses de exposición observada - intervalo creíble aproximado (normal sobre el posterior Gamma).,123.86,4.07,,123.86,,81.35,259.43,,,,5,1,0,2.95,,NO_DATA,,2026-10-04T13:05:24.000Z,RATE_MODEL_ESTIMATE,NO_MANUFACTURER_DATA,22,Insuficiente,1 intervalo(s) válidos (+5) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | 12 meses de cobertura (+8) | sin intervalos suficientes (+0) | sin cohorte disponible (+0) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo RATE_MODEL_ESTIMATE (+3) | n=1 intervalos (<10) (-10) | n=1 intervalos (<3) (-20),,RATE_MODEL_ESTIMATE,22,Insuficiente,1 intervalo(s) válidos (+5) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | 12 meses de cobertura (+8) | sin intervalos suficientes (+0) | sin cohorte disponible (+0) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo RATE_MODEL_ESTIMATE (+3) | n=1 intervalos (<10) (-10) | n=1 intervalos (<3) (-20),207,207,,,,GAMMA_POISSON_RATE_MODEL,0.48,
923931518204,AMPOLLETA MLC TYPE 13289,2018-10-26T12:00:00.000Z,2021-05-04T12:30:00.000Z,4,1,40,257.24,GAMMA_POISSON_RATE_MODEL,RATE_MODEL_ESTIMATE,Solo 1 intervalo(s) propio(s) y sin cohorte disponible - se usa la tasa de reemplazo observada (Gamma-Poisson) en vez de una mediana de muy pocos datos. Basado en 4 evento(s) sobre 30 meses de exposición observada - intervalo creíble aproximado (normal sobre el posterior Gamma).,257.24,8.45,,257.24,,163.59,601.64,,,,4,1,0,1.42,,NO_DATA,,2022-01-16T18:15:36.000Z,RATE_MODEL_ESTIMATE,NO_MANUFACTURER_DATA,26,Insuficiente,1 intervalo(s) válidos (+5) | match exacto/alias (REF_NORMALIZED_EXACT) (+12) | asociación single (+12) | 30 meses de cobertura (+12) | sin intervalos suficientes (+0) | sin cohorte disponible (+0) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo RATE_MODEL_ESTIMATE (+3) | n=1 intervalos (<10) (-10) | n=1 intervalos (<3) (-20),,RATE_MODEL_ESTIMATE,26,Insuficiente,1 intervalo(s) válidos (+5) | match exacto/alias (REF_NORMALIZED_EXACT) (+12) | asociación single (+12) | 30 meses de cobertura (+12) | sin intervalos suficientes (+0) | sin cohorte disponible (+0) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo RATE_MODEL_ESTIMATE (+3) | n=1 intervalos (<10) (-10) | n=1 intervalos (<3) (-20),40,40,,,,GAMMA_POISSON_RATE_MODEL,0.03,
1018874,"Diode, SI 1N416CM-D023",2019-02-11T13:30:00.000Z,2025-08-06T13:00:00.000Z,4,1,904,546.61,GAMMA_POISSON_RATE_MODEL,RATE_MODEL_ESTIMATE,Solo 1 intervalo(s) propio(s) y sin cohorte disponible - se usa la tasa de reemplazo observada (Gamma-Poisson) en vez de una mediana de muy pocos datos. Basado en 4 evento(s) sobre 78 meses de exposición observada - intervalo creíble aproximado (normal sobre el posterior Gamma).,546.61,17.96,,546.61,,347.62,1278.41,,,,4,1,0,0.67,,NO_DATA,,2027-02-04T03:38:24.000Z,RATE_MODEL_ESTIMATE,NO_MANUFACTURER_DATA,26,Insuficiente,1 intervalo(s) válidos (+5) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | 78 meses de cobertura (+12) | sin intervalos suficientes (+0) | sin cohorte disponible (+0) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo RATE_MODEL_ESTIMATE (+3) | n=1 intervalos (<10) (-10) | n=1 intervalos (<3) (-20),,RATE_MODEL_ESTIMATE,26,Insuficiente,1 intervalo(s) válidos (+5) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | 78 meses de cobertura (+12) | sin intervalos suficientes (+0) | sin cohorte disponible (+0) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo RATE_MODEL_ESTIMATE (+3) | n=1 intervalos (<10) (-10) | n=1 intervalos (<3) (-20),904,904,,,,GAMMA_POISSON_RATE_MODEL,0,
1014204,Ceramic ion chamber (MR),2019-05-17T22:00:00.000Z,2026-04-20T14:30:00.000Z,4,1,1355,578.95,GAMMA_POISSON_RATE_MODEL,RATE_MODEL_ESTIMATE,Solo 1 intervalo(s) propio(s) y sin cohorte disponible - se usa la tasa de reemplazo observada (Gamma-Poisson) en vez de una mediana de muy pocos datos. Basado en 4 evento(s) sobre 83 meses de exposición observada - intervalo creíble aproximado (normal sobre el posterior Gamma).,578.95,19.02,,578.95,,368.18,1354.05,,,,4,1,0,0.63,,NO_DATA,,2027-11-20T13:18:00.000Z,RATE_MODEL_ESTIMATE,NO_MANUFACTURER_DATA,26,Insuficiente,1 intervalo(s) válidos (+5) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | 83 meses de cobertura (+12) | sin intervalos suficientes (+0) | sin cohorte disponible (+0) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo RATE_MODEL_ESTIMATE (+3) | n=1 intervalos (<10) (-10) | n=1 intervalos (<3) (-20),,RATE_MODEL_ESTIMATE,26,Insuficiente,1 intervalo(s) válidos (+5) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | 83 meses de cobertura (+12) | sin intervalos suficientes (+0) | sin cohorte disponible (+0) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo RATE_MODEL_ESTIMATE (+3) | n=1 intervalos (<10) (-10) | n=1 intervalos (<3) (-20),1355,1355,,,,GAMMA_POISSON_RATE_MODEL,0.37,
1016472_usado,Diaphragm brakes spare kit,2019-05-17T21:00:00.000Z,2022-05-31T20:30:00.000Z,4,2,606,295.03,GAMMA_POISSON_RATE_MODEL,RATE_MODEL_ESTIMATE,Solo 2 intervalo(s) propio(s) y sin cohorte disponible - se usa la tasa de reemplazo observada (Gamma-Poisson) en vez de una mediana de muy pocos datos. Basado en 4 evento(s) sobre 36 meses de exposición observada - intervalo creíble aproximado (normal sobre el posterior Gamma).,295.03,9.69,,295.03,,187.62,690.02,,,,4,2,0,1.24,,NO_DATA,,2023-03-22T21:13:12.000Z,RATE_MODEL_ESTIMATE,NO_MANUFACTURER_DATA,32,Insuficiente,2 intervalo(s) válidos (+5) | match por método débil (REF_LIKE) (+8) | asociación single (+12) | 36 meses de cobertura (+12) | coeficiente de variación 0.18 (+10) | sin cohorte disponible (+0) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo RATE_MODEL_ESTIMATE (+3) | n=2 intervalos (<10) (-10) | n=2 intervalos (<3) (-20),,RATE_MODEL_ESTIMATE,32,Insuficiente,2 intervalo(s) válidos (+5) | match por método débil (REF_LIKE) (+8) | asociación single (+12) | 36 meses de cobertura (+12) | coeficiente de variación 0.18 (+10) | sin cohorte disponible (+0) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo RATE_MODEL_ESTIMATE (+3) | n=2 intervalos (<10) (-10) | n=2 intervalos (<3) (-20),528,684,,,,GAMMA_POISSON_RATE_MODEL,0.65,
1516727,Kit Beam MU Dose Monitoring BMDM,2019-08-14T17:30:00.000Z,2026-06-01T16:43:00.000Z,4,1,5,569.6,GAMMA_POISSON_RATE_MODEL,RATE_MODEL_ESTIMATE,Solo 1 intervalo(s) propio(s) y sin cohorte disponible - se usa la tasa de reemplazo observada (Gamma-Poisson) en vez de una mediana de muy pocos datos. Basado en 4 evento(s) sobre 82 meses de exposición observada - intervalo creíble aproximado (normal sobre el posterior Gamma).,569.6,18.71,,569.6,,362.24,1332.2,,,,4,1,0,0.64,,NO_DATA,,2027-12-23T07:07:00.000Z,RATE_MODEL_ESTIMATE,NO_MANUFACTURER_DATA,26,Insuficiente,1 intervalo(s) válidos (+5) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | 82 meses de cobertura (+12) | sin intervalos suficientes (+0) | sin cohorte disponible (+0) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo RATE_MODEL_ESTIMATE (+3) | n=1 intervalos (<10) (-10) | n=1 intervalos (<3) (-20),,RATE_MODEL_ESTIMATE,26,Insuficiente,1 intervalo(s) válidos (+5) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | 82 meses de cobertura (+12) | sin intervalos suficientes (+0) | sin cohorte disponible (+0) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo RATE_MODEL_ESTIMATE (+3) | n=1 intervalos (<10) (-10) | n=1 intervalos (<3) (-20),5,5,,,,GAMMA_POISSON_RATE_MODEL,0,
1511862,"Analog input, 12-bit (AI12) version 2",2020-07-18T13:00:00.000Z,2025-01-13T20:53:00.000Z,4,2,820,401.09,GAMMA_POISSON_RATE_MODEL,RATE_MODEL_ESTIMATE,Solo 2 intervalo(s) propio(s) y sin cohorte disponible - se usa la tasa de reemplazo observada (Gamma-Poisson) en vez de una mediana de muy pocos datos. Basado en 4 evento(s) sobre 54 meses de exposición observada - intervalo creíble aproximado (normal sobre el posterior Gamma).,401.09,13.18,,401.09,,255.08,938.07,,,,4,2,0,0.91,,NO_DATA,,2026-02-18T23:02:36.000Z,RATE_MODEL_ESTIMATE,NO_MANUFACTURER_DATA,36,Insuficiente,2 intervalo(s) válidos (+5) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | 54 meses de cobertura (+12) | coeficiente de variación 0.11 (+10) | sin cohorte disponible (+0) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo RATE_MODEL_ESTIMATE (+3) | n=2 intervalos (<10) (-10) | n=2 intervalos (<3) (-20),,RATE_MODEL_ESTIMATE,36,Insuficiente,2 intervalo(s) válidos (+5) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | 54 meses de cobertura (+12) | coeficiente de variación 0.11 (+10) | sin cohorte disponible (+0) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo RATE_MODEL_ESTIMATE (+3) | n=2 intervalos (<10) (-10) | n=2 intervalos (<3) (-20),755,885,,,,GAMMA_POISSON_RATE_MODEL,0.42,
4714201102,MAGNETRON MG5193,2020-07-31T13:01:00.000Z,2025-07-25T12:30:00.000Z,4,3,606.67,523.3,BAYESIAN_WEIBULL_GRID,DIRECT_HISTORY_ENOUGH,Suficiente historial propio (n=3 intervalos): se ajustó un Weibull bayesiano estable.,523.3,17.19,65.6,523.3,1822.65,65.6,1822.65,,,,4,3,0,0.7,,NO_DATA,,2026-12-30T19:42:00.000Z,DIRECT_HISTORY_ENOUGH,NO_MANUFACTURER_DATA,60,Baja,3 intervalo(s) válidos (+10) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | 60 meses de cobertura (+12) | coeficiente de variación 0.80 (+2) | sin cohorte disponible (+0) | hay datos de uso/contrato/horario (+8) | STABLE (+8) | estimación de tipo DIRECT_HISTORY_ENOUGH (+6) | n=3 intervalos (<10) (-10),"Grid 60x120 (shape x scale), 3 intervalo(s) usados, sin prior externo (uniforme).",DIRECT_HISTORY_ENOUGH,60,Baja,3 intervalo(s) válidos (+10) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | 60 meses de cobertura (+12) | coeficiente de variación 0.80 (+2) | sin cohorte disponible (+0) | hay datos de uso/contrato/horario (+8) | STABLE (+8) | estimación de tipo DIRECT_HISTORY_ENOUGH (+6) | n=3 intervalos (<10) (-10),56,965,,,,BAYESIAN_WEIBULL_GRID,0,
45133308530,"New fast tune magnetron, MG6370",2020-10-16T13:30:00.000Z,2025-07-28T11:30:00.000Z,4,1,1746,422.2,GAMMA_POISSON_RATE_MODEL,RATE_MODEL_ESTIMATE,Solo 1 intervalo(s) propio(s) y sin cohorte disponible - se usa la tasa de reemplazo observada (Gamma-Poisson) en vez de una mediana de muy pocos datos. Basado en 4 evento(s) sobre 57 meses de exposición observada - intervalo creíble aproximado (normal sobre el posterior Gamma).,422.2,13.87,,422.2,,268.5,987.46,,,,4,1,0,0.87,,NO_DATA,,2026-09-23T16:18:00.000Z,RATE_MODEL_ESTIMATE,NO_MANUFACTURER_DATA,26,Insuficiente,1 intervalo(s) válidos (+5) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | 57 meses de cobertura (+12) | sin intervalos suficientes (+0) | sin cohorte disponible (+0) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo RATE_MODEL_ESTIMATE (+3) | n=1 intervalos (<10) (-10) | n=1 intervalos (<3) (-20),,RATE_MODEL_ESTIMATE,26,Insuficiente,1 intervalo(s) válidos (+5) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | 57 meses de cobertura (+12) | sin intervalos suficientes (+0) | sin cohorte disponible (+0) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo RATE_MODEL_ESTIMATE (+3) | n=1 intervalos (<10) (-10) | n=1 intervalos (<3) (-20),1746,1746,,,,GAMMA_POISSON_RATE_MODEL,0.64,
4513341220301G,"CABLE, T-GUARD AND LAT MOTOR",2020-12-05T11:00:00.000Z,2024-05-31T00:49:00.000Z,4,1,1126,327.54,GAMMA_POISSON_RATE_MODEL,RATE_MODEL_ESTIMATE,Solo 1 intervalo(s) propio(s) y sin cohorte disponible - se usa la tasa de reemplazo observada (Gamma-Poisson) en vez de una mediana de muy pocos datos. Basado en 4 evento(s) sobre 42 meses de exposición observada - intervalo creíble aproximado (normal sobre el posterior Gamma).,327.54,10.76,,327.54,,208.3,766.07,,,,4,1,0,1.12,,NO_DATA,,2025-04-23T13:46:36.000Z,RATE_MODEL_ESTIMATE,NO_MANUFACTURER_DATA,26,Insuficiente,1 intervalo(s) válidos (+5) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | 42 meses de cobertura (+12) | sin intervalos suficientes (+0) | sin cohorte disponible (+0) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo RATE_MODEL_ESTIMATE (+3) | n=1 intervalos (<10) (-10) | n=1 intervalos (<3) (-20),,RATE_MODEL_ESTIMATE,26,Insuficiente,1 intervalo(s) válidos (+5) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | 42 meses de cobertura (+12) | sin intervalos suficientes (+0) | sin cohorte disponible (+0) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo RATE_MODEL_ESTIMATE (+3) | n=1 intervalos (<10) (-10) | n=1 intervalos (<3) (-20),1126,1126,,,,GAMMA_POISSON_RATE_MODEL,0.69,
1549816,"PUMP, LOWARA-FRU",2022-06-03T21:43:00.000Z,2025-09-11T20:00:00.000Z,4,1,13,312.22,GAMMA_POISSON_RATE_MODEL,RATE_MODEL_ESTIMATE,Solo 1 intervalo(s) propio(s) y sin cohorte disponible - se usa la tasa de reemplazo observada (Gamma-Poisson) en vez de una mediana de muy pocos datos. Basado en 4 evento(s) sobre 39 meses de exposición observada - intervalo creíble aproximado (normal sobre el posterior Gamma).,312.22,10.26,,312.22,,198.56,730.22,,,,4,1,0,1.17,,NO_DATA,,2026-07-21T01:16:48.000Z,RATE_MODEL_ESTIMATE,NO_MANUFACTURER_DATA,26,Insuficiente,1 intervalo(s) válidos (+5) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | 39 meses de cobertura (+12) | sin intervalos suficientes (+0) | sin cohorte disponible (+0) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo RATE_MODEL_ESTIMATE (+3) | n=1 intervalos (<10) (-10) | n=1 intervalos (<3) (-20),,RATE_MODEL_ESTIMATE,26,Insuficiente,1 intervalo(s) válidos (+5) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | 39 meses de cobertura (+12) | sin intervalos suficientes (+0) | sin cohorte disponible (+0) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo RATE_MODEL_ESTIMATE (+3) | n=1 intervalos (<10) (-10) | n=1 intervalos (<3) (-20),13,13,,,,GAMMA_POISSON_RATE_MODEL,0.37,
1569678,FCO Hardware ModKit (Solenoid Microswitch ModKit for imaging Arms),2024-07-09T21:00:00.000Z,2024-07-15T21:00:00.000Z,4,0,,,NONE,INSUFFICIENT_DATA,Sin eventos observados para esta combinación.,,,,,,,,,,,4,0,0,,,NO_DATA,,,INSUFFICIENT_DATA,NO_MANUFACTURER_DATA,10,Insuficiente,0 intervalo(s) válidos (+0) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | 0 meses de cobertura (+4) | sin intervalos suficientes (+0) | sin cohorte disponible (+0) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo INSUFFICIENT_DATA (+0) | n=0 intervalos (<10) (-10) | n=0 intervalos (<3) (-20),,INSUFFICIENT_DATA,10,Insuficiente,0 intervalo(s) válidos (+0) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | 0 meses de cobertura (+4) | sin intervalos suficientes (+0) | sin cohorte disponible (+0) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo INSUFFICIENT_DATA (+0) | n=0 intervalos (<10) (-10) | n=0 intervalos (<3) (-20),,,,,,NONE,0.31,
