client_name,dolibarr_ref,dolibarr_label,first_observed_event_date,last_observed_event_date,observed_event_count,valid_interval_count,avg_interval_days,median_interval_days,selected_model,model_family,model_reason,estimated_life_days,estimated_life_months,estimated_life_p10_days,estimated_life_p50_days,estimated_life_p90_days,credible_interval_low_days,credible_interval_high_days,machine_weight,cohort_weight,cohort_source,n_events,n_intervals,n_censored_observations,replacement_rate_per_year,manufacturer_life_months,manufacturer_life_source,observed_vs_manufacturer_ratio,predicted_next_replacement_date,prediction_status,comparison_to_manufacturer,model_confidence_score,model_confidence_label,model_confidence_factors,statistical_notes,estimate_status,lifecycle_confidence_score,lifecycle_confidence_label,lifecycle_confidence_factors,min_interval_days,max_interval_days,stddev_interval_days,p25_interval_days,p75_interval_days,estimated_life_method,after_hours_ratio,notes
UC CHRISTUS - CECA,03-999-1141,Clamp modifications,2023-05-11T19:30:00.000Z,2023-05-11T19:30:00.000Z,1,0,,,NONE,INSUFFICIENT_DATA,Un solo evento observado y sin cohorte disponible - sin base estadística suficiente para estimar vida útil.,,,,,,,,,,,1,0,0,,,NO_DATA,,,INSUFFICIENT_DATA,NO_MANUFACTURER_DATA,6,Insuficiente,0 intervalo(s) válidos (+0) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | sin cobertura calculable (+0) | sin intervalos suficientes (+0) | sin cohorte disponible (+0) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo INSUFFICIENT_DATA (+0) | n=0 intervalos (<10) (-10) | n=0 intervalos (<3) (-20),,INSUFFICIENT_DATA,6,Insuficiente,0 intervalo(s) válidos (+0) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | sin cobertura calculable (+0) | sin intervalos suficientes (+0) | sin cohorte disponible (+0) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo INSUFFICIENT_DATA (+0) | n=0 intervalos (<10) (-10) | n=0 intervalos (<3) (-20),,,,,,NONE,0.25,Solo un evento observado para esta combinación - no se puede estimar vida útil todavía sin cohorte.
FUNDACION ARTURO LOPEZ PEREZ,4513341185001U,"Cable Assy, Pl9 to S",2023-05-13T12:00:00.000Z,2023-05-13T12:00:00.000Z,1,0,,375.17,EMPIRICAL_BAYES_SHRINKAGE,BORROWED_COHORT_ESTIMATE,"Un solo evento observado, sin intervalo propio - se usa 100% la estimación de la cohorte (same_part_global).",375.17,12.32,,375.17,,,,0,1,same_part_global,1,0,0,0.97,,NO_DATA,,2024-05-22T16:04:48.000Z,BORROWED_COHORT_ESTIMATE,NO_MANUFACTURER_DATA,11,Insuficiente,0 intervalo(s) válidos (+0) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | sin cobertura calculable (+0) | sin intervalos suficientes (+0) | hay estimación de cohorte disponible (+12) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo BORROWED_COHORT_ESTIMATE (+1) | n=0 intervalos (<10) (-10) | n=0 intervalos (<3) (-20) | estimación prestada de cohorte (-8),,BORROWED_COHORT_ESTIMATE,11,Insuficiente,0 intervalo(s) válidos (+0) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | sin cobertura calculable (+0) | sin intervalos suficientes (+0) | hay estimación de cohorte disponible (+12) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo BORROWED_COHORT_ESTIMATE (+1) | n=0 intervalos (<10) (-10) | n=0 intervalos (<3) (-20) | estimación prestada de cohorte (-8),,,,,,EMPIRICAL_BAYES_SHRINKAGE,1,Solo un evento observado para esta combinación - no se puede estimar vida útil todavía sin cohorte.
HOSPITAL CARLOS VAN BUREN (SSVSA),1006737_usado,SIB PCB,2023-06-16T10:30:00.000Z,2023-06-16T10:30:00.000Z,1,0,,256.47,EMPIRICAL_BAYES_SHRINKAGE,BORROWED_COHORT_ESTIMATE,"Un solo evento observado, sin intervalo propio - se usa 100% la estimación de la cohorte (same_part_global).",256.47,8.43,,256.47,,,,0,1,same_part_global,1,0,0,1.42,,NO_DATA,,2024-02-27T21:46:48.000Z,BORROWED_COHORT_ESTIMATE,NO_MANUFACTURER_DATA,7,Insuficiente,0 intervalo(s) válidos (+0) | match por método débil (REF_LIKE) (+8) | asociación single (+12) | sin cobertura calculable (+0) | sin intervalos suficientes (+0) | hay estimación de cohorte disponible (+12) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo BORROWED_COHORT_ESTIMATE (+1) | n=0 intervalos (<10) (-10) | n=0 intervalos (<3) (-20) | estimación prestada de cohorte (-8),,BORROWED_COHORT_ESTIMATE,7,Insuficiente,0 intervalo(s) válidos (+0) | match por método débil (REF_LIKE) (+8) | asociación single (+12) | sin cobertura calculable (+0) | sin intervalos suficientes (+0) | hay estimación de cohorte disponible (+12) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo BORROWED_COHORT_ESTIMATE (+1) | n=0 intervalos (<10) (-10) | n=0 intervalos (<3) (-20) | estimación prestada de cohorte (-8),,,,,,EMPIRICAL_BAYES_SHRINKAGE,0.83,Solo un evento observado para esta combinación - no se puede estimar vida útil todavía sin cohorte.
FUNDACION ARTURO LOPEZ PEREZ,4513316442301M,FILTER ELEMENT 5 MICRON,2023-05-12T16:00:00.000Z,2023-05-12T16:00:00.000Z,1,0,,367.81,EMPIRICAL_BAYES_SHRINKAGE,BORROWED_COHORT_ESTIMATE,"Un solo evento observado, sin intervalo propio - se usa 100% la estimación de la cohorte (same_part_global).",367.81,12.08,,367.81,,,,0,1,same_part_global,1,0,0,0.99,,NO_DATA,,2024-05-14T11:26:24.000Z,BORROWED_COHORT_ESTIMATE,NO_MANUFACTURER_DATA,11,Insuficiente,0 intervalo(s) válidos (+0) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | sin cobertura calculable (+0) | sin intervalos suficientes (+0) | hay estimación de cohorte disponible (+12) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo BORROWED_COHORT_ESTIMATE (+1) | n=0 intervalos (<10) (-10) | n=0 intervalos (<3) (-20) | estimación prestada de cohorte (-8),,BORROWED_COHORT_ESTIMATE,11,Insuficiente,0 intervalo(s) válidos (+0) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | sin cobertura calculable (+0) | sin intervalos suficientes (+0) | hay estimación de cohorte disponible (+12) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo BORROWED_COHORT_ESTIMATE (+1) | n=0 intervalos (<10) (-10) | n=0 intervalos (<3) (-20) | estimación prestada de cohorte (-8),,,,,,EMPIRICAL_BAYES_SHRINKAGE,0.63,Solo un evento observado para esta combinación - no se puede estimar vida útil todavía sin cohorte.
FUNDACION ARTURO LOPEZ PEREZ,1534908,Y1 Leaf Drive Module (Target),2023-05-27T13:00:00.000Z,2023-05-27T13:00:00.000Z,1,0,,,NONE,INSUFFICIENT_DATA,Un solo evento observado y sin cohorte disponible - sin base estadística suficiente para estimar vida útil.,,,,,,,,,,,1,0,0,,,NO_DATA,,,INSUFFICIENT_DATA,NO_MANUFACTURER_DATA,6,Insuficiente,0 intervalo(s) válidos (+0) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | sin cobertura calculable (+0) | sin intervalos suficientes (+0) | sin cohorte disponible (+0) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo INSUFFICIENT_DATA (+0) | n=0 intervalos (<10) (-10) | n=0 intervalos (<3) (-20),,INSUFFICIENT_DATA,6,Insuficiente,0 intervalo(s) válidos (+0) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | sin cobertura calculable (+0) | sin intervalos suficientes (+0) | sin cohorte disponible (+0) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo INSUFFICIENT_DATA (+0) | n=0 intervalos (<10) (-10) | n=0 intervalos (<3) (-20),,,,,,NONE,1,Solo un evento observado para esta combinación - no se puede estimar vida útil todavía sin cohorte.
FUNDACION ARTURO LOPEZ PEREZ,1011030,"Lens, Collimator",2023-05-27T13:00:00.000Z,2023-05-27T13:00:00.000Z,1,0,,,NONE,INSUFFICIENT_DATA,Un solo evento observado y sin cohorte disponible - sin base estadística suficiente para estimar vida útil.,,,,,,,,,,,1,0,0,,,NO_DATA,,,INSUFFICIENT_DATA,NO_MANUFACTURER_DATA,6,Insuficiente,0 intervalo(s) válidos (+0) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | sin cobertura calculable (+0) | sin intervalos suficientes (+0) | sin cohorte disponible (+0) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo INSUFFICIENT_DATA (+0) | n=0 intervalos (<10) (-10) | n=0 intervalos (<3) (-20),,INSUFFICIENT_DATA,6,Insuficiente,0 intervalo(s) válidos (+0) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | sin cobertura calculable (+0) | sin intervalos suficientes (+0) | sin cohorte disponible (+0) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo INSUFFICIENT_DATA (+0) | n=0 intervalos (<10) (-10) | n=0 intervalos (<3) (-20),,,,,,NONE,1,Solo un evento observado para esta combinación - no se puede estimar vida útil todavía sin cohorte.
FUNDACION ARTURO LOPEZ PEREZ,R1510261,"DETECTOR,XRD,1640, AL5 IVIEW",2023-05-27T13:00:00.000Z,2023-05-27T13:00:00.000Z,1,0,,,NONE,INSUFFICIENT_DATA,Un solo evento observado y sin cohorte disponible - sin base estadística suficiente para estimar vida útil.,,,,,,,,,,,1,0,0,,,NO_DATA,,,INSUFFICIENT_DATA,NO_MANUFACTURER_DATA,6,Insuficiente,0 intervalo(s) válidos (+0) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | sin cobertura calculable (+0) | sin intervalos suficientes (+0) | sin cohorte disponible (+0) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo INSUFFICIENT_DATA (+0) | n=0 intervalos (<10) (-10) | n=0 intervalos (<3) (-20),,INSUFFICIENT_DATA,6,Insuficiente,0 intervalo(s) válidos (+0) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | sin cobertura calculable (+0) | sin intervalos suficientes (+0) | sin cohorte disponible (+0) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo INSUFFICIENT_DATA (+0) | n=0 intervalos (<10) (-10) | n=0 intervalos (<3) (-20),,,,,,NONE,1,Solo un evento observado para esta combinación - no se puede estimar vida útil todavía sin cohorte.
FUNDACION ARTURO LOPEZ PEREZ,1557545,"Camera, DX9",2023-05-27T13:00:00.000Z,2023-05-27T13:00:00.000Z,1,0,,158.78,EMPIRICAL_BAYES_SHRINKAGE,BORROWED_COHORT_ESTIMATE,"Un solo evento observado, sin intervalo propio - se usa 100% la estimación de la cohorte (same_part_global).",158.78,5.22,,158.78,,,,0,1,same_part_global,1,0,0,2.3,,NO_DATA,,2023-11-02T07:43:12.000Z,BORROWED_COHORT_ESTIMATE,NO_MANUFACTURER_DATA,11,Insuficiente,0 intervalo(s) válidos (+0) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | sin cobertura calculable (+0) | sin intervalos suficientes (+0) | hay estimación de cohorte disponible (+12) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo BORROWED_COHORT_ESTIMATE (+1) | n=0 intervalos (<10) (-10) | n=0 intervalos (<3) (-20) | estimación prestada de cohorte (-8),,BORROWED_COHORT_ESTIMATE,11,Insuficiente,0 intervalo(s) válidos (+0) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | sin cobertura calculable (+0) | sin intervalos suficientes (+0) | hay estimación de cohorte disponible (+12) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo BORROWED_COHORT_ESTIMATE (+1) | n=0 intervalos (<10) (-10) | n=0 intervalos (<3) (-20) | estimación prestada de cohorte (-8),,,,,,EMPIRICAL_BAYES_SHRINKAGE,1,Solo un evento observado para esta combinación - no se puede estimar vida útil todavía sin cohorte.
FUNDACION ARTURO LOPEZ PEREZ,1010260,BEAM SPLITTER MIRROR,2023-05-27T13:00:00.000Z,2023-05-27T13:00:00.000Z,1,0,,,NONE,INSUFFICIENT_DATA,Un solo evento observado y sin cohorte disponible - sin base estadística suficiente para estimar vida útil.,,,,,,,,,,,1,0,0,,,NO_DATA,,,INSUFFICIENT_DATA,NO_MANUFACTURER_DATA,6,Insuficiente,0 intervalo(s) válidos (+0) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | sin cobertura calculable (+0) | sin intervalos suficientes (+0) | sin cohorte disponible (+0) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo INSUFFICIENT_DATA (+0) | n=0 intervalos (<10) (-10) | n=0 intervalos (<3) (-20),,INSUFFICIENT_DATA,6,Insuficiente,0 intervalo(s) válidos (+0) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | sin cobertura calculable (+0) | sin intervalos suficientes (+0) | sin cohorte disponible (+0) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo INSUFFICIENT_DATA (+0) | n=0 intervalos (<10) (-10) | n=0 intervalos (<3) (-20),,,,,,NONE,1,Solo un evento observado para esta combinación - no se puede estimar vida útil todavía sin cohorte.
CLINICA ALEMANA DE SANTIAGO,45133501070,HANDHELD CONTROLLER,2023-07-03T16:15:00.000Z,2023-07-03T16:15:00.000Z,1,0,,,NONE,INSUFFICIENT_DATA,Un solo evento observado y sin cohorte disponible - sin base estadística suficiente para estimar vida útil.,,,,,,,,,,,1,0,0,,,NO_DATA,,,INSUFFICIENT_DATA,NO_MANUFACTURER_DATA,6,Insuficiente,0 intervalo(s) válidos (+0) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | sin cobertura calculable (+0) | sin intervalos suficientes (+0) | sin cohorte disponible (+0) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo INSUFFICIENT_DATA (+0) | n=0 intervalos (<10) (-10) | n=0 intervalos (<3) (-20),,INSUFFICIENT_DATA,6,Insuficiente,0 intervalo(s) válidos (+0) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | sin cobertura calculable (+0) | sin intervalos suficientes (+0) | sin cohorte disponible (+0) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo INSUFFICIENT_DATA (+0) | n=0 intervalos (<10) (-10) | n=0 intervalos (<3) (-20),,,,,,NONE,0,Solo un evento observado para esta combinación - no se puede estimar vida útil todavía sin cohorte.
Instituto Nacional del Cáncer (INC),1507972,"PCB assy ODI,Voltage Regulator PCB Assy",2023-07-11T14:27:00.000Z,2023-07-11T14:27:00.000Z,1,0,,,NONE,INSUFFICIENT_DATA,Un solo evento observado y sin cohorte disponible - sin base estadística suficiente para estimar vida útil.,,,,,,,,,,,1,0,0,,,NO_DATA,,,INSUFFICIENT_DATA,NO_MANUFACTURER_DATA,6,Insuficiente,0 intervalo(s) válidos (+0) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | sin cobertura calculable (+0) | sin intervalos suficientes (+0) | sin cohorte disponible (+0) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo INSUFFICIENT_DATA (+0) | n=0 intervalos (<10) (-10) | n=0 intervalos (<3) (-20),,INSUFFICIENT_DATA,6,Insuficiente,0 intervalo(s) válidos (+0) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | sin cobertura calculable (+0) | sin intervalos suficientes (+0) | sin cohorte disponible (+0) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo INSUFFICIENT_DATA (+0) | n=0 intervalos (<10) (-10) | n=0 intervalos (<3) (-20),,,,,,NONE,0.2,Solo un evento observado para esta combinación - no se puede estimar vida útil todavía sin cohorte.
CLÍNICA LAS CONDES,1023530,ARM CONTROL BOARD (ACB) - IViEWGT,2023-06-28T14:16:00.000Z,2023-06-28T14:16:00.000Z,1,0,,,NONE,INSUFFICIENT_DATA,Un solo evento observado y sin cohorte disponible - sin base estadística suficiente para estimar vida útil.,,,,,,,,,,,1,0,0,,,NO_DATA,,,INSUFFICIENT_DATA,NO_MANUFACTURER_DATA,6,Insuficiente,0 intervalo(s) válidos (+0) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | sin cobertura calculable (+0) | sin intervalos suficientes (+0) | sin cohorte disponible (+0) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo INSUFFICIENT_DATA (+0) | n=0 intervalos (<10) (-10) | n=0 intervalos (<3) (-20),,INSUFFICIENT_DATA,6,Insuficiente,0 intervalo(s) válidos (+0) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | sin cobertura calculable (+0) | sin intervalos suficientes (+0) | sin cohorte disponible (+0) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo INSUFFICIENT_DATA (+0) | n=0 intervalos (<10) (-10) | n=0 intervalos (<3) (-20),,,,,,NONE,0,Solo un evento observado para esta combinación - no se puede estimar vida útil todavía sin cohorte.
FUNDACION ARTURO LOPEZ PEREZ,1500998,Projector Assy Quad LED,2023-07-15T16:39:00.000Z,2023-07-15T16:39:00.000Z,1,0,,549.76,EMPIRICAL_BAYES_SHRINKAGE,BORROWED_COHORT_ESTIMATE,"Un solo evento observado, sin intervalo propio - se usa 100% la estimación de la cohorte (same_part_global).",549.76,18.06,,549.76,,,,0,1,same_part_global,1,0,0,0.66,,NO_DATA,,2025-01-15T10:53:24.000Z,BORROWED_COHORT_ESTIMATE,NO_MANUFACTURER_DATA,11,Insuficiente,0 intervalo(s) válidos (+0) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | sin cobertura calculable (+0) | sin intervalos suficientes (+0) | hay estimación de cohorte disponible (+12) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo BORROWED_COHORT_ESTIMATE (+1) | n=0 intervalos (<10) (-10) | n=0 intervalos (<3) (-20) | estimación prestada de cohorte (-8),,BORROWED_COHORT_ESTIMATE,11,Insuficiente,0 intervalo(s) válidos (+0) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | sin cobertura calculable (+0) | sin intervalos suficientes (+0) | hay estimación de cohorte disponible (+12) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo BORROWED_COHORT_ESTIMATE (+1) | n=0 intervalos (<10) (-10) | n=0 intervalos (<3) (-20) | estimación prestada de cohorte (-8),,,,,,EMPIRICAL_BAYES_SHRINKAGE,1,Solo un evento observado para esta combinación - no se puede estimar vida útil todavía sin cohorte.
FUNDACION ARTURO LOPEZ PEREZ,1551103,"MOD KIT, DISC SPRING GANTRY (fco)",2023-07-15T13:00:00.000Z,2023-07-15T13:00:00.000Z,1,0,,,NONE,INSUFFICIENT_DATA,Un solo evento observado y sin cohorte disponible - sin base estadística suficiente para estimar vida útil.,,,,,,,,,,,1,0,0,,,NO_DATA,,,INSUFFICIENT_DATA,NO_MANUFACTURER_DATA,6,Insuficiente,0 intervalo(s) válidos (+0) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | sin cobertura calculable (+0) | sin intervalos suficientes (+0) | sin cohorte disponible (+0) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo INSUFFICIENT_DATA (+0) | n=0 intervalos (<10) (-10) | n=0 intervalos (<3) (-20),,INSUFFICIENT_DATA,6,Insuficiente,0 intervalo(s) válidos (+0) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | sin cobertura calculable (+0) | sin intervalos suficientes (+0) | sin cohorte disponible (+0) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo INSUFFICIENT_DATA (+0) | n=0 intervalos (<10) (-10) | n=0 intervalos (<3) (-20),,,,,,NONE,1,Solo un evento observado para esta combinación - no se puede estimar vida útil todavía sin cohorte.
CLÍNICA LAS CONDES,1512130,PCB ASSY RELAY OUT - ROC,2023-07-21T14:30:00.000Z,2023-07-21T14:30:00.000Z,1,0,,,NONE,INSUFFICIENT_DATA,Un solo evento observado y sin cohorte disponible - sin base estadística suficiente para estimar vida útil.,,,,,,,,,,,1,0,0,,,NO_DATA,,,INSUFFICIENT_DATA,NO_MANUFACTURER_DATA,6,Insuficiente,0 intervalo(s) válidos (+0) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | sin cobertura calculable (+0) | sin intervalos suficientes (+0) | sin cohorte disponible (+0) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo INSUFFICIENT_DATA (+0) | n=0 intervalos (<10) (-10) | n=0 intervalos (<3) (-20),,INSUFFICIENT_DATA,6,Insuficiente,0 intervalo(s) válidos (+0) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | sin cobertura calculable (+0) | sin intervalos suficientes (+0) | sin cohorte disponible (+0) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo INSUFFICIENT_DATA (+0) | n=0 intervalos (<10) (-10) | n=0 intervalos (<3) (-20),,,,,,NONE,0,Solo un evento observado para esta combinación - no se puede estimar vida útil todavía sin cohorte.
CLÍNICA LAS CONDES,1008517,MTU PCB 1553 - XVI only,2023-07-21T14:30:00.000Z,2023-07-21T14:30:00.000Z,1,0,,,NONE,INSUFFICIENT_DATA,Un solo evento observado y sin cohorte disponible - sin base estadística suficiente para estimar vida útil.,,,,,,,,,,,1,0,0,,,NO_DATA,,,INSUFFICIENT_DATA,NO_MANUFACTURER_DATA,6,Insuficiente,0 intervalo(s) válidos (+0) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | sin cobertura calculable (+0) | sin intervalos suficientes (+0) | sin cohorte disponible (+0) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo INSUFFICIENT_DATA (+0) | n=0 intervalos (<10) (-10) | n=0 intervalos (<3) (-20),,INSUFFICIENT_DATA,6,Insuficiente,0 intervalo(s) válidos (+0) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | sin cobertura calculable (+0) | sin intervalos suficientes (+0) | sin cohorte disponible (+0) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo INSUFFICIENT_DATA (+0) | n=0 intervalos (<10) (-10) | n=0 intervalos (<3) (-20),,,,,,NONE,0,Solo un evento observado para esta combinación - no se puede estimar vida útil todavía sin cohorte.
UC CHRISTUS - CECA,45133411846,"CABLE ASSY, PL5 TO SK5A",2023-07-22T13:00:00.000Z,2023-07-22T13:00:00.000Z,1,0,,222.83,EMPIRICAL_BAYES_SHRINKAGE,BORROWED_COHORT_ESTIMATE,"Un solo evento observado, sin intervalo propio - se usa 100% la estimación de la cohorte (same_part_global).",222.83,7.32,,222.83,,,,0,1,same_part_global,1,0,0,1.64,,NO_DATA,,2024-03-01T08:55:12.000Z,BORROWED_COHORT_ESTIMATE,NO_MANUFACTURER_DATA,7,Insuficiente,0 intervalo(s) válidos (+0) | match por método débil (REF_LIKE) (+8) | asociación single (+12) | sin cobertura calculable (+0) | sin intervalos suficientes (+0) | hay estimación de cohorte disponible (+12) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo BORROWED_COHORT_ESTIMATE (+1) | n=0 intervalos (<10) (-10) | n=0 intervalos (<3) (-20) | estimación prestada de cohorte (-8),,BORROWED_COHORT_ESTIMATE,7,Insuficiente,0 intervalo(s) válidos (+0) | match por método débil (REF_LIKE) (+8) | asociación single (+12) | sin cobertura calculable (+0) | sin intervalos suficientes (+0) | hay estimación de cohorte disponible (+12) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo BORROWED_COHORT_ESTIMATE (+1) | n=0 intervalos (<10) (-10) | n=0 intervalos (<3) (-20) | estimación prestada de cohorte (-8),,,,,,EMPIRICAL_BAYES_SHRINKAGE,1,Solo un evento observado para esta combinación - no se puede estimar vida útil todavía sin cohorte.
CLÍNICA LAS CONDES,1504218,Medical Ethernet Isolator,2023-07-31T18:00:00.000Z,2023-07-31T18:00:00.000Z,1,0,,,NONE,INSUFFICIENT_DATA,Un solo evento observado y sin cohorte disponible - sin base estadística suficiente para estimar vida útil.,,,,,,,,,,,1,0,0,,,NO_DATA,,,INSUFFICIENT_DATA,NO_MANUFACTURER_DATA,6,Insuficiente,0 intervalo(s) válidos (+0) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | sin cobertura calculable (+0) | sin intervalos suficientes (+0) | sin cohorte disponible (+0) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo INSUFFICIENT_DATA (+0) | n=0 intervalos (<10) (-10) | n=0 intervalos (<3) (-20),,INSUFFICIENT_DATA,6,Insuficiente,0 intervalo(s) válidos (+0) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | sin cobertura calculable (+0) | sin intervalos suficientes (+0) | sin cohorte disponible (+0) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo INSUFFICIENT_DATA (+0) | n=0 intervalos (<10) (-10) | n=0 intervalos (<3) (-20),,,,,,NONE,0,Solo un evento observado para esta combinación - no se puede estimar vida útil todavía sin cohorte.
FUNDACION ARTURO LOPEZ PEREZ,1531145,"Assy, Fan 70x70x15mm",2023-08-01T16:10:00.000Z,2023-08-01T16:10:00.000Z,1,0,,,NONE,INSUFFICIENT_DATA,Un solo evento observado y sin cohorte disponible - sin base estadística suficiente para estimar vida útil.,,,,,,,,,,,1,0,0,,,NO_DATA,,,INSUFFICIENT_DATA,NO_MANUFACTURER_DATA,6,Insuficiente,0 intervalo(s) válidos (+0) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | sin cobertura calculable (+0) | sin intervalos suficientes (+0) | sin cohorte disponible (+0) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo INSUFFICIENT_DATA (+0) | n=0 intervalos (<10) (-10) | n=0 intervalos (<3) (-20),,INSUFFICIENT_DATA,6,Insuficiente,0 intervalo(s) válidos (+0) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | sin cobertura calculable (+0) | sin intervalos suficientes (+0) | sin cohorte disponible (+0) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo INSUFFICIENT_DATA (+0) | n=0 intervalos (<10) (-10) | n=0 intervalos (<3) (-20),,,,,,NONE,0,Solo un evento observado para esta combinación - no se puede estimar vida útil todavía sin cohorte.
