kpi1_total_hours,kpi1_confidence_score,kpi1_confidence_label,kpi2_business_hours,kpi2_confidence_score,kpi2_confidence_label,kpi3_after_hours_hours,kpi3_confidence_score,kpi3_confidence_label,kpi4_after_hours_rate,kpi4_confidence_score,kpi4_confidence_label,kpi5_tasks_with_after_hours,kpi5_confidence_score,kpi5_confidence_label,kpi6_tasks_not_calculable,kpi6_confidence_score,kpi6_confidence_label,confidence_score,confidence_label,confidence_factors_summary,valid_rows,invalid_rows,estimated_rows,exact_rows,insufficient_rows
8234.45,79,Media,5576.8,79,Media,2493.6,79,Media,0.3028,79,Media,1571,80,Media,12,95,Alta,79,Media,"Basado en 3747 tareas: 1480 cálculo exacto, 2255 estimado, 12 no calculable. Confianza ponderada por horas: 79 (Media).",3735,12,2255,1480,0
