ticket_custom_field_id,zendesk_ticket_id,field_id,field_value,extracted_at
57|43806479792155,57,43806479792155,,2026-08-06T07:59:40.903Z
57|43806495652507,57,43806495652507,,2026-08-06T07:59:40.903Z
57|46198959369371,57,46198959369371,,2026-08-06T07:59:40.903Z
57|46199043039259,57,46199043039259,,2026-08-06T07:59:40.903Z
57|49468052627483,57,49468052627483,,2026-08-06T07:59:40.903Z
57|50338064550299,57,50338064550299,,2026-08-06T07:59:40.903Z
57|50338094524571,57,50338094524571,,2026-08-06T07:59:40.903Z
57|51536708125979,57,51536708125979,,2026-08-06T07:59:40.903Z
57|53413823625115,57,53413823625115,,2026-08-06T07:59:40.903Z
57|53413857466651,57,53413857466651,,2026-08-06T07:59:40.903Z
57|53413889889179,57,53413889889179,,2026-08-06T07:59:40.903Z
57|53413889909659,57,53413889909659,,2026-08-06T07:59:40.903Z
57|53413906451867,57,53413906451867,,2026-08-06T07:59:40.903Z
57|53413906511387,57,53413906511387,,2026-08-06T07:59:40.903Z
39|22950764862363,39,22950764862363,,2026-08-06T07:59:40.903Z
39|22951106310811,39,22951106310811,acelerador_lineal,2026-08-06T07:59:40.903Z
39|22986688179995,39,22986688179995,no,2026-08-06T07:59:40.903Z
39|23570126394907,39,23570126394907,,2026-08-06T07:59:40.903Z
39|34267608050075,39,34267608050075,,2026-08-06T07:59:40.903Z
39|39065204608155,39,39065204608155,,2026-08-06T07:59:40.903Z
39|40011436329115,39,40011436329115,,2026-08-06T07:59:40.903Z
39|43011722643739,39,43011722643739,,2026-08-06T07:59:40.903Z
39|43806479792155,39,43806479792155,,2026-08-06T07:59:40.903Z
39|43806495652507,39,43806495652507,,2026-08-06T07:59:40.903Z
39|46198959369371,39,46198959369371,,2026-08-06T07:59:40.903Z
39|46199043039259,39,46199043039259,,2026-08-06T07:59:40.903Z
39|49468052627483,39,49468052627483,,2026-08-06T07:59:40.903Z
39|50338064550299,39,50338064550299,,2026-08-06T07:59:40.903Z
