task_equipment_id,fieldbeat_task_id,equipment_uuid,equipment_internal_id,extracted_at
943|21db9a96-4135-450c-a056-099bcfb0112d|APOTECA-CHEMO,943,21db9a96-4135-450c-a056-099bcfb0112d,APOTECA-CHEMO,2026-07-27T07:34:27.482Z
944|21db9a96-4135-450c-a056-099bcfb0112d|APOTECA-CHEMO,944,21db9a96-4135-450c-a056-099bcfb0112d,APOTECA-CHEMO,2026-07-27T07:34:27.482Z
957|acd8e7d8-3050-473b-a516-a10d9f0f66ec|Linac-153935,957,acd8e7d8-3050-473b-a516-a10d9f0f66ec,Linac-153935,2026-07-27T07:34:27.482Z
958|8569b998-f5a4-405d-8bcb-2fd208570906|LINAC-153038,958,8569b998-f5a4-405d-8bcb-2fd208570906,LINAC-153038,2026-07-27T07:34:27.482Z
960|99471dac-02f2-4be3-b6cd-0ca2f0f1d383|APOTECA-PS,960,99471dac-02f2-4be3-b6cd-0ca2f0f1d383,APOTECA-PS,2026-07-27T07:34:27.482Z
961|acd8e7d8-3050-473b-a516-a10d9f0f66ec|Linac-153935,961,acd8e7d8-3050-473b-a516-a10d9f0f66ec,Linac-153935,2026-07-27T07:34:27.482Z
96|acd8e7d8-3050-473b-a516-a10d9f0f66ec|Linac-153935,96,acd8e7d8-3050-473b-a516-a10d9f0f66ec,Linac-153935,2026-07-27T07:34:27.482Z
94|dc36d94e-e0b1-470d-9000-bc8566f22d87|Linac-201110,94,dc36d94e-e0b1-470d-9000-bc8566f22d87,Linac-201110,2026-07-27T07:34:27.482Z
92||153038,92,,153038,2026-07-27T07:34:27.482Z
90|a42edbe1-2603-4ba4-b22f-35b213087dc1|Linac-154325,90,a42edbe1-2603-4ba4-b22f-35b213087dc1,Linac-154325,2026-07-27T07:34:27.482Z
89|733e2e48-14b8-404a-bba4-9a7bab024c64|153038,89,733e2e48-14b8-404a-bba4-9a7bab024c64,153038,2026-07-27T07:34:27.482Z
85|db404b6d-d8df-4035-a2fc-0c17c30cee82|Linac-105277,85,db404b6d-d8df-4035-a2fc-0c17c30cee82,Linac-105277,2026-07-27T07:34:27.482Z
83||Linac-153038,83,,Linac-153038,2026-07-27T07:34:27.482Z
81|acd8e7d8-3050-473b-a516-a10d9f0f66ec|Linac-153935,81,acd8e7d8-3050-473b-a516-a10d9f0f66ec,Linac-153935,2026-07-27T07:34:27.482Z
8|dbe9605b-e77d-48dc-b6bf-412f8857866e|2286,8,dbe9605b-e77d-48dc-b6bf-412f8857866e,2286,2026-07-27T07:34:27.482Z
76||153038,76,,153038,2026-07-27T07:34:27.482Z
74|a42edbe1-2603-4ba4-b22f-35b213087dc1|Linac-154325,74,a42edbe1-2603-4ba4-b22f-35b213087dc1,Linac-154325,2026-07-27T07:34:27.482Z
72|565f60ac-7261-446e-a9bd-fbbaf0b78493|Linac-151673,72,565f60ac-7261-446e-a9bd-fbbaf0b78493,Linac-151673,2026-07-27T07:34:27.482Z
70|8aedc5fd-0ea3-46ad-997c-25716de85bf8|Linac-201073,70,8aedc5fd-0ea3-46ad-997c-25716de85bf8,Linac-201073,2026-07-27T07:34:27.482Z
69||TPS-HCVB,69,,TPS-HCVB,2026-07-27T07:34:27.482Z
67|79344240-59be-4d93-a69a-0f5618066558|Linac-201172,67,79344240-59be-4d93-a69a-0f5618066558,Linac-201172,2026-07-27T07:34:27.482Z
63||153038,63,,153038,2026-07-27T07:34:27.482Z
61||Linac-152171,61,,Linac-152171,2026-07-27T07:34:27.482Z
6|dbe9605b-e77d-48dc-b6bf-412f8857866e|2286,6,dbe9605b-e77d-48dc-b6bf-412f8857866e,2286,2026-07-27T07:34:27.482Z
58||153038,58,,153038,2026-07-27T07:34:27.482Z
56|a42edbe1-2603-4ba4-b22f-35b213087dc1|Linac-154325,56,a42edbe1-2603-4ba4-b22f-35b213087dc1,Linac-154325,2026-07-27T07:34:27.482Z
50||TPS-FALP,50,,TPS-FALP,2026-07-27T07:34:27.482Z
49||LIAC-FALP,49,,LIAC-FALP,2026-07-27T07:34:27.482Z
47|565f60ac-7261-446e-a9bd-fbbaf0b78493|Linac-151673,47,565f60ac-7261-446e-a9bd-fbbaf0b78493,Linac-151673,2026-07-27T07:34:27.482Z
45|c67ffc1d-0363-43ac-b80c-43911a8b53eb|Linac-152280,45,c67ffc1d-0363-43ac-b80c-43911a8b53eb,Linac-152280,2026-07-27T07:34:27.482Z
43||153038,43,,153038,2026-07-27T07:34:27.482Z
4|dbe9605b-e77d-48dc-b6bf-412f8857866e|2286,4,dbe9605b-e77d-48dc-b6bf-412f8857866e,2286,2026-07-27T07:34:27.482Z
38|4ceb1f88-b175-4aad-9e6a-7f673aa237e4|TPS-HCVB,38,4ceb1f88-b175-4aad-9e6a-7f673aa237e4,TPS-HCVB,2026-07-27T07:34:27.482Z
36|565f60ac-7261-446e-a9bd-fbbaf0b78493|Linac-151673,36,565f60ac-7261-446e-a9bd-fbbaf0b78493,Linac-151673,2026-07-27T07:34:27.482Z
34|0f2acfc5-d1ed-486c-a5dd-70b423158057|Linac-152171,34,0f2acfc5-d1ed-486c-a5dd-70b423158057,Linac-152171,2026-07-27T07:34:27.482Z
32||TPS-FALP,32,,TPS-FALP,2026-07-27T07:34:27.482Z
32||OIS-FALP,32,,OIS-FALP,2026-07-27T07:34:27.482Z
30|45f0341d-0583-44f2-85e9-19a9a09905dc|PANASONIC-ISP,30,45f0341d-0583-44f2-85e9-19a9a09905dc,PANASONIC-ISP,2026-07-27T07:34:27.482Z
99|79344240-59be-4d93-a69a-0f5618066558|Linac-201172,99,79344240-59be-4d93-a69a-0f5618066558,Linac-201172,2026-07-27T07:34:27.482Z
97||153038,97,,153038,2026-07-27T07:34:27.482Z
95|79344240-59be-4d93-a69a-0f5618066558|Linac-201172,95,79344240-59be-4d93-a69a-0f5618066558,Linac-201172,2026-07-27T07:34:27.482Z
93|dc36d94e-e0b1-470d-9000-bc8566f22d87|Linac-201110,93,dc36d94e-e0b1-470d-9000-bc8566f22d87,Linac-201110,2026-07-27T07:34:27.482Z
91||153038,91,,153038,2026-07-27T07:34:27.482Z
9|dbe9605b-e77d-48dc-b6bf-412f8857866e|2286,9,dbe9605b-e77d-48dc-b6bf-412f8857866e,2286,2026-07-27T07:34:27.482Z
88|dc36d94e-e0b1-470d-9000-bc8566f22d87|Linac-201110,88,dc36d94e-e0b1-470d-9000-bc8566f22d87,Linac-201110,2026-07-27T07:34:27.482Z
84|565f60ac-7261-446e-a9bd-fbbaf0b78493|Linac-151673,84,565f60ac-7261-446e-a9bd-fbbaf0b78493,Linac-151673,2026-07-27T07:34:27.482Z
82|acd8e7d8-3050-473b-a516-a10d9f0f66ec|Linac-153935,82,acd8e7d8-3050-473b-a516-a10d9f0f66ec,Linac-153935,2026-07-27T07:34:27.482Z
80|acd8e7d8-3050-473b-a516-a10d9f0f66ec|Linac-153935,80,acd8e7d8-3050-473b-a516-a10d9f0f66ec,Linac-153935,2026-07-27T07:34:27.482Z
79||Linac-151673,79,,Linac-151673,2026-07-27T07:34:27.482Z
77|565f60ac-7261-446e-a9bd-fbbaf0b78493|Linac-151673,77,565f60ac-7261-446e-a9bd-fbbaf0b78493,Linac-151673,2026-07-27T07:34:27.482Z
75||153038,75,,153038,2026-07-27T07:34:27.482Z
73||OIS-FALP,73,,OIS-FALP,2026-07-27T07:34:27.482Z
71|acd8e7d8-3050-473b-a516-a10d9f0f66ec|Linac-153935,71,acd8e7d8-3050-473b-a516-a10d9f0f66ec,Linac-153935,2026-07-27T07:34:27.482Z
7|dbe9605b-e77d-48dc-b6bf-412f8857866e|2286,7,dbe9605b-e77d-48dc-b6bf-412f8857866e,2286,2026-07-27T07:34:27.482Z
68|a42edbe1-2603-4ba4-b22f-35b213087dc1|Linac-154325,68,a42edbe1-2603-4ba4-b22f-35b213087dc1,Linac-154325,2026-07-27T07:34:27.482Z
66||Linac-153038,66,,Linac-153038,2026-07-27T07:34:27.482Z
64|a42edbe1-2603-4ba4-b22f-35b213087dc1|Linac-154325,64,a42edbe1-2603-4ba4-b22f-35b213087dc1,Linac-154325,2026-07-27T07:34:27.482Z
60||OIS-FALP,60,,OIS-FALP,2026-07-27T07:34:27.482Z
59||Linac-153038,59,,Linac-153038,2026-07-27T07:34:27.482Z
57|a42edbe1-2603-4ba4-b22f-35b213087dc1|Linac-154325,57,a42edbe1-2603-4ba4-b22f-35b213087dc1,Linac-154325,2026-07-27T07:34:27.482Z
55||Linac-153038,55,,Linac-153038,2026-07-27T07:34:27.482Z
53||Linac-151673,53,,Linac-151673,2026-07-27T07:34:27.482Z
51|a42edbe1-2603-4ba4-b22f-35b213087dc1|Linac-154325,51,a42edbe1-2603-4ba4-b22f-35b213087dc1,Linac-154325,2026-07-27T07:34:27.482Z
5|dbe9605b-e77d-48dc-b6bf-412f8857866e|2286,5,dbe9605b-e77d-48dc-b6bf-412f8857866e,2286,2026-07-27T07:34:27.482Z
48|acd8e7d8-3050-473b-a516-a10d9f0f66ec|Linac-153935,48,acd8e7d8-3050-473b-a516-a10d9f0f66ec,Linac-153935,2026-07-27T07:34:27.482Z
46|0f2acfc5-d1ed-486c-a5dd-70b423158057|Linac-152171,46,0f2acfc5-d1ed-486c-a5dd-70b423158057,Linac-152171,2026-07-27T07:34:27.482Z
44||153038,44,,153038,2026-07-27T07:34:27.482Z
42|6b1c91f9-0f80-4ea2-937e-2f2c3cbe3387|OIS-HCVB,42,6b1c91f9-0f80-4ea2-937e-2f2c3cbe3387,OIS-HCVB,2026-07-27T07:34:27.482Z
37|565f60ac-7261-446e-a9bd-fbbaf0b78493|Linac-151673,37,565f60ac-7261-446e-a9bd-fbbaf0b78493,Linac-151673,2026-07-27T07:34:27.482Z
35|79344240-59be-4d93-a69a-0f5618066558|Linac-201172,35,79344240-59be-4d93-a69a-0f5618066558,Linac-201172,2026-07-27T07:34:27.482Z
33|a42edbe1-2603-4ba4-b22f-35b213087dc1|Linac-154325,33,a42edbe1-2603-4ba4-b22f-35b213087dc1,Linac-154325,2026-07-27T07:34:27.482Z
31||TPS-FALP,31,,TPS-FALP,2026-07-27T07:34:27.482Z
3|dbe9605b-e77d-48dc-b6bf-412f8857866e|2286,3,dbe9605b-e77d-48dc-b6bf-412f8857866e,2286,2026-07-27T07:34:27.482Z
29|6b1c91f9-0f80-4ea2-937e-2f2c3cbe3387|OIS-HCVB,29,6b1c91f9-0f80-4ea2-937e-2f2c3cbe3387,OIS-HCVB,2026-07-27T07:34:27.482Z
29|4ceb1f88-b175-4aad-9e6a-7f673aa237e4|TPS-HCVB,29,4ceb1f88-b175-4aad-9e6a-7f673aa237e4,TPS-HCVB,2026-07-27T07:34:27.482Z
27|565f60ac-7261-446e-a9bd-fbbaf0b78493|Linac-151673,27,565f60ac-7261-446e-a9bd-fbbaf0b78493,Linac-151673,2026-07-27T07:34:27.482Z
25||TPS-FALP,25,,TPS-FALP,2026-07-27T07:34:27.482Z
25||OIS-FALP,25,,OIS-FALP,2026-07-27T07:34:27.482Z
222|dc36d94e-e0b1-470d-9000-bc8566f22d87|Linac-201110,222,dc36d94e-e0b1-470d-9000-bc8566f22d87,Linac-201110,2026-07-27T07:34:27.482Z
220|3e5f26be-284b-4a99-a5b4-21dbef17daa0|Linac-151238,220,3e5f26be-284b-4a99-a5b4-21dbef17daa0,Linac-151238,2026-07-27T07:34:27.482Z
219|e574006d-2657-4c2b-9ccf-99c578b6b909|HDR_10806,219,e574006d-2657-4c2b-9ccf-99c578b6b909,HDR_10806,2026-07-27T07:34:27.482Z
217||Linac-152280,217,,Linac-152280,2026-07-27T07:34:27.482Z
215|a42edbe1-2603-4ba4-b22f-35b213087dc1|Linac-154325,215,a42edbe1-2603-4ba4-b22f-35b213087dc1,Linac-154325,2026-07-27T07:34:27.482Z
213||Linac-153038,213,,Linac-153038,2026-07-27T07:34:27.482Z
211|dc36d94e-e0b1-470d-9000-bc8566f22d87|Linac-201110,211,dc36d94e-e0b1-470d-9000-bc8566f22d87,Linac-201110,2026-07-27T07:34:27.482Z
21|dbe9605b-e77d-48dc-b6bf-412f8857866e|2286,21,dbe9605b-e77d-48dc-b6bf-412f8857866e,2286,2026-07-27T07:34:27.482Z
207||TPS-FALP,207,,TPS-FALP,2026-07-27T07:34:27.482Z
205|0f2acfc5-d1ed-486c-a5dd-70b423158057|Linac-152171,205,0f2acfc5-d1ed-486c-a5dd-70b423158057,Linac-152171,2026-07-27T07:34:27.482Z
203|0f2acfc5-d1ed-486c-a5dd-70b423158057|Linac-152171,203,0f2acfc5-d1ed-486c-a5dd-70b423158057,Linac-152171,2026-07-27T07:34:27.482Z
201|3e5f26be-284b-4a99-a5b4-21dbef17daa0|Linac-151238,201,3e5f26be-284b-4a99-a5b4-21dbef17daa0,Linac-151238,2026-07-27T07:34:27.482Z
20|dbe9605b-e77d-48dc-b6bf-412f8857866e|2286,20,dbe9605b-e77d-48dc-b6bf-412f8857866e,2286,2026-07-27T07:34:27.482Z
199|db404b6d-d8df-4035-a2fc-0c17c30cee82|Linac-105277,199,db404b6d-d8df-4035-a2fc-0c17c30cee82,Linac-105277,2026-07-27T07:34:27.482Z
197|acd8e7d8-3050-473b-a516-a10d9f0f66ec|Linac-153935,197,acd8e7d8-3050-473b-a516-a10d9f0f66ec,Linac-153935,2026-07-27T07:34:27.482Z
195|0f2acfc5-d1ed-486c-a5dd-70b423158057|Linac-152171,195,0f2acfc5-d1ed-486c-a5dd-70b423158057,Linac-152171,2026-07-27T07:34:27.482Z
193||Linac-154325,193,,Linac-154325,2026-07-27T07:34:27.482Z
191|733e2e48-14b8-404a-bba4-9a7bab024c64|153038,191,733e2e48-14b8-404a-bba4-9a7bab024c64,153038,2026-07-27T07:34:27.482Z
19|dbe9605b-e77d-48dc-b6bf-412f8857866e|2286,19,dbe9605b-e77d-48dc-b6bf-412f8857866e,2286,2026-07-27T07:34:27.482Z
188||153038,188,,153038,2026-07-27T07:34:27.482Z
186|733e2e48-14b8-404a-bba4-9a7bab024c64|153038,186,733e2e48-14b8-404a-bba4-9a7bab024c64,153038,2026-07-27T07:34:27.482Z
184||Linac-152280,184,,Linac-152280,2026-07-27T07:34:27.482Z
182|0f2acfc5-d1ed-486c-a5dd-70b423158057|Linac-152171,182,0f2acfc5-d1ed-486c-a5dd-70b423158057,Linac-152171,2026-07-27T07:34:27.482Z
180|a42edbe1-2603-4ba4-b22f-35b213087dc1|Linac-154325,180,a42edbe1-2603-4ba4-b22f-35b213087dc1,Linac-154325,2026-07-27T07:34:27.482Z
179||Linac-151673,179,,Linac-151673,2026-07-27T07:34:27.482Z
177|9870f78c-2ead-468b-bef5-882180a5b706|SIM-HCM,177,9870f78c-2ead-468b-bef5-882180a5b706,SIM-HCM,2026-07-27T07:34:27.482Z
175|a42edbe1-2603-4ba4-b22f-35b213087dc1|Linac-154325,175,a42edbe1-2603-4ba4-b22f-35b213087dc1,Linac-154325,2026-07-27T07:34:27.482Z
173|3e5f26be-284b-4a99-a5b4-21dbef17daa0|Linac-151238,173,3e5f26be-284b-4a99-a5b4-21dbef17daa0,Linac-151238,2026-07-27T07:34:27.482Z
171|a42edbe1-2603-4ba4-b22f-35b213087dc1|Linac-154325,171,a42edbe1-2603-4ba4-b22f-35b213087dc1,Linac-154325,2026-07-27T07:34:27.482Z
17||153038,17,,153038,2026-07-27T07:34:27.482Z
168|6b1c91f9-0f80-4ea2-937e-2f2c3cbe3387|OIS-HCVB,168,6b1c91f9-0f80-4ea2-937e-2f2c3cbe3387,OIS-HCVB,2026-07-27T07:34:27.482Z
166|3e5f26be-284b-4a99-a5b4-21dbef17daa0|Linac-151238,166,3e5f26be-284b-4a99-a5b4-21dbef17daa0,Linac-151238,2026-07-27T07:34:27.482Z
164|8aedc5fd-0ea3-46ad-997c-25716de85bf8|Linac-201073,164,8aedc5fd-0ea3-46ad-997c-25716de85bf8,Linac-201073,2026-07-27T07:34:27.482Z
162||153038,162,,153038,2026-07-27T07:34:27.482Z
160||Linac-153935,160,,Linac-153935,2026-07-27T07:34:27.482Z
159||Linac-154325,159,,Linac-154325,2026-07-27T07:34:27.482Z
157||OIS-HCVB,157,,OIS-HCVB,2026-07-27T07:34:27.482Z
151||Linac-153038,151,,Linac-153038,2026-07-27T07:34:27.482Z
15|dbe9605b-e77d-48dc-b6bf-412f8857866e|2286,15,dbe9605b-e77d-48dc-b6bf-412f8857866e,2286,2026-07-27T07:34:27.482Z
148|8aedc5fd-0ea3-46ad-997c-25716de85bf8|Linac-201073,148,8aedc5fd-0ea3-46ad-997c-25716de85bf8,Linac-201073,2026-07-27T07:34:27.482Z
146||153038,146,,153038,2026-07-27T07:34:27.482Z
28|565f60ac-7261-446e-a9bd-fbbaf0b78493|Linac-151673,28,565f60ac-7261-446e-a9bd-fbbaf0b78493,Linac-151673,2026-07-27T07:34:27.482Z
26|0f2acfc5-d1ed-486c-a5dd-70b423158057|Linac-152171,26,0f2acfc5-d1ed-486c-a5dd-70b423158057,Linac-152171,2026-07-27T07:34:27.482Z
24||TPS-FALP,24,,TPS-FALP,2026-07-27T07:34:27.482Z
24||OIS-FALP,24,,OIS-FALP,2026-07-27T07:34:27.482Z
226||Linac-153038,226,,Linac-153038,2026-07-27T07:34:27.482Z
22||TPS-FALP,22,,TPS-FALP,2026-07-27T07:34:27.482Z
214||Linac-152280,214,,Linac-152280,2026-07-27T07:34:27.482Z
212||Linac-153038,212,,Linac-153038,2026-07-27T07:34:27.482Z
210|a42edbe1-2603-4ba4-b22f-35b213087dc1|Linac-154325,210,a42edbe1-2603-4ba4-b22f-35b213087dc1,Linac-154325,2026-07-27T07:34:27.482Z
208|db404b6d-d8df-4035-a2fc-0c17c30cee82|Linac-105277,208,db404b6d-d8df-4035-a2fc-0c17c30cee82,Linac-105277,2026-07-27T07:34:27.482Z
206||Linac-153038,206,,Linac-153038,2026-07-27T07:34:27.482Z
204|c67ffc1d-0363-43ac-b80c-43911a8b53eb|Linac-152280,204,c67ffc1d-0363-43ac-b80c-43911a8b53eb,Linac-152280,2026-07-27T07:34:27.482Z
202|3e5f26be-284b-4a99-a5b4-21dbef17daa0|Linac-151238,202,3e5f26be-284b-4a99-a5b4-21dbef17daa0,Linac-151238,2026-07-27T07:34:27.482Z
200|a42edbe1-2603-4ba4-b22f-35b213087dc1|Linac-154325,200,a42edbe1-2603-4ba4-b22f-35b213087dc1,Linac-154325,2026-07-27T07:34:27.482Z
2|dbe9605b-e77d-48dc-b6bf-412f8857866e|2286,2,dbe9605b-e77d-48dc-b6bf-412f8857866e,2286,2026-07-27T07:34:27.482Z
198|0f2acfc5-d1ed-486c-a5dd-70b423158057|Linac-152171,198,0f2acfc5-d1ed-486c-a5dd-70b423158057,Linac-152171,2026-07-27T07:34:27.482Z
196|565f60ac-7261-446e-a9bd-fbbaf0b78493|Linac-151673,196,565f60ac-7261-446e-a9bd-fbbaf0b78493,Linac-151673,2026-07-27T07:34:27.482Z
194|db404b6d-d8df-4035-a2fc-0c17c30cee82|Linac-105277,194,db404b6d-d8df-4035-a2fc-0c17c30cee82,Linac-105277,2026-07-27T07:34:27.482Z
192||Linac-153038,192,,Linac-153038,2026-07-27T07:34:27.482Z
190|a42edbe1-2603-4ba4-b22f-35b213087dc1|Linac-154325,190,a42edbe1-2603-4ba4-b22f-35b213087dc1,Linac-154325,2026-07-27T07:34:27.482Z
189|a42edbe1-2603-4ba4-b22f-35b213087dc1|Linac-154325,189,a42edbe1-2603-4ba4-b22f-35b213087dc1,Linac-154325,2026-07-27T07:34:27.482Z
187|733e2e48-14b8-404a-bba4-9a7bab024c64|153038,187,733e2e48-14b8-404a-bba4-9a7bab024c64,153038,2026-07-27T07:34:27.482Z
183||Linac-152171,183,,Linac-152171,2026-07-27T07:34:27.482Z
181||TPS-FALP,181,,TPS-FALP,2026-07-27T07:34:27.482Z
18||153038,18,,153038,2026-07-27T07:34:27.482Z
178|dc36d94e-e0b1-470d-9000-bc8566f22d87|Linac-201110,178,dc36d94e-e0b1-470d-9000-bc8566f22d87,Linac-201110,2026-07-27T07:34:27.482Z
176||153038,176,,153038,2026-07-27T07:34:27.482Z
174|acd8e7d8-3050-473b-a516-a10d9f0f66ec|Linac-153935,174,acd8e7d8-3050-473b-a516-a10d9f0f66ec,Linac-153935,2026-07-27T07:34:27.482Z
172|6b1c91f9-0f80-4ea2-937e-2f2c3cbe3387|OIS-HCVB,172,6b1c91f9-0f80-4ea2-937e-2f2c3cbe3387,OIS-HCVB,2026-07-27T07:34:27.482Z
170||153038,170,,153038,2026-07-27T07:34:27.482Z
169|8aedc5fd-0ea3-46ad-997c-25716de85bf8|Linac-201073,169,8aedc5fd-0ea3-46ad-997c-25716de85bf8,Linac-201073,2026-07-27T07:34:27.482Z
167|acd8e7d8-3050-473b-a516-a10d9f0f66ec|Linac-153935,167,acd8e7d8-3050-473b-a516-a10d9f0f66ec,Linac-153935,2026-07-27T07:34:27.482Z
165||TPS-FALP,165,,TPS-FALP,2026-07-27T07:34:27.482Z
163|a42edbe1-2603-4ba4-b22f-35b213087dc1|Linac-154325,163,a42edbe1-2603-4ba4-b22f-35b213087dc1,Linac-154325,2026-07-27T07:34:27.482Z
161||TPS-FALP,161,,TPS-FALP,2026-07-27T07:34:27.482Z
16||TPS-FALP,16,,TPS-FALP,2026-07-27T07:34:27.482Z
158||TPS-INRAD,158,,TPS-INRAD,2026-07-27T07:34:27.482Z
156||OIS-HCVB,156,,OIS-HCVB,2026-07-27T07:34:27.482Z
152||Linac-153038,152,,Linac-153038,2026-07-27T07:34:27.482Z
150|45f0341d-0583-44f2-85e9-19a9a09905dc|PANASONIC-ISP,150,45f0341d-0583-44f2-85e9-19a9a09905dc,PANASONIC-ISP,2026-07-27T07:34:27.482Z
149||OIS-FALP,149,,OIS-FALP,2026-07-27T07:34:27.482Z
149||TPS-FALP,149,,TPS-FALP,2026-07-27T07:34:27.482Z
147|4e69f507-9eb6-40da-babe-3ef68a3a7656|TPS-UC,147,4e69f507-9eb6-40da-babe-3ef68a3a7656,TPS-UC,2026-07-27T07:34:27.482Z
145|0d5d3c9c-1b27-44ee-b82c-5e41bc11dfa3|OIS-ONCORAD,145,0d5d3c9c-1b27-44ee-b82c-5e41bc11dfa3,OIS-ONCORAD,2026-07-27T07:34:27.482Z
143||Linac-153038,143,,Linac-153038,2026-07-27T07:34:27.482Z
141||Linac-153935,141,,Linac-153935,2026-07-27T07:34:27.482Z
14|dbe9605b-e77d-48dc-b6bf-412f8857866e|2286,14,dbe9605b-e77d-48dc-b6bf-412f8857866e,2286,2026-07-27T07:34:27.482Z
139|565f60ac-7261-446e-a9bd-fbbaf0b78493|Linac-151673,139,565f60ac-7261-446e-a9bd-fbbaf0b78493,Linac-151673,2026-07-27T07:34:27.482Z
137||Linac-153935,137,,Linac-153935,2026-07-27T07:34:27.482Z
135||153038,135,,153038,2026-07-27T07:34:27.482Z
133||153038,133,,153038,2026-07-27T07:34:27.482Z
131||153038,131,,153038,2026-07-27T07:34:27.482Z
13|dbe9605b-e77d-48dc-b6bf-412f8857866e|2286,13,dbe9605b-e77d-48dc-b6bf-412f8857866e,2286,2026-07-27T07:34:27.482Z
128||153038,128,,153038,2026-07-27T07:34:27.482Z
126||Linac-152280,126,,Linac-152280,2026-07-27T07:34:27.482Z
124||153038,124,,153038,2026-07-27T07:34:27.482Z
122||153038,122,,153038,2026-07-27T07:34:27.482Z
120||153038,120,,153038,2026-07-27T07:34:27.482Z
119|db404b6d-d8df-4035-a2fc-0c17c30cee82|Linac-105277,119,db404b6d-d8df-4035-a2fc-0c17c30cee82,Linac-105277,2026-07-27T07:34:27.482Z
117||153038,117,,153038,2026-07-27T07:34:27.482Z
115||Linac-152171,115,,Linac-152171,2026-07-27T07:34:27.482Z
111|dc36d94e-e0b1-470d-9000-bc8566f22d87|Linac-201110,111,dc36d94e-e0b1-470d-9000-bc8566f22d87,Linac-201110,2026-07-27T07:34:27.482Z
11|dbe9605b-e77d-48dc-b6bf-412f8857866e|2286,11,dbe9605b-e77d-48dc-b6bf-412f8857866e,2286,2026-07-27T07:34:27.482Z
108||153038,108,,153038,2026-07-27T07:34:27.482Z
102|acd8e7d8-3050-473b-a516-a10d9f0f66ec|Linac-153935,102,acd8e7d8-3050-473b-a516-a10d9f0f66ec,Linac-153935,2026-07-27T07:34:27.482Z
100|a42edbe1-2603-4ba4-b22f-35b213087dc1|Linac-154325,100,a42edbe1-2603-4ba4-b22f-35b213087dc1,Linac-154325,2026-07-27T07:34:27.482Z
1|733e2e48-14b8-404a-bba4-9a7bab024c64|153038,1,733e2e48-14b8-404a-bba4-9a7bab024c64,153038,2026-07-27T07:34:27.482Z
138|24174a40-8e5e-4df7-9bfa-61b92b89337e|TPS-CAS,138,24174a40-8e5e-4df7-9bfa-61b92b89337e,TPS-CAS,2026-07-27T07:34:27.482Z
134|4e69f507-9eb6-40da-babe-3ef68a3a7656|TPS-UC,134,4e69f507-9eb6-40da-babe-3ef68a3a7656,TPS-UC,2026-07-27T07:34:27.482Z
132||153038,132,,153038,2026-07-27T07:34:27.482Z
130||153038,130,,153038,2026-07-27T07:34:27.482Z
129||Linac-152280,129,,Linac-152280,2026-07-27T07:34:27.482Z
127||TPS-FALP,127,,TPS-FALP,2026-07-27T07:34:27.482Z
125|c67ffc1d-0363-43ac-b80c-43911a8b53eb|Linac-152280,125,c67ffc1d-0363-43ac-b80c-43911a8b53eb,Linac-152280,2026-07-27T07:34:27.482Z
123|acd8e7d8-3050-473b-a516-a10d9f0f66ec|Linac-153935,123,acd8e7d8-3050-473b-a516-a10d9f0f66ec,Linac-153935,2026-07-27T07:34:27.482Z
121|a42edbe1-2603-4ba4-b22f-35b213087dc1|Linac-154325,121,a42edbe1-2603-4ba4-b22f-35b213087dc1,Linac-154325,2026-07-27T07:34:27.482Z
12|dbe9605b-e77d-48dc-b6bf-412f8857866e|2286,12,dbe9605b-e77d-48dc-b6bf-412f8857866e,2286,2026-07-27T07:34:27.482Z
118||TPS-FALP,118,,TPS-FALP,2026-07-27T07:34:27.482Z
116||153038,116,,153038,2026-07-27T07:34:27.482Z
114|24174a40-8e5e-4df7-9bfa-61b92b89337e|TPS-CAS,114,24174a40-8e5e-4df7-9bfa-61b92b89337e,TPS-CAS,2026-07-27T07:34:27.482Z
112|a42edbe1-2603-4ba4-b22f-35b213087dc1|Linac-154325,112,a42edbe1-2603-4ba4-b22f-35b213087dc1,Linac-154325,2026-07-27T07:34:27.482Z
110|a42edbe1-2603-4ba4-b22f-35b213087dc1|Linac-154325,110,a42edbe1-2603-4ba4-b22f-35b213087dc1,Linac-154325,2026-07-27T07:34:27.482Z
109||Linac-151673,109,,Linac-151673,2026-07-27T07:34:27.482Z
107||TPS-FALP,107,,TPS-FALP,2026-07-27T07:34:27.482Z
103||153038,103,,153038,2026-07-27T07:34:27.482Z
101|db404b6d-d8df-4035-a2fc-0c17c30cee82|Linac-105277,101,db404b6d-d8df-4035-a2fc-0c17c30cee82,Linac-105277,2026-07-27T07:34:27.482Z
10|dbe9605b-e77d-48dc-b6bf-412f8857866e|2286,10,dbe9605b-e77d-48dc-b6bf-412f8857866e,2286,2026-07-27T07:34:27.482Z
223|a42edbe1-2603-4ba4-b22f-35b213087dc1|Linac-154325,223,a42edbe1-2603-4ba4-b22f-35b213087dc1,Linac-154325,2026-07-27T07:34:27.482Z
224|acd8e7d8-3050-473b-a516-a10d9f0f66ec|Linac-153935,224,acd8e7d8-3050-473b-a516-a10d9f0f66ec,Linac-153935,2026-07-27T07:34:27.482Z
230||Linac-153038,230,,Linac-153038,2026-07-27T07:34:27.482Z
227|dc36d94e-e0b1-470d-9000-bc8566f22d87|Linac-201110,227,dc36d94e-e0b1-470d-9000-bc8566f22d87,Linac-201110,2026-07-27T07:34:27.482Z
