fieldbeat_task_id,linked_zendesk_ticket_id,task_type,priority,state,description,client_key,assigned_to,created_by,created_at,updated_at,start_time,duration_minutes,last_transition_at,finished_data_synced_at,created_in,extracted_at
943,,REQUERIMIENTO DEL CLIENTE,2,FINISHED,Toma de datos para nuevos viales #986744,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,acorbea,TOKEN|eyg:rcammalleri:WORKER,2021-01-29T14:31:52.827Z,2021-01-29T15:03:00.856Z,2021-01-29T11:30:00.000Z,60,2021-01-29T15:02:51.362Z,,APK,2026-08-06T07:59:39.429Z
944,,CORRECTIVA PROGRAMADA,2,FINISHED,Remplazo e instalación de base para Jeringa 50ml Sector 6 carrusel Apoteca Chemo #337657,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,acorbea,TOKEN|eyg:rcammalleri:WORKER,2021-01-29T14:33:49.374Z,2021-01-29T15:00:42.086Z,2021-01-29T11:30:00.000Z,120,2021-01-29T14:59:00.849Z,,APK,2026-08-06T07:59:39.429Z
951,,CORRECTIVA NO PROGRAMADA,2,FINISHED,Reemplazo PC TCS equipo braquiterapia Microselectron,FIELD_BEAT_CLIENT|76.746.730-3|CLÍNICA SANATORIO ALEMÁN (ONCORAD),ebecker,TOKEN|eyg:ebecker:WORKER,2021-02-04T17:56:03.735Z,2021-02-05T18:32:24.946Z,2021-01-25T11:30:00.000Z,120,2021-02-05T18:32:16.841Z,,APK,2026-08-06T07:59:39.429Z
952,,CORRECTIVA PROGRAMADA,2,FINISHED,Ajuste de Tasa de Energias ticket asociado #133274,FIELD_BEAT_CLIENT|61.606.500-9|HOSPITAL CARLOS VAN BUREN (SSVSA),jecheverria,TOKEN|eyg:jecheverria:WORKER,2021-02-05T20:39:50.992Z,2021-02-05T20:43:48.889Z,2021-02-05T19:30:00.000Z,120,2021-02-05T20:43:43.823Z,,APK,2026-08-06T07:59:39.429Z
953,,CORRECTIVA NO PROGRAMADA,2,FINISHED,FALLA DE MLC,FIELD_BEAT_CLIENT|76.746.730-3|CLÍNICA SANATORIO ALEMÁN (ONCORAD),ebecker,TOKEN|eyg:ebecker:WORKER,2021-02-06T17:10:04.916Z,2021-02-06T20:56:14.668Z,2021-02-03T11:30:00.000Z,120,2021-02-06T20:56:08.385Z,,APK,2026-08-06T07:59:39.429Z
954,,PREVENTIVA PROGRAMADA,2,FINISHED,interlocutor Leaves nota ready y2,FIELD_BEAT_CLIENT|61.607.901-8|SERVICIO DE SALUD DE MAGALLANES,raguila,TOKEN|eyg:raguila:WORKER,2021-02-07T22:02:28.184Z,2021-02-07T22:29:48.440Z,2021-02-07T19:30:00.000Z,240,2021-02-07T22:17:46.135Z,,APK,2026-08-06T07:59:39.429Z
955,,CORRECTIVA PROGRAMADA,2,FINISHED,Intermitencia en Linac Leaves not ready Y2,FIELD_BEAT_CLIENT|61.607.901-8|SERVICIO DE SALUD DE MAGALLANES,raguila,TOKEN|eyg:raguila:WORKER,2021-02-10T12:03:18.819Z,2021-02-10T12:17:35.737Z,2021-02-09T17:30:00.000Z,120,2021-02-10T12:15:00.544Z,,APK,2026-08-06T07:59:39.429Z
956,,CORRECTIVA NO PROGRAMADA,2,FINISHED,Falla Manilla Iview,FIELD_BEAT_CLIENT|76.746.730-3|CLÍNICA SANATORIO ALEMÁN (ONCORAD),ebecker,TOKEN|eyg:ebecker:WORKER,2021-02-10T12:19:55.655Z,2021-02-10T12:44:46.934Z,2021-02-10T11:30:00.000Z,120,2021-02-10T12:43:54.423Z,,APK,2026-08-06T07:59:39.429Z
957,,CORRECTIVA NO PROGRAMADA,2,FINISHED,ticket #596546 - Falla MLC / Equipo Detenido] de Centro Cáncer UC-Christus,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,acorbea,TOKEN|eyg:acorbea:WORKER,2021-02-10T13:59:38.289Z,2021-02-10T14:42:36.944Z,2021-02-10T11:00:00.000Z,120,2021-02-10T14:42:30.238Z,,APK,2026-08-06T07:59:39.429Z
958,,CORRECTIVA NO PROGRAMADA,2,FINISHED,Problemas de perfiles en energias de 6Mv y 10Mv,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,rguapache,TOKEN|eyg:rguapache:WORKER,2021-02-11T13:34:09.304Z,2021-02-11T16:11:46.596Z,2021-02-11T11:40:00.000Z,120,2021-02-11T16:11:37.234Z,,APK,2026-08-06T07:59:39.429Z
959,,INSTALACION - INTEGRACION,2,ARCHIVED,Cambiar conexion de PS3 de UPI a cable de RED,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,,TOKEN|eyg:jecheverria:WORKER,2021-02-12T21:50:35.616Z,2022-05-19T15:50:01.252Z,2021-02-12T06:00:00.000Z,240,2022-05-19T15:50:01.384Z,,APK,2026-08-06T07:59:39.429Z
960,,CORRECTIVA PROGRAMADA,2,FINISHED,Cambiar Conexion de PS3 Upi a cable de Red ticket asociaido # 486870,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,jecheverria,TOKEN|eyg:jecheverria:WORKER,2021-02-12T21:54:32.537Z,2021-02-12T22:02:07.364Z,2021-02-12T18:00:00.000Z,120,2021-02-12T22:01:59.478Z,,APK,2026-08-06T07:59:39.429Z
961,,PREVENTIVA PROGRAMADA,2,FINISHED,Mantenimiento Preventivo 2 meses,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,acorbea,TOKEN|eyg:acorbea:WORKER,2021-02-13T11:15:59.298Z,2021-02-13T15:54:23.031Z,2021-02-13T11:30:00.000Z,240,2021-02-13T15:54:14.634Z,,APK,2026-08-06T07:59:39.429Z
98,,PRUEBAS DE ACEPTACION,2,SCHEDULED,,FIELD_BEAT_CLIENT|61.606.500-9|HOSPITAL CARLOS VAN BUREN (SSVSA),,glopez,2018-11-09T10:38:53.741Z,2018-11-09T11:27:36.830Z,2018-11-12T20:00:00.000Z,120,2018-11-09T10:38:53.741Z,,WEB,2026-08-06T07:59:39.429Z
96,,CORRECTIVA PROGRAMADA,2,FINISHED,UPS de PCs de XVI y Hexapod,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,jecheverria,glopez,2018-11-07T20:12:23.762Z,2018-11-08T13:16:53.165Z,2018-11-08T10:00:00.000Z,120,2018-11-08T13:16:53.165Z,,WEB,2026-08-06T07:59:39.429Z
94,,CORRECTIVA PROGRAMADA,2,FINISHED,Falla movimiento de altura de camilla,FIELD_BEAT_CLIENT|76.746.730-3|CLÍNICA SANATORIO ALEMÁN (ONCORAD),mreyes,glopez,2018-11-06T19:47:18.002Z,2018-11-07T19:26:05.513Z,2018-11-06T11:00:40.513Z,120,2018-11-07T19:26:05.513Z,,WEB,2026-08-06T07:59:39.429Z
92,,CORRECTIVA NO PROGRAMADA,2,FINISHED,XVI: KV enable dropped,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,jecheverria,glopez,2018-11-05T12:17:28.188Z,2018-11-06T10:29:48.634Z,2018-11-05T12:30:56.143Z,120,2018-11-06T10:29:48.634Z,,WEB,2026-08-06T07:59:39.429Z
90,,CORRECTIVA PROGRAMADA,2,FINISHED,Limpieza de PCs de Sala de Control,FIELD_BEAT_CLIENT|61.606.500-9|HOSPITAL CARLOS VAN BUREN (SSVSA),mreyes,glopez,2018-10-30T13:17:53.315Z,2018-10-30T20:05:47.156Z,2018-10-30T14:00:01.725Z,120,2018-10-30T20:05:47.156Z,,WEB,2026-08-06T07:59:39.429Z
89,,CORRECTIVA NO PROGRAMADA,2,SCHEDULED,Prueba de Formulario v2,FIELD_BEAT_CLIENT||ACME,,glopez,2018-10-29T19:44:02.611Z,2018-10-29T20:09:12.888Z,2018-10-29T19:43:38.843Z,120,2018-10-29T20:09:12.888Z,,WEB,2026-08-06T07:59:39.429Z
87,,CORRECTIVA PROGRAMADA,2,FINISHED,Inspección de rutina de Cabezal Agility,FIELD_BEAT_CLIENT||UC CHRISTUS - CECA,scarcamo,scarcamo,2018-10-27T16:54:20.415Z,2018-10-27T16:59:26.135Z,2018-10-27T16:53:00.000Z,120,2018-10-27T16:59:26.135Z,,APK,2026-08-06T07:59:39.429Z
85,,CORRECTIVA PROGRAMADA,2,FINISHED,No esta funcionando bien el colimador.,FIELD_BEAT_CLIENT|76.105.383-3|TORRE MÉDICA - RANCAGUA,jecheverria,glopez,2018-10-25T14:08:30.291Z,2018-10-25T15:28:04.170Z,2018-10-25T13:00:46.822Z,120,2018-10-25T15:28:04.170Z,,WEB,2026-08-06T07:59:39.429Z
83,,CORRECTIVA PROGRAMADA,2,FINISHED,Problemas al Intercambiar Cassettes de Filtros y Colimadores de Tubo RX de XVI,FIELD_BEAT_CLIENT||FUNDACION ARTURO LOPEZ PEREZ,scarcamo,scarcamo,2018-10-24T11:44:51.384Z,2018-10-24T11:49:17.372Z,2018-10-24T11:43:00.000Z,120,2018-10-24T11:49:17.372Z,,APK,2026-08-06T07:59:39.429Z
81,,CORRECTIVA NO PROGRAMADA,2,FINISHED,Interlock en Agility,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,scarcamo,glopez,2018-10-23T16:31:59.262Z,2018-10-23T17:14:45.276Z,2018-10-23T14:30:20.166Z,120,2018-10-23T17:14:45.276Z,,WEB,2026-08-06T07:59:39.429Z
8,,PREVENTIVA PROGRAMADA,2,FINISHED,Prueba,FIELD_BEAT_CLIENT|76089058-8|EYG MEDICAL SYSTEMS LTDA.,mreyes,glopez,2018-08-21T12:17:38.776Z,2018-08-21T12:53:07.472Z,2018-08-21T12:17:08.389Z,240,2018-08-21T12:53:07.472Z,,WEB,2026-08-06T07:59:39.429Z
78,,CORRECTIVA PROGRAMADA,3,FINISHED,CAMBIO MAGNETRON POR FALLA,FIELD_BEAT_CLIENT||UC CHRISTUS - CECA,mreyes,mreyes,2018-10-20T21:24:56.695Z,2018-10-21T00:08:15.120Z,2018-10-20T11:30:00.000Z,120,2018-10-21T00:08:15.120Z,,APK,2026-08-06T07:59:39.429Z
76,,CORRECTIVA NO PROGRAMADA,2,FINISHED,Interlock Thy Grid,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,jecheverria,glopez,2018-10-18T10:39:49.137Z,2018-10-18T11:16:48.516Z,2018-10-18T10:20:54.188Z,120,2018-10-18T11:16:48.516Z,,WEB,2026-08-06T07:59:39.429Z
74,,CORRECTIVA PROGRAMADA,2,FINISHED,Reparación Audio CCTV Búnker,FIELD_BEAT_CLIENT|61.606.500-9|HOSPITAL CARLOS VAN BUREN (SSVSA),mreyes,glopez,2018-10-16T14:37:42.930Z,2018-10-16T18:21:28.625Z,2018-10-10T14:00:00.000Z,120,2018-10-16T18:21:28.625Z,,WEB,2026-08-06T07:59:39.429Z
72,,CORRECTIVA PROGRAMADA,2,FINISHED,Chequeo Mov. iView,FIELD_BEAT_CLIENT|96.770.100-9|CLINICA ALEMANA DE SANTIAGO,mreyes,glopez,2018-10-10T15:28:54.703Z,2018-10-12T20:46:56.257Z,2018-10-12T20:00:00.000Z,120,2018-10-12T20:46:56.257Z,,WEB,2026-08-06T07:59:39.429Z
70,,PREVENTIVA PROGRAMADA,2,FINISHED,PM,FIELD_BEAT_CLIENT|96.606.750-0|CLÍNICA ALEMANA DE TEMUCO,mreyes,glopez,2018-10-10T15:15:23.409Z,2018-10-26T21:00:58.153Z,2018-10-26T12:00:00.000Z,240,2018-10-26T21:00:58.153Z,,WEB,2026-08-06T07:59:39.429Z
69,,ASISTENCIA REMOTA,2,FINISHED,"Cliente Reporta Lentitud de Monaco al trabajar con planes de pacientes, especialmente con el Paciente de Control de Calidad MATRIXX.
Además se reporta problemas con herramienta de contorneo EZ Sketch",FIELD_BEAT_CLIENT|61.606.500-9|HOSPITAL CARLOS VAN BUREN (SSVSA),scarcamo,scarcamo,2018-10-09T19:27:37.609Z,2018-10-09T19:35:35.651Z,2018-10-09T16:00:00.000Z,150,2018-10-09T19:35:35.651Z,,APK,2026-08-06T07:59:39.429Z
67,,CORRECTIVA PROGRAMADA,2,FINISHED,Problema longitudinal movimiento camilla,FIELD_BEAT_CLIENT|96.757.430-9|INRAD,mreyes,glopez,2018-10-05T13:17:50.962Z,2018-10-05T16:37:53.749Z,2018-10-05T13:45:00.000Z,120,2018-10-05T16:37:53.749Z,,WEB,2026-08-06T07:59:39.429Z
65,,CORRECTIVA PROGRAMADA,2,SCHEDULED,Anulada,FIELD_BEAT_CLIENT|61.606.500-9|HOSPITAL CARLOS VAN BUREN (SSVSA),,glopez,2018-10-03T12:45:47.315Z,2018-10-03T12:48:51.399Z,2018-10-02T21:00:00.000Z,0,2018-10-03T12:45:47.315Z,,WEB,2026-08-06T07:59:39.429Z
63,,PREVENTIVA PROGRAMADA,2,FINISHED,Mantención Preventiva Día 2,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,mreyes,glopez,2018-09-28T18:32:43.895Z,2018-10-11T00:03:01.729Z,2018-10-10T19:30:00.000Z,300,2018-10-11T00:03:01.729Z,,WEB,2026-08-06T07:59:39.429Z
61,,ASISTENCIA REMOTA,2,FINISHED,Configuración Dicom de XVI a HDRplus,FIELD_BEAT_CLIENT|96.770.100-9|CLINICA ALEMANA DE SANTIAGO,rcammalleri,rcammalleri,2018-09-28T16:56:11.225Z,2018-09-28T17:12:50.447Z,2018-09-28T14:45:00.000Z,15,2018-09-28T17:12:50.447Z,,APK,2026-08-06T07:59:39.429Z
6,,CORRECTIVA NO PROGRAMADA,2,FINISHED,Tarea de Prueba,FIELD_BEAT_CLIENT|76089058-8|EYG MEDICAL SYSTEMS LTDA.,rcammalleri,glopez,2018-08-21T11:48:18.050Z,2018-08-21T12:32:44.824Z,2018-08-21T11:47:57.173Z,120,2018-08-21T12:32:44.824Z,,WEB,2026-08-06T07:59:39.429Z
58,,CORRECTIVA PROGRAMADA,2,FINISHED,Interlock 2TI Crtl,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,scarcamo,glopez,2018-09-25T13:53:36.764Z,2018-09-25T15:48:04.702Z,2018-09-25T10:30:43.481Z,240,2018-09-25T15:48:04.702Z,,WEB,2026-08-06T07:59:39.429Z
56,,CORRECTIVA PROGRAMADA,2,SCHEDULED,Touchguard Panel iView,FIELD_BEAT_CLIENT|61.606.500-9|HOSPITAL CARLOS VAN BUREN (SSVSA),,glopez,2018-09-24T15:04:05.666Z,2018-09-24T15:45:43.796Z,2018-09-20T12:00:00.000Z,120,2018-09-24T15:45:43.796Z,,WEB,2026-08-06T07:59:39.429Z
54,,CORRECTIVA NO PROGRAMADA,3,FINISHED,Thyratron Grid Error,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,rcammalleri,rcammalleri,2018-09-24T12:19:03.246Z,2018-09-24T12:29:17.765Z,2018-09-24T10:50:00.000Z,120,2018-09-24T12:29:17.765Z,,APK,2026-08-06T07:59:39.429Z
52,,ASISTENCIA REMOTA,2,FINISHED,Monaco 2 se cuelga al cargar planes de pacientes.,FIELD_BEAT_CLIENT|96.770.100-9|CLINICA ALEMANA DE SANTIAGO,scarcamo,scarcamo,2018-09-20T19:02:42.898Z,2018-09-20T19:09:12.398Z,2018-09-20T18:00:00.000Z,60,2018-09-20T19:09:12.398Z,,APK,2026-08-06T07:59:39.429Z
50,,INSTALACION - INTEGRACION,2,FINISHED,Instalación Memorias Servers,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,rcammalleri,glopez,2018-09-14T15:17:26.085Z,2018-12-03T13:07:17.052Z,2018-11-24T11:00:00.000Z,240,2018-12-03T13:07:17.052Z,,WEB,2026-08-06T07:59:39.429Z
49,,PREVENTIVA PROGRAMADA,2,SCHEDULED,PM LIAC y cambio Piezas,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,,glopez,2018-09-14T12:23:00.791Z,2019-08-05T15:24:31.778Z,2018-12-18T11:00:00.000Z,1440,2019-08-05T15:24:31.778Z,,WEB,2026-08-06T07:59:39.429Z
47,,CORRECTIVA PROGRAMADA,2,SCHEDULED,Cambio Freno iView,FIELD_BEAT_CLIENT|96.770.100-9|CLINICA ALEMANA DE SANTIAGO,,glopez,2018-09-14T12:18:21.238Z,2019-02-18T18:08:13.840Z,2018-09-28T19:00:00.000Z,180,2019-02-18T18:08:13.840Z,,WEB,2026-08-06T07:59:39.429Z
45,,CORRECTIVA PROGRAMADA,2,FINISHED,Mantención Óptica MLC,FIELD_BEAT_CLIENT|61.607.901-8|SERVICIO DE SALUD DE MAGALLANES,raguila,glopez,2018-09-14T12:08:02.182Z,2018-11-17T13:30:05.255Z,2018-11-16T19:00:00.000Z,240,2018-11-17T13:30:05.255Z,,WEB,2026-08-06T07:59:39.429Z
43,,CORRECTIVA PROGRAMADA,2,FINISHED,Error 2TI Ctrl,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,scarcamo,glopez,2018-09-14T12:02:08.554Z,2018-09-21T00:05:56.311Z,2018-09-20T22:30:00.000Z,120,2018-09-21T00:05:56.311Z,,WEB,2026-08-06T07:59:39.429Z
41,,ASISTENCIA REMOTA,3,FINISHED,Licencia Bloqueada de Mosaiq Sequencer en Synergy,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,scarcamo,scarcamo,2018-09-11T13:14:47.561Z,2018-09-11T13:22:17.921Z,2018-09-11T11:51:00.000Z,,2018-09-11T13:22:17.921Z,,APK,2026-08-06T07:59:39.429Z
4,,CORRECTIVA PROGRAMADA,2,FINISHED,Tarea de Prueba,FIELD_BEAT_CLIENT|76089058-8|EYG MEDICAL SYSTEMS LTDA.,mreyes,glopez,2018-08-21T11:47:12.525Z,2018-08-21T12:15:28.162Z,2018-08-21T11:46:50.653Z,120,2018-08-21T12:15:28.162Z,,WEB,2026-08-06T07:59:39.429Z
38,,CORRECTIVA NO PROGRAMADA,2,FINISHED,Asistencia Remota Elekta Latam para Monaco,FIELD_BEAT_CLIENT|61.606.500-9|HOSPITAL CARLOS VAN BUREN (SSVSA),rcammalleri,glopez,2018-09-05T17:46:16.012Z,2018-09-05T18:39:33.134Z,2018-09-04T19:00:00.000Z,120,2018-09-05T18:39:33.134Z,,WEB,2026-08-06T07:59:39.429Z
36,,PREVENTIVA PROGRAMADA,2,FINISHED,Mantención Preventiva NorAgility,FIELD_BEAT_CLIENT|96.770.100-9|CLINICA ALEMANA DE SANTIAGO,mreyes,glopez,2018-09-05T10:20:27.293Z,2018-09-10T12:14:43.260Z,2018-09-07T16:00:00.000Z,240,2018-09-10T12:14:43.260Z,,WEB,2026-08-06T07:59:39.429Z
34,,CORRECTIVA PROGRAMADA,2,FINISHED,Ajuste horario equipos de Linac,FIELD_BEAT_CLIENT|96.770.100-9|CLINICA ALEMANA DE SANTIAGO,rcammalleri,glopez,2018-09-04T12:30:12.315Z,2018-09-04T17:52:32.451Z,2018-09-04T15:00:21.247Z,120,2018-09-04T17:52:32.451Z,,WEB,2026-08-06T07:59:39.429Z
32,,CORRECTIVA PROGRAMADA,2,FINISHED,"Plan de Cambio de Memoria RTP99, revisión de Tape Loader, cambio de Cintas LTO5 y revisión de UPS:
- Cambio de Memoria en RTP99
- Cambio de Cintas LTO5 y etiquetado de cintas
- Revisión técnica de la unidad de cintas
- Configuración de pool de cintas
- Elaboración de nuevo calendario de respaldo
- Comprobación de tareas
- Revisión de UPS HP
- Rectificación de configuración de Power Protector
- Verificación de operatividad de Servidores Mosaiq y TPS
- Acompañamiento en actividades de chequeo de operatividad de sistemas por parte de usuarios de RT FALP
",FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,rcammalleri,glopez,2018-08-31T11:34:53.346Z,2018-09-03T10:58:34.267Z,2018-09-01T11:00:00.000Z,240,2018-09-03T10:58:34.267Z,,WEB,2026-08-06T07:59:39.429Z
30,,PREVENTIVA PROGRAMADA,2,FINISHED,MANTENCIÓN PREVENTIVA EQUIPO PANASONIC,FIELD_BEAT_CLIENT|61.605.000-1|INSTITUTO DE SALUD PUBLICA (ISP),jecheverria,glopez,2018-08-30T19:35:45.030Z,2018-09-05T16:07:04.387Z,2018-09-05T12:30:00.000Z,240,2018-09-05T16:07:04.387Z,,WEB,2026-08-06T07:59:39.429Z
99,,PREVENTIVA PROGRAMADA,2,FINISHED,Mantención Preventiva,FIELD_BEAT_CLIENT|96.757.430-9|INRAD,mreyes,glopez,2018-11-09T11:04:56.801Z,2018-11-09T15:20:33.076Z,2018-11-09T13:00:00.000Z,240,2018-11-09T15:20:33.076Z,,WEB,2026-08-06T07:59:39.429Z
97,,CORRECTIVA PROGRAMADA,2,FINISHED,Ajuste láser con la luz de campo,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,scarcamo,glopez,2018-11-09T10:36:54.546Z,2018-11-09T22:39:38.161Z,2018-11-09T21:30:23.034Z,120,2018-11-09T22:39:38.161Z,,WEB,2026-08-06T07:59:39.429Z
95,,CORRECTIVA PROGRAMADA,2,FINISHED,Interlock en Movimiento Longitudinal de camilla,FIELD_BEAT_CLIENT|96.757.430-9|INRAD,jecheverria,glopez,2018-11-07T19:29:55.020Z,2018-11-07T19:43:04.177Z,2018-11-06T12:00:00.000Z,120,2018-11-07T19:43:04.177Z,,WEB,2026-08-06T07:59:39.429Z
93,,PREVENTIVA PROGRAMADA,2,FINISHED,Mantención Preventiva,FIELD_BEAT_CLIENT|76.746.730-3|CLÍNICA SANATORIO ALEMÁN (ONCORAD),mreyes,glopez,2018-11-06T15:57:21.364Z,2018-11-07T19:19:54.074Z,2018-11-06T11:30:43.294Z,240,2018-11-07T19:19:54.074Z,,WEB,2026-08-06T07:59:39.429Z
91,,CORRECTIVA PROGRAMADA,2,FINISHED,Interlock Table Clutch,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,jecheverria,glopez,2018-10-30T21:31:17.650Z,2018-10-31T00:22:55.274Z,2018-10-30T22:15:48.869Z,120,2018-10-31T00:22:55.274Z,,WEB,2026-08-06T07:59:39.429Z
9,,CORRECTIVA PROGRAMADA,2,FINISHED,Calibración Lectura Gantry NorAgility - CAS,FIELD_BEAT_CLIENT|76089058-8|EYG MEDICAL SYSTEMS LTDA.,mreyes,glopez,2018-08-21T13:05:38.517Z,2018-08-21T16:28:10.149Z,2018-08-21T15:45:37.976Z,120,2018-08-21T16:28:10.149Z,,WEB,2026-08-06T07:59:39.429Z
88,,CORRECTIVA NO PROGRAMADA,2,FINISHED,Interlock MLC ,FIELD_BEAT_CLIENT|76.746.730-3|CLÍNICA SANATORIO ALEMÁN (ONCORAD),mreyes,glopez,2018-10-29T14:42:03.719Z,2018-10-29T14:55:11.730Z,2018-10-29T14:25:18.838Z,120,2018-10-29T14:55:11.730Z,,WEB,2026-08-06T07:59:39.429Z
86,,ASISTENCIA REMOTA,2,FINISHED,Pérdida de enlace a ruta de PDF entre Planificadores y Mosaiq,FIELD_BEAT_CLIENT||FUNDACION ARTURO LOPEZ PEREZ,scarcamo,scarcamo,2018-10-25T20:48:16.391Z,2018-10-25T20:50:18.254Z,2018-10-25T20:47:00.000Z,60,2018-10-25T20:50:18.254Z,,APK,2026-08-06T07:59:39.429Z
84,,CORRECTIVA PROGRAMADA,2,FINISHED,Tarjeta panel iViewGT,FIELD_BEAT_CLIENT|96.770.100-9|CLINICA ALEMANA DE SANTIAGO,jecheverria,glopez,2018-10-24T18:36:29.351Z,2018-10-25T10:38:40.971Z,2018-10-24T20:15:53.923Z,120,2018-10-25T10:38:40.971Z,,WEB,2026-08-06T07:59:39.429Z
82,,CORRECTIVA NO PROGRAMADA,2,FINISHED,Interlock en Agility,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,scarcamo,glopez,2018-10-23T21:30:54.801Z,2018-10-24T02:38:35.967Z,2018-10-23T20:30:09.505Z,120,2018-10-24T02:38:35.967Z,,WEB,2026-08-06T07:59:39.429Z
80,,CORRECTIVA NO PROGRAMADA,2,FINISHED,Interlock vacio gun,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,mreyes,glopez,2018-10-22T20:35:49.453Z,2018-10-22T21:16:07.141Z,2018-10-22T18:00:04.334Z,120,2018-10-22T21:16:07.141Z,,WEB,2026-08-06T07:59:39.429Z
79,,CORRECTIVA NO PROGRAMADA,3,FINISHED,Falla Panel XVI NorAgiity,FIELD_BEAT_CLIENT||CLINICA ALEMANA DE SANTIAGO,jecheverria,jecheverria,2018-10-22T15:34:43.261Z,2018-10-22T16:02:46.707Z,2018-10-22T15:30:00.000Z,120,2018-10-22T16:02:46.707Z,,APK,2026-08-06T07:59:39.429Z
77,,CORRECTIVA PROGRAMADA,2,FINISHED,ASU de camilla fuera de tolerancia,FIELD_BEAT_CLIENT|96.770.100-9|CLINICA ALEMANA DE SANTIAGO,mreyes,glopez,2018-10-18T15:18:38.416Z,2018-10-18T17:39:03.691Z,2018-10-18T15:00:50.247Z,120,2018-10-18T17:39:03.691Z,,WEB,2026-08-06T07:59:39.429Z
75,,CORRECTIVA NO PROGRAMADA,2,FINISHED,Ajuste tasa de 10 MV por Intellimax,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,jecheverria,glopez,2018-10-17T11:10:56.500Z,2018-10-17T12:42:14.688Z,2018-10-17T10:30:00.000Z,120,2018-10-17T12:42:14.688Z,,WEB,2026-08-06T07:59:39.429Z
73,,PREVENTIVA PROGRAMADA,2,FINISHED,Reinicio Servidores por cambios UPS Sala Servidores,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,rcammalleri,glopez,2018-10-12T21:14:52.246Z,2018-10-16T11:57:12.243Z,2018-10-13T14:00:00.000Z,240,2018-10-16T11:57:12.243Z,,WEB,2026-08-06T07:59:39.429Z
71,,PREVENTIVA PROGRAMADA,2,SCHEDULED,FCO Agility,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,,glopez,2018-10-10T15:19:12.133Z,2018-11-16T20:59:47.802Z,2018-11-24T11:00:00.000Z,240,2018-11-16T20:58:29.965Z,,WEB,2026-08-06T07:59:39.429Z
7,,CORRECTIVA NO PROGRAMADA,2,FINISHED,Tarea de Prueba,FIELD_BEAT_CLIENT|76089058-8|EYG MEDICAL SYSTEMS LTDA.,scarcamo,glopez,2018-08-21T11:48:54.431Z,2018-08-21T12:11:43.342Z,2018-08-21T11:48:30.998Z,120,2018-08-21T12:11:43.342Z,,WEB,2026-08-06T07:59:39.429Z
68,,CORRECTIVA NO PROGRAMADA,2,FINISHED,Inhibit Thy.Grid,FIELD_BEAT_CLIENT|61.606.500-9|HOSPITAL CARLOS VAN BUREN (SSVSA),jecheverria,glopez,2018-10-09T11:26:26.850Z,2018-10-09T14:22:41.567Z,2018-10-09T11:00:10.316Z,180,2018-10-09T14:22:41.567Z,,WEB,2026-08-06T07:59:39.429Z
66,,PREVENTIVA PROGRAMADA,2,FINISHED,Mantenimiento Preventivo Bimensual - Fase 1,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,scarcamo,scarcamo,2018-10-04T00:56:49.501Z,2018-10-04T01:01:20.682Z,2018-10-03T21:30:00.000Z,240,2018-10-04T01:01:20.682Z,,APK,2026-08-06T07:59:39.429Z
