lifecycle_event_id,fieldbeat_task_id,event_date,client_key,client_name,equipment_internal_id,equipment_uuid,task_type,task_state,technician_names,linked_zendesk_ticket_id,used_part_id,raw_part_identifier,part_name,quantity,dolibarr_product_id,dolibarr_ref,dolibarr_label,match_status,match_method,match_confidence,replacement_event_inferred,event_type_inferred,task_equipment_count,association_confidence_score,association_confidence_label,association_confidence_factors,after_hours_minutes,business_minutes,calculation_status,calculation_notes
2444_153038_2444|2|0|5555,2444,2024-05-08T15:37:00.000Z,FIELD_BEAT_CLIENT|61.606.500-9|ACME,ACME,153038,,Guia de Despacho - Entrega de items o insumos a terceros,FINISHED,acorbea,,2444|2|0|5555,5555,,,,,,NO_MATCH,NONE,0,false,UNKNOWN,1,20,Insuficiente,task con 1 solo equipo asociado | sin match Dolibarr confiable (NO_MATCH),0,30,OK,repuesto sin match confiable en Dolibarr (match_status=NO_MATCH) - excluido del cálculo de intervalos
2445_APOTECA-CHEMO_2445|2|0|n/a,2445,2024-05-08T18:19:00.000Z,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,FUNDACION ARTURO LOPEZ PEREZ,APOTECA-CHEMO,,Guia de Despacho - Entrega de items o insumos a terceros,FINISHED,acorbea,,2445|2|0|n/a,n/a,,,,,,PLACEHOLDER_VALUE,PLACEHOLDER_REJECTED,0,false,UNKNOWN,1,20,Insuficiente,task con 1 solo equipo asociado | sin match Dolibarr confiable (PLACEHOLDER_VALUE),0,30,OK,repuesto sin match confiable en Dolibarr (match_status=PLACEHOLDER_VALUE) - excluido del cálculo de intervalos
2446_APOTECA-CHEMO_2446|3|0|128338,2446,2024-05-09T12:30:00.000Z,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,FUNDACION ARTURO LOPEZ PEREZ,APOTECA-CHEMO,,PREVENTIVA PROGRAMADA,FINISHED,rcammalleri,,2446|3|0|128338,128338,Filtro 519 H14,,11194,128338,Air filter 519 (EN1822-1 Class H14),MATCHED,REF_EXACT,1,true,PREVENTIVE_REPLACEMENT_LIKELY,1,100,Alta,task con 1 solo equipo asociado | match Dolibarr exacto/alias (REF_EXACT),0,240,OK,
2446_APOTECA-CHEMO_2446|5|0|2455263,2446,2024-05-09T12:30:00.000Z,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,FUNDACION ARTURO LOPEZ PEREZ,APOTECA-CHEMO,,PREVENTIVA PROGRAMADA,FINISHED,rcammalleri,,2446|5|0|2455263,2455263,Filter Bag (Canister),,11937,2455263,Filter Bag with elastic corde for fixing filter bag,MATCHED,REF_EXACT,1,true,PREVENTIVE_REPLACEMENT_LIKELY,1,100,Alta,task con 1 solo equipo asociado | match Dolibarr exacto/alias (REF_EXACT),0,240,OK,
2446_APOTECA-CHEMO_2446|4|0|019149,2446,2024-05-09T12:30:00.000Z,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,FUNDACION ARTURO LOPEZ PEREZ,APOTECA-CHEMO,,PREVENTIVA PROGRAMADA,FINISHED,rcammalleri,,2446|4|0|019149,019149,Filtro Canister,,11225,019149,Annual Maintenance Kit,MATCHED,REF_EXACT,1,true,PREVENTIVE_REPLACEMENT_LIKELY,1,100,Alta,task con 1 solo equipo asociado | match Dolibarr exacto/alias (REF_EXACT),0,240,OK,
2446_APOTECA-CHEMO_2446|2|0|2327189,2446,2024-05-09T12:30:00.000Z,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,FUNDACION ARTURO LOPEZ PEREZ,APOTECA-CHEMO,,PREVENTIVA PROGRAMADA,FINISHED,rcammalleri,,2446|2|0|2327189,2327189,Lámparas UV,,11193,2327189,UV Lamp,MATCHED,REF_EXACT,1,true,PREVENTIVE_REPLACEMENT_LIKELY,1,100,Alta,task con 1 solo equipo asociado | match Dolibarr exacto/alias (REF_EXACT),0,240,OK,
2446_APOTECA-CHEMO_2446|6|0|129530,2446,2024-05-09T12:30:00.000Z,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,FUNDACION ARTURO LOPEZ PEREZ,APOTECA-CHEMO,,PREVENTIVA PROGRAMADA,FINISHED,rcammalleri,,2446|6|0|129530,129530,Elastic Belt for Air Filter,,11198,129530,Elastic belt for air filter,MATCHED,REF_EXACT,1,true,PREVENTIVE_REPLACEMENT_LIKELY,1,100,Alta,task con 1 solo equipo asociado | match Dolibarr exacto/alias (REF_EXACT),0,240,OK,
2448_Linac-154325_2448|2|0|1515098,2448,2024-05-09T19:00:00.000Z,FIELD_BEAT_CLIENT|61.606.500-9|HOSPITAL CARLOS VAN BUREN (SSVSA),HOSPITAL CARLOS VAN BUREN (SSVSA),Linac-154325,,CORRECTIVA PROGRAMADA,FINISHED,jecheverria,133,2448|2|0|1515098,1515098,"Bomba ionica , sello 114 mm cobre",1,10374,1515098,ION PUMP - SPARE,MATCHED,REF_EXACT,1,true,CORRECTIVE_REPLACEMENT_LIKELY,1,100,Alta,task con 1 solo equipo asociado | match Dolibarr exacto/alias (REF_EXACT),0,120,OK,
2449_Linac-154325_2449|2|0|SN,2449,2024-05-09T21:30:00.000Z,FIELD_BEAT_CLIENT|61.606.500-9|HOSPITAL CARLOS VAN BUREN (SSVSA),HOSPITAL CARLOS VAN BUREN (SSVSA),Linac-154325,,CORRECTIVA PROGRAMADA,FINISHED,jecheverria,,2449|2|0|SN,SN,no hay,0,,,,PLACEHOLDER_VALUE,PLACEHOLDER_REJECTED,0,true,CORRECTIVE_REPLACEMENT_LIKELY,1,20,Insuficiente,task con 1 solo equipo asociado | sin match Dolibarr confiable (PLACEHOLDER_VALUE),0,60,OK,repuesto sin match confiable en Dolibarr (match_status=PLACEHOLDER_VALUE) - excluido del cálculo de intervalos
2453_LINAC-153038_2453|2|0|1018265,2453,2024-05-10T22:00:00.000Z,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,FUNDACION ARTURO LOPEZ PEREZ,LINAC-153038,,PREVENTIVA PROGRAMADA,FINISHED,rguapache,,2453|2|0|1018265,1018265,FRU Z MOTOR BRUSH SET,1,11961,1018265_proveedor_local,"Proveedor Local, FRU MOTOR BRUSH SET (ELECTROCRAFT)",MATCHED,REF_LIKE,0.5,true,PREVENTIVE_REPLACEMENT_LIKELY,1,85,Alta,task con 1 solo equipo asociado | match Dolibarr por método débil (REF_LIKE),150,30,OK,
2455_Linac-109256_2455|3|0|n/a,2455,2024-05-13T20:45:00.000Z,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - SCA,UC CHRISTUS - SCA,Linac-109256,,CORRECTIVA PROGRAMADA,FINISHED,acorbea,128,2455|3|0|n/a,n/a,n/a,,,,,PLACEHOLDER_VALUE,PLACEHOLDER_REJECTED,0,true,CORRECTIVE_REPLACEMENT_LIKELY,1,20,Insuficiente,task con 1 solo equipo asociado | sin match Dolibarr confiable (PLACEHOLDER_VALUE),15,105,OK,repuesto sin match confiable en Dolibarr (match_status=PLACEHOLDER_VALUE) - excluido del cálculo de intervalos
2458_Linac-109374_2458|2|0|1534958,2458,2024-05-13T21:53:00.000Z,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,UC CHRISTUS - CECA,Linac-109374,,CORRECTIVA NO PROGRAMADA,FINISHED,mabreu,159,2458|2|0|1534958,1534958,"KIT, SPARES, LEAF MOTOR",1,11034,1534958,Leaf motor spares kit,MATCHED,REF_EXACT,1,true,CORRECTIVE_REPLACEMENT_LIKELY,1,100,Alta,task con 1 solo equipo asociado | match Dolibarr exacto/alias (REF_EXACT),83,37,OK,
2460_LINAC-153038_2460|2|0|1564281,2460,2024-05-14T22:49:00.000Z,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,FUNDACION ARTURO LOPEZ PEREZ,LINAC-153038,,CORRECTIVA PROGRAMADA,FINISHED,ccarrasquel,711824,2460|2|0|1564281,1564281,"pcb assy, wedge cont ",1,10764,1021309___1564281,"PCB ASSY, WEDGE CONTROL",MATCHED,REF_LIKE,0.5,true,CORRECTIVE_REPLACEMENT_LIKELY,1,85,Alta,task con 1 solo equipo asociado | match Dolibarr por método débil (REF_LIKE),23,45,OK,
2464_Linac-109374_2464|2|0|n/a,2464,2024-05-16T17:50:00.000Z,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,UC CHRISTUS - CECA,Linac-109374,,CORRECTIVA PROGRAMADA,FINISHED,acorbea,148,2464|2|0|n/a,n/a,Micro,1,,,,PLACEHOLDER_VALUE,PLACEHOLDER_REJECTED,0,true,CORRECTIVE_REPLACEMENT_LIKELY,1,20,Insuficiente,task con 1 solo equipo asociado | sin match Dolibarr confiable (PLACEHOLDER_VALUE),0,120,OK,repuesto sin match confiable en Dolibarr (match_status=PLACEHOLDER_VALUE) - excluido del cálculo de intervalos
2466_Linac-109256_2466|3|0|45133308244,2466,2024-05-17T16:31:00.000Z,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - SCA,UC CHRISTUS - SCA,Linac-109256,,CORRECTIVA NO PROGRAMADA,FINISHED,mabreu,168,2466|3|0|45133308244,45133308244,CABLE ASSEMBLY,1,12053,45133308244,"Cable, Varian IPCU to Varian ion pump",MATCHED,REF_EXACT,1,true,CORRECTIVE_REPLACEMENT_LIKELY,1,100,Alta,task con 1 solo equipo asociado | match Dolibarr exacto/alias (REF_EXACT),0,120,OK,
2466_Linac-109256_2466|4|0|1024939,2466,2024-05-17T16:31:00.000Z,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - SCA,UC CHRISTUS - SCA,Linac-109256,,CORRECTIVA NO PROGRAMADA,FINISHED,mabreu,168,2466|4|0|1024939,1024939,"ASSY, 40X40X10MM FAN",1,10776,1024939,"ASSY, 40X40X10MM FAN, HEATSINK",MATCHED,REF_EXACT,1,true,CORRECTIVE_REPLACEMENT_LIKELY,1,100,Alta,task con 1 solo equipo asociado | match Dolibarr exacto/alias (REF_EXACT),0,120,OK,
2466_Linac-109256_2466|2|0|1527814,2466,2024-05-17T16:31:00.000Z,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - SCA,UC CHRISTUS - SCA,Linac-109256,,CORRECTIVA NO PROGRAMADA,FINISHED,mabreu,168,2466|2|0|1527814,1527814,"PSU, ION PUMP",1,11929,1527814,"PSU, ION PUMP",MATCHED,REF_EXACT,1,true,CORRECTIVE_REPLACEMENT_LIKELY,1,100,Alta,task con 1 solo equipo asociado | match Dolibarr exacto/alias (REF_EXACT),0,120,OK,
2467_Linac-109374_2467|3|0|1011030,2467,2024-05-17T20:39:00.000Z,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,UC CHRISTUS - CECA,Linac-109374,,CORRECTIVA PROGRAMADA,FINISHED,ccarrasquel,168,2467|3|0|1011030,1011030,"LENS, COLLIMATOR",1,11035,1011030,"Lens, Collimator",MATCHED,REF_EXACT,1,true,CORRECTIVE_REPLACEMENT_LIKELY,1,100,Alta,task con 1 solo equipo asociado | match Dolibarr exacto/alias (REF_EXACT),9,111,OK,
2467_Linac-109374_2467|5|0|1527044,2467,2024-05-17T20:39:00.000Z,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,UC CHRISTUS - CECA,Linac-109374,,CORRECTIVA PROGRAMADA,FINISHED,ccarrasquel,168,2467|5|0|1527044,1527044,programmed pcb assy router,1,,,,NO_MATCH,NONE,0,true,CORRECTIVE_REPLACEMENT_LIKELY,1,20,Insuficiente,task con 1 solo equipo asociado | sin match Dolibarr confiable (NO_MATCH),9,111,OK,repuesto sin match confiable en Dolibarr (match_status=NO_MATCH) - excluido del cálculo de intervalos
2467_Linac-109374_2467|4|0|1565768,2467,2024-05-17T20:39:00.000Z,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,UC CHRISTUS - CECA,Linac-109374,,CORRECTIVA PROGRAMADA,FINISHED,ccarrasquel,168,2467|4|0|1565768,1565768,pcb assy camera ccu,1,10151,1565768,"(CCU) PCB ASSY, CAM CID8726DX9 AGI",MATCHED,REF_EXACT,1,true,CORRECTIVE_REPLACEMENT_LIKELY,1,100,Alta,task con 1 solo equipo asociado | match Dolibarr exacto/alias (REF_EXACT),9,111,OK,
2467_Linac-109374_2467|2|0|1557545,2467,2024-05-17T20:39:00.000Z,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,UC CHRISTUS - CECA,Linac-109374,,CORRECTIVA PROGRAMADA,FINISHED,ccarrasquel,168,2467|2|0|1557545,1557545,CAMERA DX9,1,12192,1557545,"Camera, DX9",MATCHED,REF_EXACT,1,true,CORRECTIVE_REPLACEMENT_LIKELY,1,100,Alta,task con 1 solo equipo asociado | match Dolibarr exacto/alias (REF_EXACT),9,111,OK,
2467_Linac-109374_2467|7|0|1565836,2467,2024-05-17T20:39:00.000Z,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,UC CHRISTUS - CECA,Linac-109374,,CORRECTIVA PROGRAMADA,FINISHED,ccarrasquel,168,2467|7|0|1565836,1565836,kit spare dlg braker,2,10983,1565836,"KIT, SPARES, DLG BRAKE",MATCHED,REF_EXACT,1,true,CORRECTIVE_REPLACEMENT_LIKELY,1,100,Alta,task con 1 solo equipo asociado | match Dolibarr exacto/alias (REF_EXACT),9,111,OK,
2467_Linac-109374_2467|6|0|1502613,2467,2024-05-17T20:39:00.000Z,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,UC CHRISTUS - CECA,Linac-109374,,CORRECTIVA PROGRAMADA,FINISHED,ccarrasquel,168,2467|6|0|1502613,1502613,"mod kit, láser ODI lámp ",1,10994,1502613,Laser ODI Spares Kit,MATCHED,REF_EXACT,1,true,CORRECTIVE_REPLACEMENT_LIKELY,1,100,Alta,task con 1 solo equipo asociado | match Dolibarr exacto/alias (REF_EXACT),9,111,OK,
2468_Linac-109256_2468|2|0|1010848,2468,2024-05-17T20:00:00.000Z,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - SCA,UC CHRISTUS - SCA,Linac-109256,,CORRECTIVA NO PROGRAMADA,FINISHED,acorbea,170,2468|2|0|1010848,1010848,"mirror assembly, optics (mylar)",1,11037,1010848,"Mirror assembly, optics (Agility)",MATCHED,REF_EXACT,1,true,CORRECTIVE_REPLACEMENT_LIKELY,1,100,Alta,task con 1 solo equipo asociado | match Dolibarr exacto/alias (REF_EXACT),0,120,OK,
2472_INC-INFINITY01_2472|2|0|1517657,2472,2024-05-22T15:15:00.000Z,FIELD_BEAT_CLIENT|61.608.404-6|Instituto Nacional del Cáncer (INC),Instituto Nacional del Cáncer (INC),INC-INFINITY01,,CORRECTIVA PROGRAMADA,FINISHED,ccarrasquel,180,2472|2|0|1517657,1517657,"PCB assy, Leaf Motor Drive",1,10701,1517657,"PCB ASSY, LEAF MOTOR DRIVE - 1 Only",MATCHED,REF_EXACT,1,true,CORRECTIVE_REPLACEMENT_LIKELY,1,100,Alta,task con 1 solo equipo asociado | match Dolibarr exacto/alias (REF_EXACT),0,120,OK,
2473_Linac-151673_2473|2|0|1534958,2473,2024-05-22T16:42:00.000Z,FIELD_BEAT_CLIENT|96.770.100-9|CLINICA ALEMANA DE SANTIAGO,CLINICA ALEMANA DE SANTIAGO,Linac-151673,,CORRECTIVA NO PROGRAMADA,FINISHED,acorbea,,2473|2|0|1534958,1534958,"kit, spares, leaf motor",1,11034,1534958,Leaf motor spares kit,MATCHED,REF_EXACT,1,true,CORRECTIVE_REPLACEMENT_LIKELY,1,100,Alta,task con 1 solo equipo asociado | match Dolibarr exacto/alias (REF_EXACT),0,120,OK,
2475_Linac-109256_2475|3|0|45133164412,2475,2024-05-22T22:00:00.000Z,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - SCA,UC CHRISTUS - SCA,Linac-109256,,CORRECTIVA NO PROGRAMADA,FINISHED,acorbea,181,2475|3|0|45133164412,45133164412,"Fine potetiometer, 20k, si gle turno",1,10990,4513316441202U,"Potentiometer, 20k, 1 turn Fine",MATCHED,REF_LIKE,0.5,true,CORRECTIVE_REPLACEMENT_LIKELY,1,85,Alta,task con 1 solo equipo asociado | match Dolibarr por método débil (REF_LIKE),90,30,OK,
2475_Linac-109256_2475|2|0|4513316442101T,2475,2024-05-22T22:00:00.000Z,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - SCA,UC CHRISTUS - SCA,Linac-109256,,CORRECTIVA NO PROGRAMADA,FINISHED,acorbea,181,2475|2|0|4513316442101T,4513316442101T,"potentiometer, 20k,10T",2,10986,4513316442101T,"Potentiometer, 20k, 10 turns Coarse/Check",MATCHED,REF_EXACT,1,true,CORRECTIVE_REPLACEMENT_LIKELY,1,100,Alta,task con 1 solo equipo asociado | match Dolibarr exacto/alias (REF_EXACT),90,30,OK,
2477_Linac-109256_2477|2|0|1018265,2477,2024-05-28T19:15:00.000Z,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - SCA,UC CHRISTUS - SCA,Linac-109256,,CORRECTIVA PROGRAMADA,FINISHED,acorbea,184,2477|2|0|1018265,1018265,fru z motor brush set (electrocraft),1,11961,1018265_proveedor_local,"Proveedor Local, FRU MOTOR BRUSH SET (ELECTROCRAFT)",MATCHED,REF_LIKE,0.5,true,CORRECTIVE_REPLACEMENT_LIKELY,1,85,Alta,task con 1 solo equipo asociado | match Dolibarr por método débil (REF_LIKE),0,120,OK,
2478_Linac-154325_2478|2|0|1541744,2478,2024-05-29T13:42:00.000Z,FIELD_BEAT_CLIENT|61.606.500-9|HOSPITAL CARLOS VAN BUREN (SSVSA),HOSPITAL CARLOS VAN BUREN (SSVSA),Linac-154325,,CORRECTIVA NO PROGRAMADA,FINISHED,jecheverria,455550,2478|2|0|1541744,1541744,HAND HELD CONTROLLER,1,11817,1541744,"FRU KIT, HAND HELD CONTROLLER",MATCHED,REF_EXACT,1,true,CORRECTIVE_REPLACEMENT_LIKELY,1,100,Alta,task con 1 solo equipo asociado | match Dolibarr exacto/alias (REF_EXACT),120,0,OK,
2481_Linac-201110_2481|2|0|,2481,2024-05-30T18:17:00.000Z,FIELD_BEAT_CLIENT|76.746.730-3|CLÍNICA SANATORIO ALEMÁN (ONCORAD),CLÍNICA SANATORIO ALEMÁN (ONCORAD),Linac-201110,,CORRECTIVA NO PROGRAMADA,FINISHED,ebecker,,2481|2|0|,,N/A,,,,,PLACEHOLDER_VALUE,PLACEHOLDER_REJECTED,0,true,CORRECTIVE_REPLACEMENT_LIKELY,1,20,Insuficiente,task con 1 solo equipo asociado | sin match Dolibarr confiable (PLACEHOLDER_VALUE),0,120,OK,repuesto sin match confiable en Dolibarr (match_status=PLACEHOLDER_VALUE) - excluido del cálculo de intervalos
2482_Linac-109256_2482|2|0|n/a,2482,2024-05-30T21:00:00.000Z,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - SCA,UC CHRISTUS - SCA,Linac-109256,,CORRECTIVA PROGRAMADA,FINISHED,acorbea,181,2482|2|0|n/a,n/a,n/a,,,,,PLACEHOLDER_VALUE,PLACEHOLDER_REJECTED,0,true,CORRECTIVE_REPLACEMENT_LIKELY,1,20,Insuficiente,task con 1 solo equipo asociado | sin match Dolibarr confiable (PLACEHOLDER_VALUE),50,90,OK,repuesto sin match confiable en Dolibarr (match_status=PLACEHOLDER_VALUE) - excluido del cálculo de intervalos
2483_INC-INFINITY01_2483|3|0|4513341184601H,2483,2024-05-31T00:49:00.000Z,FIELD_BEAT_CLIENT|61.608.404-6|Instituto Nacional del Cáncer (INC),Instituto Nacional del Cáncer (INC),INC-INFINITY01,,CORRECTIVA PROGRAMADA,FINISHED,ccarrasquel,198,2483|3|0|4513341184601H,4513341184601H,"cable assy, PL5 to SK5A",1,11694,45133411846,"CABLE ASSY, PL5 TO SK5A",MATCHED,REF_LIKE,0.5,true,CORRECTIVE_REPLACEMENT_LIKELY,1,85,Alta,task con 1 solo equipo asociado | match Dolibarr por método débil (REF_LIKE),120,0,OK,
2483_INC-INFINITY01_2483|4|0|4513341220301G,2483,2024-05-31T00:49:00.000Z,FIELD_BEAT_CLIENT|61.608.404-6|Instituto Nacional del Cáncer (INC),Instituto Nacional del Cáncer (INC),INC-INFINITY01,,CORRECTIVA PROGRAMADA,FINISHED,ccarrasquel,198,2483|4|0|4513341220301G,4513341220301G,cable T-GUARD and LAT motor,1,11693,4513341220301G,"CABLE, T-GUARD AND LAT MOTOR",MATCHED,REF_EXACT,1,true,CORRECTIVE_REPLACEMENT_LIKELY,1,100,Alta,task con 1 solo equipo asociado | match Dolibarr exacto/alias (REF_EXACT),120,0,OK,
2483_INC-INFINITY01_2483|2|0|4513341185001U,2483,2024-05-31T00:49:00.000Z,FIELD_BEAT_CLIENT|61.608.404-6|Instituto Nacional del Cáncer (INC),Instituto Nacional del Cáncer (INC),INC-INFINITY01,,CORRECTIVA PROGRAMADA,FINISHED,ccarrasquel,198,2483|2|0|4513341185001U,4513341185001U,"cable assy, PL9 to SK9A 1/2 ",1,11682,4513341185001U,"Cable Assy, Pl9 to S",MATCHED,REF_EXACT,1,true,CORRECTIVE_REPLACEMENT_LIKELY,1,100,Alta,task con 1 solo equipo asociado | match Dolibarr exacto/alias (REF_EXACT),120,0,OK,
2484_Linac-154325_2484|2|0|45133308730,2484,2024-05-31T10:30:00.000Z,FIELD_BEAT_CLIENT|61.606.500-9|HOSPITAL CARLOS VAN BUREN (SSVSA),HOSPITAL CARLOS VAN BUREN (SSVSA),Linac-154325,,CORRECTIVA PROGRAMADA,FINISHED,jecheverria,,2484|2|0|45133308730,45133308730,HH RECEIVER UNIT,1,12139,45133308730,HHC reciever unit MK2,MATCHED,REF_EXACT,1,true,CORRECTIVE_REPLACEMENT_LIKELY,1,100,Alta,task con 1 solo equipo asociado | match Dolibarr exacto/alias (REF_EXACT),68,0,OK,
2486_Linac-109374_2486|2|0|1534958,2486,2024-05-31T13:09:00.000Z,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,UC CHRISTUS - CECA,Linac-109374,,CORRECTIVA NO PROGRAMADA,FINISHED,mabreu,199,2486|2|0|1534958,1534958,"KIT, SPARE, LEAF MOTOR DRIVE",1,11034,1534958,Leaf motor spares kit,MATCHED,REF_EXACT,1,true,CORRECTIVE_REPLACEMENT_LIKELY,1,100,Alta,task con 1 solo equipo asociado | match Dolibarr exacto/alias (REF_EXACT),90,90,OK,
2487_Linac-153935_2487|2|0|1534958,2487,2024-05-31T21:30:00.000Z,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,UC CHRISTUS - CECA,Linac-153935,,CORRECTIVA NO PROGRAMADA,FINISHED,rguapache,,2487|2|0|1534958,1534958,"Kit, spares, leaf motor",1,11034,1534958,Leaf motor spares kit,MATCHED,REF_EXACT,1,true,CORRECTIVE_REPLACEMENT_LIKELY,1,100,Alta,task con 1 solo equipo asociado | match Dolibarr exacto/alias (REF_EXACT),60,60,OK,
2490_Linac-109374_2490|2|0|n/a,2490,2024-06-04T16:45:00.000Z,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,UC CHRISTUS - CECA,Linac-109374,,REQUERIMIENTO DEL CLIENTE,FINISHED,acorbea,42,2490|2|0|n/a,n/a,n/a,,,,,PLACEHOLDER_VALUE,PLACEHOLDER_REJECTED,0,false,UNKNOWN,1,20,Insuficiente,task con 1 solo equipo asociado | sin match Dolibarr confiable (PLACEHOLDER_VALUE),0,51,OK,repuesto sin match confiable en Dolibarr (match_status=PLACEHOLDER_VALUE) - excluido del cálculo de intervalos
2491_Linac-153935_2491|2|0|45133902974,2491,2024-06-05T18:27:00.000Z,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,UC CHRISTUS - CECA,Linac-153935,,CORRECTIVA NO PROGRAMADA,FINISHED,mabreu,194,2491|2|0|45133902974,45133902974,"PCB ASSY, MOVEMENTS ENABLE",1,10837,45133902974,"PCB ASSY,MOVEMENTS ENABLE (HME)",MATCHED,REF_EXACT,1,true,CORRECTIVE_REPLACEMENT_LIKELY,1,100,Alta,task con 1 solo equipo asociado | match Dolibarr exacto/alias (REF_EXACT),0,61,OK,
2492_Linac-109256_2492|2|0|N/A,2492,2024-06-05T23:41:00.000Z,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - SCA,UC CHRISTUS - SCA,Linac-109256,,CORRECTIVA NO PROGRAMADA,FINISHED,mabreu,211,2492|2|0|N/A,N/A,DIODO IN 5822,1,,,,PLACEHOLDER_VALUE,PLACEHOLDER_REJECTED,0,true,CORRECTIVE_REPLACEMENT_LIKELY,1,20,Insuficiente,task con 1 solo equipo asociado | sin match Dolibarr confiable (PLACEHOLDER_VALUE),120,0,OK,repuesto sin match confiable en Dolibarr (match_status=PLACEHOLDER_VALUE) - excluido del cálculo de intervalos
2495_Linac-109256_2495|2|0|n/a,2495,2024-06-07T11:00:00.000Z,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - SCA,UC CHRISTUS - SCA,Linac-109256,,ASISTENCIA REMOTA,FINISHED,acorbea,,2495|2|0|n/a,n/a,n/a,,,,,PLACEHOLDER_VALUE,PLACEHOLDER_REJECTED,0,false,UNKNOWN,1,20,Insuficiente,task con 1 solo equipo asociado | sin match Dolibarr confiable (PLACEHOLDER_VALUE),30,0,OK,repuesto sin match confiable en Dolibarr (match_status=PLACEHOLDER_VALUE) - excluido del cálculo de intervalos
2497_INC-INFINITY01_2497|2|0|4513316442301M,2497,2024-06-07T21:52:00.000Z,FIELD_BEAT_CLIENT|61.608.404-6|Instituto Nacional del Cáncer (INC),Instituto Nacional del Cáncer (INC),INC-INFINITY01,,PREVENTIVA PROGRAMADA,FINISHED,ccarrasquel,,2497|2|0|4513316442301M,4513316442301M,filter element 5 micra,2,10312,4513316442301M,FILTER ELEMENT 5 MICRON,MATCHED,REF_EXACT,1,true,PREVENTIVE_REPLACEMENT_LIKELY,1,100,Alta,task con 1 solo equipo asociado | match Dolibarr exacto/alias (REF_EXACT),202,38,OK,
2500_Linac-153935_2500|2|0|1502613,2500,2024-06-10T22:00:00.000Z,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,UC CHRISTUS - CECA,Linac-153935,,CORRECTIVA PROGRAMADA,FINISHED,acorbea,175,2500|2|0|1502613,1502613,"Spares Kit, distance",1,10994,1502613,Laser ODI Spares Kit,MATCHED,REF_EXACT,1,true,CORRECTIVE_REPLACEMENT_LIKELY,1,100,Alta,task con 1 solo equipo asociado | match Dolibarr exacto/alias (REF_EXACT),90,30,OK,
2501_Linac-153935_2501|2|0|no hay,2501,2024-06-10T22:00:00.000Z,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,UC CHRISTUS - CECA,Linac-153935,,CORRECTIVA PROGRAMADA,FINISHED,raguila,214,2501|2|0|no hay,no hay,no hay,0,,,,NO_MATCH,NONE,0,true,CORRECTIVE_REPLACEMENT_LIKELY,1,20,Insuficiente,task con 1 solo equipo asociado | sin match Dolibarr confiable (NO_MATCH),90,30,OK,repuesto sin match confiable en Dolibarr (match_status=NO_MATCH) - excluido del cálculo de intervalos
