equipment_internal_id,client_name,dolibarr_ref,dolibarr_label,previous_event_date,current_event_date,interval_days,interval_months,previous_fieldbeat_task_id,current_fieldbeat_task_id,event_count_for_machine_part,association_confidence_score,match_confidence,interval_confidence_score,interval_confidence_label,interval_confidence_factors,interval_status
APOTECA-CHEMO,FUNDACION ARTURO LOPEZ PEREZ,129530,Elastic belt for air filter,,2024-05-09T12:30:00.000Z,,,,2446,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-109374,UC CHRISTUS - CECA,1534958,Leaf motor spares kit,2024-05-13T21:53:00.000Z,2024-05-31T13:09:00.000Z,18,0.58,2458,2486,4,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-109374,UC CHRISTUS - CECA,1534958,Leaf motor spares kit,2024-05-31T13:09:00.000Z,2024-08-09T19:33:00.000Z,70,2.31,2486,2592,4,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-109374,UC CHRISTUS - CECA,1534958,Leaf motor spares kit,2024-08-09T19:33:00.000Z,2026-06-27T17:25:00.000Z,687,22.57,2592,3778,4,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
LINAC-153038,FUNDACION ARTURO LOPEZ PEREZ,1021309___1564281,"PCB ASSY, WEDGE CONTROL",2024-05-14T22:49:00.000Z,2025-03-21T19:21:00.000Z,311,10.21,2460,2951,2,85,0.5,85,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-109256,UC CHRISTUS - SCA,45133308244,"Cable, Varian IPCU to Varian ion pump",,2024-05-17T16:31:00.000Z,,,,2466,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-109256,UC CHRISTUS - SCA,1024939,"ASSY, 40X40X10MM FAN, HEATSINK",2024-05-17T16:31:00.000Z,2025-03-19T18:52:00.000Z,306,10.06,2466,2946,2,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-109256,UC CHRISTUS - SCA,1527814,"PSU, ION PUMP",2024-05-17T16:31:00.000Z,2025-03-25T20:33:00.000Z,312,10.26,2466,2957,2,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-109374,UC CHRISTUS - CECA,1011030,"Lens, Collimator",,2024-05-17T20:39:00.000Z,,,,2467,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-109374,UC CHRISTUS - CECA,1565768,"(CCU) PCB ASSY, CAM CID8726DX9 AGI",2024-05-17T20:39:00.000Z,2024-06-19T19:42:00.000Z,33,1.08,2467,2518,3,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-109374,UC CHRISTUS - CECA,1565768,"(CCU) PCB ASSY, CAM CID8726DX9 AGI",2024-06-19T19:42:00.000Z,2026-06-30T20:03:00.000Z,741,24.34,2518,3780,3,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-109374,UC CHRISTUS - CECA,1557545,"Camera, DX9",,2024-05-17T20:39:00.000Z,,,,2467,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-109374,UC CHRISTUS - CECA,1565836,"KIT, SPARES, DLG BRAKE",,2024-05-17T20:39:00.000Z,,,,2467,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-109374,UC CHRISTUS - CECA,1502613,Laser ODI Spares Kit,2024-05-17T20:39:00.000Z,2024-12-13T20:51:00.000Z,210,6.9,2467,2787,4,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-109374,UC CHRISTUS - CECA,1502613,Laser ODI Spares Kit,2024-12-13T20:51:00.000Z,2026-02-25T10:42:00.000Z,439,14.41,2787,3551,4,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-109374,UC CHRISTUS - CECA,1502613,Laser ODI Spares Kit,2026-02-25T10:42:00.000Z,2026-06-17T13:00:00.000Z,112,3.68,3551,3760,4,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-109256,UC CHRISTUS - SCA,1010848,"Mirror assembly, optics (Agility)",,2024-05-17T20:00:00.000Z,,,,2468,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-109256,UC CHRISTUS - SCA,4513316441202U,"Potentiometer, 20k, 1 turn Fine",2024-05-22T22:00:00.000Z,2024-06-17T17:51:00.000Z,26,0.85,2475,2513,2,93,1,93,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-109256,UC CHRISTUS - SCA,4513316442101T,"Potentiometer, 20k, 10 turns Coarse/Check",,2024-05-22T22:00:00.000Z,,,,2475,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
INC-INFINITY01,Instituto Nacional del Cáncer (INC),45133411846,"CABLE ASSY, PL5 TO SK5A",,2024-05-31T00:49:00.000Z,,,,2483,1,85,0.5,85,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
INC-INFINITY01,Instituto Nacional del Cáncer (INC),4513341220301G,"CABLE, T-GUARD AND LAT MOTOR",,2024-05-31T00:49:00.000Z,,,,2483,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
INC-INFINITY01,Instituto Nacional del Cáncer (INC),4513341185001U,"Cable Assy, Pl9 to S",,2024-05-31T00:49:00.000Z,,,,2483,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-154325,HOSPITAL CARLOS VAN BUREN (SSVSA),45133308730,HHC reciever unit MK2,,2024-05-31T10:30:00.000Z,,,,2484,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-153935,UC CHRISTUS - CECA,45133902974,"PCB ASSY,MOVEMENTS ENABLE (HME)",,2024-06-05T18:27:00.000Z,,,,2491,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-109256,UC CHRISTUS - SCA,1541744,"FRU KIT, HAND HELD CONTROLLER",2024-06-11T20:00:00.000Z,2024-11-27T13:30:00.000Z,169,5.54,2505,2754,2,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-151673,CLINICA ALEMANA DE SANTIAGO,1517657,"PCB ASSY, LEAF MOTOR DRIVE - 1 Only",,2024-06-13T12:45:00.000Z,,,,2507,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-109374,UC CHRISTUS - CECA,1554784,Camera cable,,2024-06-18T22:16:00.000Z,,,,2517,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-109374,UC CHRISTUS - CECA,1564298,Diaphragm/DLG PCB,2024-06-24T23:26:00.000Z,2024-06-25T16:25:00.000Z,1,0.02,2527,2528,4,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-109374,UC CHRISTUS - CECA,1564298,Diaphragm/DLG PCB,2024-06-25T16:25:00.000Z,2024-08-09T19:33:00.000Z,45,1.48,2528,2592,4,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-109374,UC CHRISTUS - CECA,1564298,Diaphragm/DLG PCB,2024-08-09T19:33:00.000Z,2025-08-29T18:27:00.000Z,385,12.65,2592,3274,4,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-109374,UC CHRISTUS - CECA,1556287,"KIT, SPARES, DIAPHRAGM BRAKE",2024-06-25T16:25:00.000Z,2024-09-03T12:03:00.000Z,70,2.29,2528,2637,3,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-109374,UC CHRISTUS - CECA,1556287,"KIT, SPARES, DIAPHRAGM BRAKE",2024-09-03T12:03:00.000Z,2024-10-04T19:42:00.000Z,31,1.03,2637,2675,3,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-109256,UC CHRISTUS - SCA,1549950,"HHC kit,Synergy/Infinity",,2024-06-25T22:51:00.000Z,,,,2531,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-109256,UC CHRISTUS - SCA,1546731,"Contactor (CON A), 24V, 50Hz, 50 A, Siemens 3RT 1036-1AB00",2024-06-25T21:00:00.000Z,2024-07-10T22:00:00.000Z,15,0.49,2532,2551,2,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
LINAC-153038,FUNDACION ARTURO LOPEZ PEREZ,1568178,SIB PCB,,2024-07-02T15:00:00.000Z,,,,2539,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-201110,CLÍNICA SANATORIO ALEMÁN (ONCORAD),1519710,"FRU, HT CABLE, cable assembly, Transformer M2, M4 -Magnetron",,2024-07-04T16:30:00.000Z,,,,2544,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
LINAC-153038,FUNDACION ARTURO LOPEZ PEREZ,1569678,FCO Hardware ModKit (Solenoid Microswitch ModKit for imaging Arms),,2024-07-09T21:00:00.000Z,,,,2548,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-154325,HOSPITAL CARLOS VAN BUREN (SSVSA),1022378,"DIODE ASSY, FRU",,2024-07-10T12:21:00.000Z,,,,2550,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-109256,UC CHRISTUS - SCA,1505146,"PCB ASSEMBLY, CITB",,2024-07-10T22:00:00.000Z,,,,2551,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-153935,UC CHRISTUS - CECA,1569678,FCO Hardware ModKit (Solenoid Microswitch ModKit for imaging Arms),,2024-07-11T23:25:00.000Z,,,,2554,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-109256,UC CHRISTUS - SCA,1564298,Diaphragm/DLG PCB,2024-07-12T15:23:00.000Z,2025-06-10T22:35:00.000Z,333,10.95,2556,3118,5,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-109256,UC CHRISTUS - SCA,1564298,Diaphragm/DLG PCB,2025-06-10T22:35:00.000Z,2025-06-11T22:14:00.000Z,1,0.03,3118,3120,5,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-109256,UC CHRISTUS - SCA,1564298,Diaphragm/DLG PCB,2025-06-11T22:14:00.000Z,2025-10-28T22:03:00.000Z,139,4.57,3120,3362,5,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-109256,UC CHRISTUS - SCA,1564298,Diaphragm/DLG PCB,2025-10-28T22:03:00.000Z,2026-04-28T20:45:00.000Z,182,5.98,3362,3680,5,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-151673,CLINICA ALEMANA DE SANTIAGO,45133411846,"CABLE ASSY, PL5 TO SK5A",2024-07-15T21:00:00.000Z,2025-02-27T02:35:00.000Z,226,7.43,2559,2910,2,85,0.5,85,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-151673,CLINICA ALEMANA DE SANTIAGO,1569678,FCO Hardware ModKit (Solenoid Microswitch ModKit for imaging Arms),,2024-07-15T21:00:00.000Z,,,,2560,1,55,1,55,Baja,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-152171,CLINICA ALEMANA DE SANTIAGO,1569678,FCO Hardware ModKit (Solenoid Microswitch ModKit for imaging Arms),,2024-07-15T21:00:00.000Z,,,,2560,1,55,1,55,Baja,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
LINAC-153038,FUNDACION ARTURO LOPEZ PEREZ,1549950,"HHC kit,Synergy/Infinity",2024-07-18T20:58:00.000Z,2025-06-02T23:37:00.000Z,319,10.48,2564,3099,2,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
INC-INFINITY01,Instituto Nacional del Cáncer (INC),1007498,Longitudinal potentiometer - complete assembly,,2024-07-24T20:27:00.000Z,,,,2571,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
INC-INFINITY01,Instituto Nacional del Cáncer (INC),45133411787,Longitudinal Drive Motor and Clutch Assembly,,2024-07-26T02:05:00.000Z,,,,2572,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
INC-INFINITY01,Instituto Nacional del Cáncer (INC),1004818,"ASSEMBLY, KV ACB BREACKOUT",,2024-07-26T02:05:00.000Z,,,,2572,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
INC-INFINITY01,Instituto Nacional del Cáncer (INC),1007099,Longitudinal PCB limit switch assembly,,2024-08-01T00:56:00.000Z,,,,2579,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-153935,UC CHRISTUS - CECA,1505146,"PCB ASSEMBLY, CITB",,2024-08-02T22:12:00.000Z,,,,2580,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-109374,UC CHRISTUS - CECA,1007099,Longitudinal PCB limit switch assembly,,2024-08-05T19:41:00.000Z,,,,2582,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-109374,UC CHRISTUS - CECA,1517657,"PCB ASSY, LEAF MOTOR DRIVE - 1 Only",2024-08-09T19:33:00.000Z,2025-12-10T11:22:00.000Z,488,16.02,2592,3423,2,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-201110,CLÍNICA SANATORIO ALEMÁN (ONCORAD),45133327647,"FAN, SUB ASSY",,2024-08-09T12:30:00.000Z,,,,2596,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-152171,CLINICA ALEMANA DE SANTIAGO,1015493,Expansion Pressure Vessel,,2024-08-15T00:12:00.000Z,,,,2600,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-109374,UC CHRISTUS - CECA,1550513,Extended imaging module (XIM),2024-08-16T16:18:00.000Z,2025-04-25T20:00:00.000Z,252,8.28,2601,3024,2,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-153935,UC CHRISTUS - CECA,1527814,"PSU, ION PUMP",,2024-08-16T16:19:00.000Z,,,,2602,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-154325,HOSPITAL CARLOS VAN BUREN (SSVSA),1016984,FRU ISO ROTATION BRAKE,,2024-08-28T22:00:00.000Z,,,,2625,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-109256,UC CHRISTUS - SCA,45133318990,FRU X-Brake,,2024-08-30T00:16:00.000Z,,,,2627,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-154325,HOSPITAL CARLOS VAN BUREN (SSVSA),351372100645P,Resistor 330R +/- 5%,,2024-08-30T16:00:00.000Z,,,,2629,1,85,0.5,85,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-154325,HOSPITAL CARLOS VAN BUREN (SSVSA),45133308790,TRANSFORMADOR GUN,,2024-08-30T16:00:00.000Z,,,,2629,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-109374,UC CHRISTUS - CECA,1536279___1525429,Assy 160 MLC PSU Universal,,2024-08-30T21:47:00.000Z,,,,2634,1,85,0.5,85,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
CLC-1,CLÍNICA LAS CONDES,4513316442101T,"Potentiometer, 20k, 10 turns Coarse/Check",,2024-09-12T14:32:00.000Z,,,,2653,1,85,0.5,85,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
CLC-1,CLÍNICA LAS CONDES,4513316441202U,"Potentiometer, 20k, 1 turn Fine",,2024-09-12T14:32:00.000Z,,,,2653,1,85,0.5,85,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-201172,INRAD,4513331845902F,FRU EIM Z-DRIVE PCB,,2024-09-16T20:19:00.000Z,,,,2658,1,85,0.5,85,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
INC-156473,Instituto Nacional del Cáncer (INC),1516753,Thyratron Pulser PCB,,2024-10-01T17:37:00.000Z,,,,2668,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
INC-156473,Instituto Nacional del Cáncer (INC),351372700256A,Module Semikron SKKT,,2024-10-01T17:37:00.000Z,,,,2668,1,85,0.5,85,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
INC-156473,Instituto Nacional del Cáncer (INC),1020850,"Programmable Pulse Generator, PPG-CVDR PCB",,2024-10-01T17:37:00.000Z,,,,2668,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
INC-156473,Instituto Nacional del Cáncer (INC),351372406262U,Fuse link 240V/63A,,2024-10-01T17:37:00.000Z,,,,2668,1,85,0.5,85,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
INC-156473,Instituto Nacional del Cáncer (INC),1568178,SIB PCB,,2024-10-01T17:37:00.000Z,,,,2668,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
INC-156473,Instituto Nacional del Cáncer (INC),45133165177,THYRATRON e2v CX1154L,,2024-10-01T17:37:00.000Z,,,,2668,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
INC-156473,Instituto Nacional del Cáncer (INC),1022378,"DIODE ASSY, FRU",,2024-10-01T17:37:00.000Z,,,,2668,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
INC-156473,Instituto Nacional del Cáncer (INC),1018874,"Diode, SI 1N416CM-D023",,2024-10-01T17:37:00.000Z,,,,2668,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
INC-156473,Instituto Nacional del Cáncer (INC),1535662,"Control PCB, type A (PCB13 C to G)",,2024-10-01T17:37:00.000Z,,,,2668,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-109374,UC CHRISTUS - CECA,1015075,"Cable, retractile, MLC (SK25AA–SK26A)",2024-10-04T19:42:00.000Z,2026-06-30T20:03:00.000Z,634,20.83,2675,3780,2,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-109374,UC CHRISTUS - CECA,1547675,Screen assembly crosswire Agility Head,,2024-10-04T19:42:00.000Z,,,,2675,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-109374,UC CHRISTUS - CECA,1022592,"CABLE, PL26-C8 TO PL26-Q4",,2024-10-04T19:42:00.000Z,,,,2675,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-109374,UC CHRISTUS - CECA,1015076,"Cable, retractile, MLC (SK25BB–SK26B)",2024-10-04T19:42:00.000Z,2026-06-30T20:03:00.000Z,634,20.83,2675,3780,2,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-109374,UC CHRISTUS - CECA,1532758,Diaphragm motor spares kit,,2024-10-04T19:42:00.000Z,,,,2675,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-109374,UC CHRISTUS - CECA,1022593,"CABLE, PL26-C11 TO PL26-K4",,2024-10-04T19:42:00.000Z,,,,2675,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-109374,UC CHRISTUS - CECA,1505938,PCB Assy Intermediate Diaphragm,,2024-10-04T19:42:00.000Z,,,,2675,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-152171,CLINICA ALEMANA DE SANTIAGO,1534958,Leaf motor spares kit,2024-10-07T14:23:00.000Z,2024-10-19T20:30:00.000Z,12,0.4,2678,2695,10,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-152171,CLINICA ALEMANA DE SANTIAGO,1534958,Leaf motor spares kit,2024-10-19T20:30:00.000Z,2024-11-04T20:47:00.000Z,16,0.53,2695,2709,10,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-152171,CLINICA ALEMANA DE SANTIAGO,1534958,Leaf motor spares kit,2024-11-04T20:47:00.000Z,2024-12-07T22:43:00.000Z,33,1.09,2709,2776,10,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-152171,CLINICA ALEMANA DE SANTIAGO,1534958,Leaf motor spares kit,2024-12-07T22:43:00.000Z,2024-12-13T09:30:00.000Z,5,0.18,2776,2785,10,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-152171,CLINICA ALEMANA DE SANTIAGO,1534958,Leaf motor spares kit,2024-12-13T09:30:00.000Z,2025-05-27T23:03:00.000Z,166,5.44,2785,3081,10,100,1,100,Alta,"intervalo de 166 días fuera del rango esperado [-37, 104] (IQR x1.5) para esta combinación",OUTLIER_CANDIDATE
Linac-152171,CLINICA ALEMANA DE SANTIAGO,1534958,Leaf motor spares kit,2025-05-27T23:03:00.000Z,2025-08-06T13:00:00.000Z,71,2.32,3081,3238,10,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-152171,CLINICA ALEMANA DE SANTIAGO,1534958,Leaf motor spares kit,2025-08-06T13:00:00.000Z,2025-09-06T18:05:00.000Z,31,1.03,3238,3287,10,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-152171,CLINICA ALEMANA DE SANTIAGO,1534958,Leaf motor spares kit,2025-09-06T18:05:00.000Z,2025-10-27T21:51:00.000Z,51,1.68,3287,3361,10,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-152171,CLINICA ALEMANA DE SANTIAGO,1534958,Leaf motor spares kit,2025-10-27T21:51:00.000Z,2025-11-25T14:36:00.000Z,29,0.94,3361,3403,10,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
INC-156473,Instituto Nacional del Cáncer (INC),1534958,Leaf motor spares kit,2024-10-16T13:19:00.000Z,2025-02-28T13:05:00.000Z,135,4.43,2691,2914,8,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
INC-156473,Instituto Nacional del Cáncer (INC),1534958,Leaf motor spares kit,2025-02-28T13:05:00.000Z,2025-03-04T15:27:00.000Z,4,0.13,2914,2921,8,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
INC-156473,Instituto Nacional del Cáncer (INC),1534958,Leaf motor spares kit,2025-03-04T15:27:00.000Z,2025-03-13T15:43:00.000Z,9,0.3,2921,2931,8,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
INC-156473,Instituto Nacional del Cáncer (INC),1534958,Leaf motor spares kit,2025-03-13T15:43:00.000Z,2025-05-07T18:31:00.000Z,55,1.81,2931,3043,8,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
INC-156473,Instituto Nacional del Cáncer (INC),1534958,Leaf motor spares kit,2025-05-07T18:31:00.000Z,2025-10-13T16:29:00.000Z,159,5.22,3043,3337,8,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
INC-156473,Instituto Nacional del Cáncer (INC),1534958,Leaf motor spares kit,2025-10-13T16:29:00.000Z,2025-10-17T20:02:00.000Z,4,0.14,3337,3345,8,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
